loudness_ID,loudness_bins,utility,raw_utility,l2_norm,KLDiv,gpt_semantics
36,[-60.   -32.04 -25.32 -18.59 -11.87  -5.14   1.58],0.028571428571428574,0.028571428571428574,0.6161863641867793,0.9462487975154212,1.0
37,[-60.   -10.42  -8.04  -6.56  -5.47  -4.32   1.58],0.8285714285714287,0.8285714285714287,0.7703585081483004,0.7672607735013752,1.0
38,[-60.   -18.91 -10.53  -8.3   -6.48   2.  ],0.7,0.7,0.7630891698084168,0.8506026123000666,1.0
39,[-60.   -24.45 -15.53 -11.37  -8.34  -5.95   2.  ],0.6,0.6,0.7433566850830322,0.7765202377262087,1.0
40,[-60.   -24.67 -17.64 -10.54  -9.5   -7.77  -6.48   2.  ],0.3571428571428572,0.3571428571428572,0.7024765840689553,0.7668215409355946,1.0
41,[-60. -50. -40. -30. -20. -10.   0.  10.],0.7,-0.7,0.2769517705309244,0.8470417111931212,1.0
42,[-60.   -33.   -27.24 -21.47 -15.71  -9.94  -4.18   2.  ],0.21428571428571433,-0.21428571428571433,0.53021113684614,0.8926560387911348,1.0
43,[-60.   -10.92  -8.55  -7.14  -6.06  -5.16  -4.14   2.  ],0.9642857142857145,0.9642857142857145,0.7566587835127196,0.7073577195082698,1.0
44,[-60.   -33.   -27.24 -21.47 -15.71  -9.94  -4.18   1.58],0.21428571428571433,-0.21428571428571433,0.5304589772368102,0.8926178857018756,1.0
45,[-60.   -10.92  -8.55  -7.14  -6.06  -5.16  -4.14   1.58],0.9642857142857145,0.9642857142857145,0.7571398292562308,0.7073195664190108,1.0
46,[-60.   -18.91 -10.53  -8.3   -6.48  -6.43   2.  ],0.7714285714285715,0.7714285714285715,0.7497430859903649,0.8506026123000666,1.0
47,[-60.   -27.27 -18.89 -13.44 -10.17  -7.73  -5.69   2.  ],0.25,0.25,0.6784834379320688,0.7404385078901298,1.0
48,[-60.   -26.4  -17.9  -10.97  -9.65  -8.31  -6.75  -6.41   2.  ],0.5000000000000001,0.5000000000000001,0.6783590023102164,0.7374247422100589,1.0
49,[-60.   -51.25 -42.5  -33.75 -25.   -16.25  -7.5    1.25  10.  ],0.028571428571428574,-0.028571428571428574,0.1747641846457484,0.9983235966830072,1.0
50,[-60.   -33.72 -28.68 -23.64 -18.59 -13.55  -8.5   -3.46   2.  ],0.2380952380952381,-0.2380952380952381,0.4573271896547144,0.8078771990997,1.0
51,[-60.   -11.36  -9.04  -7.63  -6.56  -5.74  -4.91  -3.99   2.  ],0.8333333333333335,0.8333333333333335,0.7439347742414693,0.6541327320608397,1.0
52,[-60.   -33.72 -28.68 -23.64 -18.59 -13.55  -8.5   -3.46   1.58],0.2380952380952381,-0.2380952380952381,0.4575460345898192,0.8078265760503888,1.0
53,[-60.   -11.36  -9.04  -7.63  -6.56  -5.74  -4.91  -3.99   1.58],0.8333333333333335,0.8333333333333335,0.7443957027343625,0.6540920804999426,1.0
54,[-60.   -18.91 -10.53  -8.3   -6.48  -6.44  -6.43   2.  ],0.7857142857142859,0.7857142857142859,0.73702739130558,0.8506026123000666,1.0
55,[-60.   -28.53 -20.3  -14.51 -11.34  -8.92  -6.96  -5.23   2.  ],0.261904761904762,0.261904761904762,0.6375489863309254,0.6821260564352534,1.0
56,[-60.   -24.16 -18.04 -10.83  -9.56  -8.39  -7.06  -6.57  -6.3    2.  ],0.5166666666666667,0.5166666666666667,0.6724274050912665,0.7036791601824983,1.0
57,[-60.   -52.22 -44.44 -36.67 -28.89 -21.11 -13.33  -5.56   2.22  10.  ],0.08571428571428573,0.08571428571428573,0.0833889223386009,0.9773984332461996,1.0
58,[-60.   -34.28 -29.8  -25.32 -20.83 -16.35 -11.87  -7.38  -2.9    2.  ],0.33333333333333337,-0.33333333333333337,0.3927936411201288,0.7444791878661581,1.0
59,[-60.   -11.8   -9.44  -8.04  -7.01  -6.19  -5.47  -4.72  -3.85   2.  ],0.8833333333333333,0.8833333333333333,0.7313365198505056,0.6115990576880889,1.0
60,[-60.   -34.28 -29.8  -25.32 -20.83 -16.35 -11.87  -7.38  -2.9    1.58],0.33333333333333337,-0.33333333333333337,0.3929868627496196,0.7444006838420323,1.0
61,[-60.   -11.8   -9.44  -8.04  -7.01  -6.19  -5.47  -4.72  -3.85   1.58],0.8833333333333333,0.8833333333333333,0.7317697628616342,0.611557017706267,1.0
63,[-60.   -28.65 -20.72 -15.3  -12.32  -9.91  -7.93  -6.25  -4.76   2.  ],0.48333333333333334,0.48333333333333334,0.6088879427481718,0.624754425888756,1.0
64,"[-60.   -24.67 -17.72 -11.58  -9.67  -8.62  -7.38  -6.6   -6.4   -5.36
   2.  ]",0.6848484848484848,0.6848484848484848,0.6596620986924793,0.6122152735067024,1.0
65,[-60. -53. -46. -39. -32. -25. -18. -11.  -4.   3.  10.],0.08571428571428573,-0.08571428571428573,0.0,0.9475173470067751,1.0
66,"[-60.   -34.73 -30.7  -26.66 -22.63 -18.59 -14.56 -10.52  -6.49  -2.45
   2.  ]",0.49090909090909085,-0.49090909090909085,0.3342625727716829,0.7052726523400985,1.0
67,"[-60.   -12.15  -9.78  -8.35  -7.4   -6.56  -5.89  -5.24  -4.58  -3.74
   2.  ]",0.8666666666666665,0.8666666666666665,0.7188216173642874,0.5706279826402861,1.0
68,"[-60.   -34.73 -30.7  -26.66 -22.63 -18.59 -14.56 -10.52  -6.49  -2.45
   1.58]",0.49090909090909085,-0.49090909090909085,0.3344413089956801,0.7051589706299266,1.0
69,"[-60.   -12.15  -9.78  -8.35  -7.4   -6.56  -5.89  -5.24  -4.58  -3.74
   1.58]",0.8666666666666665,0.8666666666666665,0.7192364762689754,0.5705840952213636,1.0
71,"[-60.   -29.54 -22.2  -17.24 -13.73 -11.26  -9.33  -7.65  -6.13  -4.71
   2.  ]",0.2121212121212121,0.2121212121212121,0.5584971176750113,0.5842858470103571,1.0
