ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
92,equal-width,"[0.         0.53333333 1.06666667 1.6        2.13333333 2.66666667
 3.2        3.73333333 4.26666667 4.8        5.33333333 5.86666667
 6.4        6.93333333 7.46666667 8.        ]","[8.95258557e-01 9.95851237e-02 0.00000000e+00 3.86723959e-03
 0.00000000e+00 9.63105645e-04 0.00000000e+00 2.37072159e-04
 0.00000000e+00 5.92680397e-05 0.00000000e+00 1.48170099e-05
 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.0,0.12033109538976339,1
93,equal-width-data,[0.    0.467 1.4   2.333 3.267 4.2   5.133 6.067 7.   ],"[8.95258557e-01 9.95851237e-02 3.86723959e-03 9.63105645e-04
 2.37072159e-04 5.92680397e-05 1.48170099e-05 1.48170099e-05]",0.002380430133865241,0.4143152522368573,1
94,kbins,"[0.         0.46666667 0.93333333 1.4        1.86666667 2.33333333
 2.8        3.26666667 3.73333333 4.2        4.66666667 5.13333333
 5.6        6.06666667 6.53333333 7.        ]","[8.95258557e-01 0.00000000e+00 9.95851237e-02 0.00000000e+00
 3.86723959e-03 0.00000000e+00 9.63105645e-04 0.00000000e+00
 2.37072159e-04 0.00000000e+00 5.92680397e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00 1.48170099e-05]",0.002380430133865241,0.21401159182989382,1
95,kbins-quantile,[0. 1. 7.],[0.89525856 0.10474144],0.9958453454285602,0.5801933495496097,1
96,decision-tree,[0.  0.5 1.5 2.5 3.5 4.5 5.5 7. ],"[8.95258557e-01 9.95851237e-02 3.86723959e-03 9.63105645e-04
 2.37072159e-04 5.92680397e-05 2.96340199e-05]",0.0031193564135693075,0.46879550282232907,1
97,kmeans,"[-1.1837753e-14  1.0000000e+00  1.0000000e+00  2.0000000e+00
  3.0000000e+00  4.0000000e+00  5.0000000e+00  6.0000000e+00
  7.0000000e+00]","[8.95258557e-01 0.00000000e+00 9.95851237e-02 3.86723959e-03
 9.63105645e-04 2.37072159e-04 5.92680397e-05 2.96340199e-05]",0.0033572375430567236,0.4163956310941971,1
98,random-forest,[0.  0.5 0.9 1.3 1.7 2.1 2.5 2.9 3.3 3.7 4.1 4.5 4.9 5.3 5.6 5.8 7. ],"[8.95258557e-01 0.00000000e+00 9.95851237e-02 0.00000000e+00
 3.86723959e-03 0.00000000e+00 0.00000000e+00 9.63105645e-04
 0.00000000e+00 2.37072159e-04 0.00000000e+00 0.00000000e+00
 5.92680397e-05 0.00000000e+00 0.00000000e+00 2.96340199e-05]",0.0031193564135693075,0.2343384404566361,1
99,equal-width,[0.  0.5 1.  1.5 2.  2.5 3.  3.5 4.  4.5 5.  5.5 6.  6.5 7.  7.5 8. ],"[8.95258557e-01 0.00000000e+00 9.95851237e-02 0.00000000e+00
 3.86723959e-03 0.00000000e+00 9.63105645e-04 0.00000000e+00
 2.37072159e-04 0.00000000e+00 5.92680397e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.0,0.09457083093263474,1
100,equal-width-data,[0.    0.438 1.312 2.188 3.062 4.375 5.25  6.125 7.   ],"[8.95258557e-01 9.95851237e-02 3.86723959e-03 9.63105645e-04
 2.37072159e-04 5.92680397e-05 1.48170099e-05 1.48170099e-05]",0.002380430133865241,0.4077010287978472,1
101,kbins,"[0.     0.4375 0.875  1.3125 1.75   2.1875 2.625  3.0625 3.5    3.9375
 4.375  4.8125 5.25   5.6875 6.125  6.5625 7.    ]","[8.95258557e-01 0.00000000e+00 9.95851237e-02 0.00000000e+00
 3.86723959e-03 0.00000000e+00 9.63105645e-04 0.00000000e+00
 0.00000000e+00 2.37072159e-04 0.00000000e+00 5.92680397e-05
 0.00000000e+00 1.48170099e-05 0.00000000e+00 1.48170099e-05]",0.002380430133865241,0.19166624136651667,1
102,kbins-quantile,[0. 1. 7.],[0.89525856 0.10474144],0.9958453454285602,0.5801933495496097,1
103,decision-tree,[0.  0.5 1.5 2.5 3.5 4.5 5.5 7. ],"[8.95258557e-01 9.95851237e-02 3.86723959e-03 9.63105645e-04
 2.37072159e-04 5.92680397e-05 2.96340199e-05]",0.0031193564135693075,0.46879550282232907,1
104,kmeans,"[-1.1837753e-14  1.0000000e+00  1.0000000e+00  2.0000000e+00
  3.0000000e+00  4.0000000e+00  5.0000000e+00  6.0000000e+00
  7.0000000e+00]","[8.95258557e-01 0.00000000e+00 1.03452363e-01 0.00000000e+00
 9.63105645e-04 2.37072159e-04 5.92680397e-05 2.96340199e-05]",0.0033572375430567236,0.4163956310941971,1
105,random-forest,"[0.      0.5     0.9375  1.375   1.8125  2.25    2.6875  3.125   3.5625
 4.      4.4375  4.6875  4.90625 5.125   5.34375 5.5625  5.78125 7.     ]","[8.95258557e-01 0.00000000e+00 9.95851237e-02 0.00000000e+00
 3.86723959e-03 0.00000000e+00 9.63105645e-04 0.00000000e+00
 0.00000000e+00 2.37072159e-04 0.00000000e+00 0.00000000e+00
 5.92680397e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.96340199e-05]",0.0031193564135693075,0.1876963775017606,1
