ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
27,equal-frequency,[     0.      9107.042  13974.842  19056.126  26507.356 435844.   ],[0.20004445 0.19995555 0.20001482 0.19998518 0.2       ],0.6718753917268254,0.5369359048646829,1
28,kbins,[     0.     87168.656 174337.312 261505.968 348674.624 435843.28 ],"[9.98473848e-01 1.48170099e-03 2.96340199e-05 0.00000000e+00
 1.48170099e-05]",0.5494550119600727,0.6157947814108753,1
29,kbins-quantile,[     0.      9107.042  13974.842  19056.126  26507.356 435843.28 ],[0.20004445 0.19995555 0.20001482 0.19998518 0.2       ],0.6718731899207975,0.5369362548182066,1
30,decision-tree,"[     0.           2269.55004883   4128.79492188  15790.99511719
  15793.93994141 435844.        ]","[2.08771670e-02 3.37975996e-02 4.22492221e-01 8.89020596e-05
 5.22744110e-01]",0.9683432123751292,0.5309272542953146,1
31,kmeans,"[     0.           7178.59819422  15902.40659028  25643.506047
  39663.98522817 435844.        ]",[0.13437546 0.34701437 0.3013928  0.16171285 0.05550452],0.7808090612772707,0.5440620978906343,1
32,random-forest,"[0.00000000e+00 3.17299995e+01 3.74098599e+03 7.48632305e+03
 1.13569462e+04 1.60993082e+04 4.35844000e+05]",[0.0006964  0.04576974 0.09716995 0.14541414 0.19989628 0.51105349],0.8580465150892383,0.528035945749318,1
33,equal-width,"[     0.          83333.33333333 166666.66666667 250000.
 333333.33333333 416666.66666667 500000.        ]","[9.98118240e-01 1.80767521e-03 5.92680397e-05 0.00000000e+00
 0.00000000e+00 1.48170099e-05]",0.5497744512067665,0.48338087714777844,1
34,equal-width-data,[     0.     72640.547 145281.093 217921.64  290562.187 435844.   ],"[9.96458735e-01 3.39309527e-03 1.18536079e-04 1.48170099e-05
 1.48170099e-05]",0.5511189301988857,0.6194661321215125,1
35,equal-frequency,"[     0.      8174.655  12416.12   16377.62   21108.81   28352.655
 435844.   ]",[0.16667654 0.16670618 0.16657283 0.16670618 0.16666173 0.16667654],0.583514683207311,0.5335150876963273,1
36,kbins,"[     0.          72640.54666667 145281.09333333 217921.64
 290562.18666667 363202.73333333 435843.28      ]","[9.96458735e-01 3.39309527e-03 1.18536079e-04 1.48170099e-05
 0.00000000e+00 1.48170099e-05]",0.5511115809959651,0.5385592854477177,1
37,kbins-quantile,"[     0.      8174.655  12416.12   16377.62   21108.81   28352.655
 435843.28 ]",[0.16667654 0.16670618 0.16657283 0.16670618 0.16666173 0.16667654],0.5835126644438109,0.5335154350835773,1
38,decision-tree,"[     0.           2269.55004883   4128.79492188   4130.79003906
  15790.99511719  15793.93994141 435844.        ]","[2.08771670e-02 3.37975996e-02 1.48170099e-05 4.22477404e-01
 8.89020596e-05 5.22744110e-01]",0.9684575556571549,0.5302748583974928,1
39,kmeans,"[     0.           6404.75763167  14241.83405532  22444.03847388
  32821.89491596  48456.11699286 435844.        ]",[0.11197214 0.3        0.29297674 0.18696103 0.08281227 0.02527782],0.718805897546267,0.5390505447018483,1
40,random-forest,"[0.00000000e+00 3.70499992e+00 2.73796330e+03 4.95805005e+03
 1.00599302e+04 1.40206064e+04 1.66450130e+04 4.35844000e+05]","[0.00065195 0.02747074 0.04658468 0.16135724 0.16589124 0.10859387
 0.48945029]",0.7923880716564645,0.5270799320670185,1
41,equal-width,"[     0.          71428.57142857 142857.14285714 214285.71428571
 285714.28571429 357142.85714286 428571.42857143 500000.        ]","[9.96043858e-01 3.80797155e-03 1.18536079e-04 1.48170099e-05
 0.00000000e+00 0.00000000e+00 1.48170099e-05]",0.5514414620238617,0.41983698289754745,1
42,equal-width-data,[     0.     62263.326 124526.651 186789.977 249053.303 435844.   ],"[9.92043266e-01 7.74929619e-03 1.62987109e-04 2.96340199e-05
 1.48170099e-05]",0.554463136104079,0.6168495831588805,1
43,equal-frequency,"[     0.      7461.87   11271.696  14634.153  18261.85   22798.29
  29949.917 435844.   ]","[0.14283598 0.14288043 0.14288043 0.14280634 0.14291006 0.14280634
 0.14288043]",0.5088116515010805,0.5315811357406028,1
44,kbins,"[     0.          62263.32571429 124526.65142857 186789.97714286
 249053.30285714 311316.62857143 373579.95428571 435843.28      ]","[9.92043266e-01 7.74929619e-03 1.62987109e-04 2.96340199e-05
 0.00000000e+00 0.00000000e+00 1.48170099e-05]",0.5544557869011586,0.481422397905547,1
45,kbins-quantile,"[     0.           7461.87        11271.69571429  14634.15285714
  18261.85        22798.29        29949.91714286 435843.28      ]","[0.14283598 0.14288043 0.14288043 0.14280634 0.14291006 0.14280634
 0.14288043]",0.5088097874440044,0.5315814816789899,1
46,decision-tree,"[     0.           2269.55004883   3187.3449707    4128.79492188
   4130.79003906  15790.99511719  15793.93994141 435844.        ]","[2.08771670e-02 1.53652393e-02 1.84323603e-02 1.48170099e-05
 4.22477404e-01 8.89020596e-05 5.22744110e-01]",0.9776515033952135,0.5238774085431004,1
47,kmeans,"[     0.           5645.21384997  12571.47265772  19326.81276292
  27227.78654209  38040.44590042  56037.84872944 435844.        ]","[0.09174693 0.24824418 0.26922507 0.20531931 0.12109942 0.05156319
 0.0128019 ]",0.6550472857274158,0.5347441768752639,1
48,random-forest,"[0.00000000e+00 3.70499992e+00 2.69680572e+03 4.33385941e+03
 8.90219224e+03 1.11663678e+04 1.57819835e+04 1.79450794e+04
 4.35844000e+05]","[0.00065195 0.02677434 0.03173804 0.13359016 0.08829456 0.19571788
 0.08264928 0.44058379]",0.7178652963137123,0.5263072546180181,1
49,equal-width,[     0.  62500. 125000. 187500. 250000. 312500. 375000. 437500. 500000.],"[9.92191436e-01 7.61594310e-03 1.48170099e-04 2.96340199e-05
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.5543523822530474,0.36784664649075316,1
50,equal-width-data,[     0.    54480.41 108960.82 163441.23 217921.64 272402.05 435844.  ],"[9.85034820e-01 1.45503037e-02 3.11157208e-04 7.40850496e-05
 1.48170099e-05 1.48170099e-05]",0.559427395696353,0.5654760465945672,1
51,equal-frequency,"[     0.      6866.481  10415.61   13373.53   16377.62   19802.94
  24170.992  31298.272 435844.   ]","[0.12501111 0.12496666 0.12501111 0.12496666 0.1249963  0.12504075
 0.12501111 0.1249963 ]",0.4441025161095018,0.5302180008268598,1
52,kbins,"[     0.    54480.41 108960.82 163441.23 217921.64 272402.05 326882.46
 381362.87 435843.28]","[9.85034820e-01 1.45503037e-02 3.11157208e-04 7.40850496e-05
 1.48170099e-05 0.00000000e+00 0.00000000e+00 1.48170099e-05]",0.5594200464934325,0.43511616543831555,1
53,kbins-quantile,"[     0.        6866.48125  10415.61     13373.53     16377.62
  19802.94     24170.9925   31298.2725  435843.28   ]","[0.12501111 0.12496666 0.12501111 0.12496666 0.1249963  0.12504075
 0.12501111 0.1249963 ]",0.44410078634887884,0.5302183457464025,1
54,decision-tree,"[     0.           2269.55004883   3164.16491699   3187.3449707
   4128.79492188   4130.79003906  15790.99511719  15793.93994141
 435844.        ]","[2.08771670e-02 1.50392651e-02 3.25974218e-04 1.84323603e-02
 1.48170099e-05 4.22477404e-01 8.89020596e-05 5.22744110e-01]",0.9782692772966903,0.5238192173521942,1
55,kmeans,"[     0.           5493.28369604  12211.76776845  18593.50798236
  25859.33040923  35367.97573789  49656.88304513  76527.60764706
 435844.        ]","[0.08814639 0.23699807 0.25866054 0.20352645 0.12824122 0.06138687
 0.02028449 0.00275596]",0.6347443453028762,0.5312402155226996,1
56,random-forest,"[0.00000000e+00 3.17299995e+01 2.39380994e+03 4.00795508e+03
 6.21566003e+03 9.58958496e+03 1.15140476e+04 1.58386851e+04
 1.85445225e+04 4.35844000e+05]","[0.0006964  0.02185509 0.02972292 0.05445251 0.11146837 0.0778782
 0.18309379 0.10268188 0.41815084]",0.6629174184507935,0.5247767677549584,1
57,equal-width,"[     0.          55555.55555556 111111.11111111 166666.66666667
 222222.22222222 277777.77777778 333333.33333333 388888.88888889
 444444.44444444 500000.        ]","[9.86649874e-01 1.29648837e-02 3.11157208e-04 4.44510298e-05
 1.48170099e-05 0.00000000e+00 0.00000000e+00 1.48170099e-05
 0.00000000e+00]",0.5583252896777997,0.32309290393162826,1
58,equal-width-data,"[     0.     48427.031  96854.062 145281.093 193708.124 242135.156
 435844.   ]","[9.74633279e-01 2.44184324e-02 8.00118536e-04 1.03719069e-04
 2.96340199e-05 1.48170099e-05]",0.5722587595216316,0.5699591451986787,1
59,equal-frequency,"[     0.      6373.508   9689.662  12416.12   15005.461  17847.46
  21108.81   25404.583  32486.306 435844.   ]","[0.11111276 0.11111276 0.11115721 0.11106831 0.11111276 0.11109794
 0.11111276 0.11111276 0.11111276]",0.3870033607189943,0.5291561979640338,1
60,kbins,"[     0.          48427.03111111  96854.06222222 145281.09333333
 193708.12444444 242135.15555556 290562.18666667 338989.21777778
 387416.24888889 435843.28      ]","[9.74633279e-01 2.44184324e-02 8.00118536e-04 1.03719069e-04
 2.96340199e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48170099e-05]",0.5722514103187111,0.3955316570936872,1
61,kbins-quantile,"[     0.           6373.50777778   9689.66222222  12416.12
  15005.46111111  17847.46        21108.81        25404.58333333
  32486.30555556 435843.28      ]","[0.11111276 0.11111276 0.11115721 0.11106831 0.11111276 0.11109794
 0.11111276 0.11111276 0.11111276]",0.38700174920097674,0.5291565422038027,1
62,decision-tree,"[     0.           2269.55004883   3164.16491699   3175.94506836
   3187.3449707    4128.79492188   4130.79003906  15790.99511719
  15793.93994141 435844.        ]","[2.08771670e-02 1.50392651e-02 1.03719069e-04 2.22255149e-04
 1.84323603e-02 1.48170099e-05 4.22477404e-01 8.89020596e-05
 5.22744110e-01]",0.9783577256610991,0.5233029242134918,1
63,kmeans,"[     0.           5196.96484561  11618.33292187  17662.31197835
  24389.15377719  32702.94655309  44045.54066322  62084.50971029
 102870.70469231 435844.        ]","[0.0807527  0.21930656 0.24867388 0.2064454  0.13550156 0.07294414
 0.02834494 0.0074085  0.00062231]",0.608666569316197,0.5261196171696341,1
64,random-forest,"[0.00000000e+00 3.70499992e+00 2.63544777e+03 4.02833778e+03
 7.65434001e+03 1.04406163e+04 1.19837222e+04 1.57826349e+04
 1.66786438e+04 3.60261434e+04 4.35844000e+05]","[0.00065195 0.02591495 0.02625574 0.09687361 0.10136316 0.06451326
 0.16125352 0.03501259 0.40927545 0.07888576]",0.6261594061813971,0.5248704659256611,1
65,equal-width,"[     0.  50000. 100000. 150000. 200000. 250000. 300000. 350000. 400000.
 450000. 500000.]","[9.77670766e-01 2.15587494e-02 6.51948437e-04 7.40850496e-05
 2.96340199e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48170099e-05 0.00000000e+00]",0.5644698765263862,0.28328652590239445,1
66,equal-width-data,"[     0.     43584.328  87168.656 130752.984 174337.312 217921.64
 261505.968 435844.   ]","[9.61905467e-01 3.65683805e-02 1.33353089e-03 1.48170099e-04
 1.48170099e-05 1.48170099e-05 1.48170099e-05]",0.6002544016491784,0.5324024900922795,1
67,equal-frequency,"[     0.      5950.344   9107.042  11617.683  13974.842  16377.62
  19056.126  22273.415  26507.356  33618.866 435844.   ]","[0.10001482 0.10002963 0.09994073 0.10001482 0.09995555 0.10005927
 0.09998518 0.1        0.09997037 0.10002963]",0.3359381368676393,0.5282914832542466,1
68,kbins,"[     0.     43584.328  87168.656 130752.984 174337.312 217921.64
 261505.968 305090.296 348674.624 392258.952 435843.28 ]","[9.61905467e-01 3.65683805e-02 1.33353089e-03 1.48170099e-04
 1.48170099e-05 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.48170099e-05]",0.6002470524462578,0.36050624841763057,1
69,kbins-quantile,"[     0.      5950.344   9107.042  11617.683  13974.842  16377.62
  19056.126  22273.415  26507.356  33618.866 435843.28 ]","[0.10001482 0.10002963 0.09994073 0.10001482 0.09995555 0.10005927
 0.09998518 0.1        0.09997037 0.10002963]",0.3359366308784856,0.5282918267945979,1
70,decision-tree,"[     0.           2269.55004883   3164.16491699   3175.94506836
   3187.3449707    4128.79492188   4130.79003906  15790.99511719
  15793.93994141  52583.54492188 435844.        ]","[2.08771670e-02 1.50392651e-02 1.03719069e-04 2.22255149e-04
 1.84323603e-02 1.48170099e-05 4.22477404e-01 8.89020596e-05
 5.05111868e-01 1.76322418e-02]",0.9915889306247401,0.5218076022199699,1
71,kmeans,"[     0.           4779.52145756  10712.02418697  16115.31456905
  21858.79864098  28450.3509557   36808.62301085  48591.6426492
  67021.19680982 107788.46039216 435844.        ]","[0.07014372 0.19223589 0.22707068 0.19899244 0.14640688 0.0925915
 0.04750333 0.01941028 0.0052304  0.00041488]",0.5562562234571184,0.5230054184638498,1
72,random-forest,"[0.00000000e+00 3.70499992e+00 2.70005193e+03 4.14011909e+03
 9.00170615e+03 9.74086299e+03 1.10186704e+04 1.37521619e+04
 1.58833729e+04 1.88660496e+04 4.48849152e+04 4.35844000e+05]","[0.00065195 0.02686324 0.02733738 0.1415469  0.02776708 0.05074826
 0.11509853 0.09087272 0.11232775 0.37287005 0.03391614]",0.5668422863114304,0.5250811257032351,1
73,equal-width,"[     0.          45454.54545455  90909.09090909 136363.63636364
 181818.18181818 227272.72727273 272727.27272727 318181.81818182
 363636.36363636 409090.90909091 454545.45454545 500000.        ]","[9.67521114e-01 3.11453549e-02 1.14090976e-03 1.48170099e-04
 1.48170099e-05 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.5886777723312204,0.24707828691958966,1
74,equal-width-data,"[     0.     39622.116  79244.233 118866.349 158488.465 198110.582
 237732.698 435844.   ]","[9.44317677e-01 5.33116017e-02 2.07438139e-03 1.92621129e-04
 5.92680397e-05 2.96340199e-05 1.48170099e-05]",0.6314470368678788,0.5393498320379942,1
75,equal-frequency,"[     0.      5604.499   8598.07   10969.46   13118.826  15250.885
  17555.845  20135.958  23286.4    27415.774  34571.968 435844.   ]","[0.09091717 0.09094681 0.09088754 0.0908579  0.09091717 0.09091717
 0.09091717 0.09091717 0.09088754 0.09091717 0.09091717]",0.289741437135579,0.5275381409562664,1
76,kbins,"[     0.          39622.11636364  79244.23272727 118866.34909091
 158488.46545455 198110.58181818 237732.69818182 277354.81454545
 316976.93090909 356599.04727273 396221.16363636 435843.28      ]","[9.44317677e-01 5.33116017e-02 2.07438139e-03 1.92621129e-04
 5.92680397e-05 2.96340199e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.48170099e-05]",0.6314396876649582,0.3287728790267582,1
77,kbins-quantile,"[     0.           5604.49909091   8598.07        10969.46
  13118.82636364  15250.88545455  17555.84454545  20135.95818182
  23286.4         27415.77363636  34571.96818182 435843.28      ]","[0.09091717 0.09094681 0.09088754 0.0908579  0.09091717 0.09091717
 0.09091717 0.09091717 0.09088754 0.09091717 0.09091717]",0.2897400270728996,0.5275384841439611,1
78,decision-tree,"[     0.           2269.55004883   3164.16491699   3175.94506836
   3187.3449707    4128.79492188   4130.79003906  15790.99511719
  15793.93994141  52583.54492188  56061.3046875  435844.        ]","[2.08771670e-02 1.50392651e-02 1.03719069e-04 2.22255149e-04
 1.84323603e-02 1.48170099e-05 4.22477404e-01 8.89020596e-05
 5.05111868e-01 4.87479627e-03 1.27574455e-02]",0.9922217399758914,0.5201136027168536,1
79,kmeans,"[     0.           4280.39696398   9634.58637568  14384.71580442
  19249.49762429  24662.93290021  31087.73224806  39241.90576105
  51029.23557407  69161.6190689  109222.576      435844.        ]","[0.05803823 0.16211291 0.19797007 0.188502   0.15485257 0.11077197
 0.06980293 0.03769447 0.01551341 0.00432657 0.00041488]",0.5029462957956601,0.5205996301653003,1
80,random-forest,"[0.00000000e+00 3.70499992e+00 2.63178503e+03 3.51728003e+03
 4.75360986e+03 9.44860498e+03 1.00443501e+04 1.13949648e+04
 1.39941650e+04 1.59240903e+04 1.99428750e+04 5.00587305e+04
 4.35844000e+05]","[0.00065195 0.02582605 0.01588383 0.02710031 0.1439028  0.02203289
 0.0554897  0.11006075 0.08112313 0.14782931 0.34791821 0.02218106]",0.5461975498348074,0.5224272761421216,1
81,equal-width,"[     0.          41666.66666667  83333.33333333 125000.
 166666.66666667 208333.33333333 250000.         291666.66666667
 333333.33333333 375000.         416666.66666667 458333.33333333
 500000.        ]","[9.54289524e-01 4.38287154e-02 1.68913913e-03 1.18536079e-04
 4.44510298e-05 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.614677895242919,0.21361113676186028,1
82,equal-width-data,"[     0.     36320.273  72640.547 108960.82  145281.093 181601.367
 217921.64  254241.913 435844.   ]","[9.23529412e-01 7.29293229e-02 3.12638909e-03 2.66706179e-04
 1.03719069e-04 1.48170099e-05 1.48170099e-05 1.48170099e-05]",0.6619016277209282,0.5087451408557575,1
83,equal-frequency,"[     0.      5305.18    8174.655  10415.61   12416.12   14349.608
  16377.62   18578.532  21108.81   24170.992  28352.655  35512.662
 435844.   ]","[0.08337531 0.08330123 0.08330123 0.08340495 0.08328641 0.08328641
 0.08337531 0.08333086 0.08333086 0.08333086 0.08333086 0.08334568]",0.24758581900750265,0.5268697628065679,1
84,kbins,"[     0.          36320.27333333  72640.54666667 108960.82
 145281.09333333 181601.36666667 217921.64       254241.91333333
 290562.18666667 326882.46       363202.73333333 399523.00666667
 435843.28      ]","[9.23529412e-01 7.29293229e-02 3.12638909e-03 2.66706179e-04
 1.03719069e-04 1.48170099e-05 1.48170099e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.48170099e-05]",0.6618942785180075,0.2995309291572763,1
85,kbins-quantile,"[     0.       5305.18     8174.655   10415.61    12416.12    14349.6075
  16377.62    18578.5325  21108.81    24170.9925  28352.655   35512.6625
 435843.28  ]","[0.08337531 0.08330123 0.08330123 0.08340495 0.08328641 0.08328641
 0.08337531 0.08333086 0.08333086 0.08333086 0.08333086 0.08334568]",0.247584496269168,0.5268701052797269,1
86,decision-tree,"[     0.           2269.55004883   3125.21496582   3164.16491699
   3175.94506836   3187.3449707    4128.79492188   4130.79003906
  15790.99511719  15793.93994141  52583.54492188  56061.3046875
 435844.        ]","[2.08771670e-02 1.42391465e-02 8.00118536e-04 1.03719069e-04
 2.22255149e-04 1.84323603e-02 1.48170099e-05 4.22477404e-01
 8.89020596e-05 5.05111868e-01 4.87479627e-03 1.27574455e-02]",0.9934652235140982,0.5201005324670933,1
87,kmeans,"[     0.           4231.73484605   9574.90856729  14384.48949207
  19394.86440824  25007.99276962  31644.7019615   39797.79606532
  51129.958875    67420.18011407  96045.4695935  164245.975
 435844.        ]","[5.66009779e-02 1.61149800e-01 2.00370425e-01 1.93110090e-01
 1.58408653e-01 1.09882946e-01 6.56097200e-02 3.47162543e-02
 1.46836568e-02 4.48955401e-03 8.74203586e-04 1.03719069e-04]",0.5102773280067636,0.5078415611059865,1
88,random-forest,"[0.00000000e+00 3.70499992e+00 2.30208752e+03 3.57519832e+03
 4.48737256e+03 8.05742480e+03 1.01902861e+04 1.17994746e+04
 1.40282065e+04 1.58378934e+04 1.78530649e+04 2.41118870e+04
 5.00978395e+04 4.35844000e+05]","[0.00065195 0.02075863 0.02194399 0.01946955 0.1000889  0.07795229
 0.06691362 0.09456216 0.07678175 0.07672248 0.19269521 0.22942658
 0.02203289]",0.4188990058629358,0.5220134421147831,1
89,equal-width,"[     0.          38461.53846154  76923.07692308 115384.61538462
 153846.15384615 192307.69230769 230769.23076923 269230.76923077
 307692.30769231 346153.84615385 384615.38461538 423076.92307692
 461538.46153846 500000.        ]","[9.37650022e-01 5.96829160e-02 2.35590458e-03 2.07438139e-04
 5.92680397e-05 2.96340199e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.48170099e-05
 0.00000000e+00]",0.6417218684271473,0.1823089010603075,1
90,equal-width-data,"[     0.     33526.406  67052.812 100579.218 134105.625 167632.031
 201158.437 234684.843 435844.   ]","[8.99140613e-01 9.52289228e-02 4.88961328e-03 5.48229367e-04
 1.18536079e-04 2.96340199e-05 2.96340199e-05 1.48170099e-05]",0.6915727800201141,0.5166778917069939,1
91,equal-frequency,"[     0.      5047.525   7789.415   9911.16   11798.342  13620.208
  15406.676  17358.21   19510.91   22014.496  24978.92   29199.127
  36276.627 435844.   ]","[0.07692992 0.07692992 0.07694473 0.07690028 0.07692992 0.07688546
 0.07695955 0.07687065 0.07695955 0.07687065 0.07697437 0.0769151
 0.07692992]",0.20875812631642,0.5262554011621667,1
92,kbins,"[     0.          33526.40615385  67052.81230769 100579.21846154
 134105.62461538 167632.03076923 201158.43692308 234684.84307692
 268211.24923077 301737.65538462 335264.06153846 368790.46769231
 402316.87384615 435843.28      ]","[8.99140613e-01 9.52289228e-02 4.88961328e-03 5.48229367e-04
 1.18536079e-04 2.96340199e-05 2.96340199e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48170099e-05]",0.6915654308171936,0.2722448270458555,1
93,kbins-quantile,"[     0.           5047.52538462   7789.41538462   9911.16
  11798.34230769  13620.20846154  15406.67615385  17358.21
  19510.91        22014.49615385  24978.92        29199.12692308
  36276.62692308 435843.28      ]","[0.07692992 0.07692992 0.07694473 0.07690028 0.07692992 0.07688546
 0.07695955 0.07687065 0.07695955 0.07687065 0.07697437 0.0769151
 0.07692992]",0.20875688402295856,0.526255743391429,1
94,decision-tree,"[     0.           2269.55004883   2957.82495117   3125.21496582
   3164.16491699   3175.94506836   3187.3449707    4128.79492188
   4130.79003906  15790.99511719  15793.93994141  52583.54492188
  56061.3046875  435844.        ]","[2.08771670e-02 1.09497703e-02 3.28937620e-03 8.00118536e-04
 1.03719069e-04 2.22255149e-04 1.84323603e-02 1.48170099e-05
 4.22477404e-01 8.89020596e-05 5.05111868e-01 4.87479627e-03
 1.27574455e-02]",0.9965091581542036,0.5200828889166947,1
95,kmeans,"[     0.           3748.35949041   8485.14355422  12752.50878246
  17118.42578814  21917.68640677  27376.06840458  33908.27717842
  41891.38750696  52620.53519078  68317.21428571  96629.15177966
 164245.975      435844.        ]","[4.66735813e-02 1.30804564e-01 1.70173359e-01 1.80945325e-01
 1.61164617e-01 1.27737443e-01 8.51533561e-02 5.26448363e-02
 2.71743962e-02 1.24166543e-02 4.16357979e-03 8.44569566e-04
 1.03719069e-04]",0.45696958570228674,0.5059222413178165,1
96,random-forest,"[0.00000000e+00 3.70499992e+00 2.44752158e+03 3.18735958e+03
 4.25852838e+03 7.46918493e+03 9.39278151e+03 9.84747348e+03
 1.19245022e+04 1.46976034e+04 1.61030333e+04 1.71885184e+04
 2.42868739e+04 5.12805974e+04 4.35844000e+05]","[0.00065195 0.02280338 0.01278708 0.02123278 0.08555342 0.06818788
 0.01702474 0.08488665 0.11843236 0.05747518 0.04248037 0.22102534
 0.22758927 0.01986961]",0.44063839558646833,0.5217626476100029,1
97,equal-width,"[     0.          35714.28571429  71428.57142857 107142.85714286
 142857.14285714 178571.42857143 214285.71428571 250000.
 285714.28571429 321428.57142857 357142.85714286 392857.14285714
 428571.42857143 464285.71428571 500000.        ]","[9.18432360e-01 7.76114980e-02 3.54126537e-03 2.66706179e-04
 1.03719069e-04 1.48170099e-05 1.48170099e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48170099e-05 0.00000000e+00]",0.6683095725080028,0.15276648638342705,1
