ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
31,kmeans,"[0.00000000e+00 6.71165495e+05 8.71916276e+07 3.78302789e+08
 7.98255370e+08 1.53973789e+09]","[6.75981627e-01 3.23810935e-01 1.48170099e-04 2.96340199e-05
 1.48170099e-05]",0.8444654479981675,0.6430657830802164,1
32,random-forest,"[0.00000000e+00 4.38900000e+03 5.32925800e+05 7.75451600e+05
 8.79513800e+05 1.89308460e+06 1.53973789e+09]",[0.00672692 0.55294118 0.17949326 0.05089643 0.17368499 0.03624241],0.6680617443561545,0.547497196371978,1
33,equal-width,"[0.00000000e+00 3.33333333e+08 6.66666667e+08 1.00000000e+09
 1.33333333e+09 1.66666667e+09 2.00000000e+09]","[9.99940732e-01 2.96340199e-05 1.48170099e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00]",0.4994507662138412,0.4690520196736312,1
34,equal-width-data,"[0.00000000e+00 2.56622982e+08 5.13245964e+08 1.02649193e+09
 1.53973789e+09]",[9.99925915e-01 4.44510298e-05 1.48170099e-05 0.00000000e+00],0.49939468407235776,0.7743473670595914,1
35,equal-frequency,"[0.00000000e+00 2.17055667e+05 3.37546000e+05 4.75651000e+05
 6.62002000e+05 9.81126667e+05 1.53973789e+09]",[0.16377241 0.16586161 0.16974367 0.16943251 0.16586161 0.16531338],0.8291914110764177,0.5474662878504524,1
36,kbins,"[0.00000000e+00 2.56622982e+08 5.13245964e+08 7.69868946e+08
 1.02649193e+09 1.28311491e+09 1.53973789e+09]","[9.99925915e-01 4.44510298e-05 0.00000000e+00 1.48170099e-05
 0.00000000e+00 0.00000000e+00]",0.49939468407235776,0.5652295071290752,1
37,kbins-quantile,"[0.00000000e+00 2.17055667e+05 3.37546000e+05 4.75651000e+05
 6.62002000e+05 9.81126667e+05 1.53973789e+09]",[0.16377241 0.16586161 0.16974367 0.16943251 0.16586161 0.16531338],0.8291914110764177,0.5474662878504524,1
38,decision-tree,"[0.00000000e+00 7.67800000e+03 4.31255000e+05 4.31321000e+05
 8.55316000e+05 1.91392300e+06 1.53973789e+09]",[0.00672692 0.44750333 0.         0.32601867 0.18454586 0.0351904 ],0.7130982696729756,0.5474936445333685,1
39,kmeans,"[0.00000000e+00 6.68918897e+05 6.63439850e+07 1.88187023e+08
 4.34697747e+08 7.98255370e+08 1.53973789e+09]","[6.68810194e-01 3.30908283e-01 1.92621129e-04 4.44510298e-05
 1.48170099e-05 1.48170099e-05]",0.8420792732636253,0.5795956548096312,1
40,random-forest,"[0.00000000e+00 2.22200000e+03 4.29155833e+05 7.08323000e+05
 8.41313000e+05 1.01536233e+06 1.91007483e+06 1.53973789e+09]","[0.00672692 0.43625722 0.25317825 0.07941917 0.06894355 0.12026967
 0.0351904 ]",0.6007144775262484,0.5474917060230935,1
41,equal-width,"[0.00000000e+00 2.85714286e+08 5.71428571e+08 8.57142857e+08
 1.14285714e+09 1.42857143e+09 1.71428571e+09 2.00000000e+09]","[9.99940732e-01 2.96340199e-05 1.48170099e-05 0.00000000e+00
 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.4994507662138412,0.4093845888438574,1
42,equal-width-data,"[0.00000000e+00 2.19962556e+08 4.39925112e+08 6.59887668e+08
 8.79850224e+08 1.53973789e+09]","[9.99925915e-01 2.96340199e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00]",0.4994352180035815,0.6283430703988431,1
43,equal-frequency,"[0.00000000e+00 1.98682000e+05 3.04184571e+05 4.12782857e+05
 5.47781143e+05 7.33062000e+05 1.05443486e+06 1.53973789e+09]","[0.13800563 0.14883686 0.14427323 0.1375463  0.14674767 0.14187287
 0.14270262]",0.7723647440386203,0.5474500131490321,1
44,kbins,"[0.00000000e+00 2.19962556e+08 4.39925112e+08 6.59887668e+08
 8.79850224e+08 1.09981278e+09 1.31977534e+09 1.53973789e+09]","[9.99925915e-01 2.96340199e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.4994352180035815,0.517258365093655,1
45,kbins-quantile,"[0.00000000e+00 1.98682000e+05 3.04184571e+05 4.12782857e+05
 5.47781143e+05 7.33062000e+05 1.05443486e+06 1.53973789e+09]","[0.13800563 0.14883686 0.14427323 0.1375463  0.14674767 0.14187287
 0.14270262]",0.7723647440386203,0.5474500131490118,1
46,decision-tree,"[0.00000000e+00 7.67800000e+03 8.01460000e+04 4.31255000e+05
 4.31321000e+05 8.55316000e+05 1.91392300e+06 1.53973789e+09]","[0.00672692 0.02406282 0.42344051 0.         0.32601867 0.18454586
 0.0351904 ]",0.6931494678856346,0.5474333599670107,1
47,kmeans,"[0.00000000e+00 6.26804452e+05 1.24552470e+07 7.16365928e+07
 1.88187023e+08 4.34697747e+08 7.98255370e+08 1.53973789e+09]","[6.38109350e-01 3.60127426e-01 1.49651800e-03 1.77804119e-04
 4.44510298e-05 1.48170099e-05 1.48170099e-05]",0.8399003778650207,0.5433619796148463,1
48,random-forest,"[0.00000000e+00 2.22200000e+03 3.14394143e+05 5.42051714e+05
 7.36912000e+05 8.37755286e+05 1.00046571e+06 1.90449286e+06
 1.53973789e+09]","[0.00672692 0.29445844 0.26747666 0.14674767 0.05547489 0.07073641
 0.12262557 0.03573863]",0.5603539464642671,0.5474767935024847,1
49,equal-width,"[0.00e+00 2.50e+08 5.00e+08 7.50e+08 1.00e+09 1.25e+09 1.50e+09 1.75e+09
 2.00e+09]","[9.99925915e-01 4.44510298e-05 0.00000000e+00 1.48170099e-05
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.4996518192406,0.35989339778143514,1
50,equal-width-data,"[0.00000000e+00 1.92467236e+08 3.84934473e+08 5.77401710e+08
 9.62336182e+08 1.53973789e+09]","[9.99925915e-01 2.96340199e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00]",0.4994352180035815,0.6431663087554236,1
51,equal-frequency,"[0.00000000e+00 1.84607500e+05 2.78542000e+05 3.69886000e+05
 4.75651000e+05 6.08938000e+05 7.93870000e+05 1.12168100e+06
 1.53973789e+09]","[0.12548526 0.11954364 0.12349978 0.13084901 0.12234405 0.12867091
 0.12558898 0.12400356]",0.7223219927525325,0.5474397277844929,1
52,kbins,"[0.00000000e+00 1.92467236e+08 3.84934473e+08 5.77401710e+08
 7.69868946e+08 9.62336182e+08 1.15480342e+09 1.34727066e+09
 1.53973789e+09]","[9.99925915e-01 2.96340199e-05 1.48170099e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.4994352180035815,0.4780772369713032,1
53,kbins-quantile,"[0.00000000e+00 1.84607500e+05 2.78542000e+05 3.69886000e+05
 4.75651000e+05 6.08938000e+05 7.93870000e+05 1.12168100e+06
 1.53973789e+09]","[0.12548526 0.11954364 0.12349978 0.13084901 0.12234405 0.12867091
 0.12558898 0.12400356]",0.7223219927525325,0.5474397277844929,1
54,decision-tree,"[0.00000000e+00 7.67800000e+03 8.01460000e+04 8.10370000e+04
 4.31255000e+05 4.31321000e+05 8.55316000e+05 1.91392300e+06
 1.53973789e+09]","[0.00672692 0.02406282 0.         0.42344051 0.         0.32601867
 0.18454586 0.0351904 ]",0.6931494678856346,0.5474332259275996,1
55,kmeans,"[0.00000000e+00 5.14128167e+05 2.35678698e+06 1.57668896e+07
 7.44702709e+07 1.88187023e+08 4.34697747e+08 7.98255370e+08
 1.53973789e+09]","[5.40657875e-01 4.37072159e-01 2.10253371e-02 1.00755668e-03
 1.48170099e-04 4.44510298e-05 1.48170099e-05 1.48170099e-05]",0.8067803323178955,0.5275796863538202,1
56,random-forest,"[0.00000000e+00 6.47900000e+03 2.99007500e+05 4.45555000e+05
 6.89216000e+05 8.00041000e+05 8.60684000e+05 1.33496000e+06
 1.98492250e+06 1.53973789e+09]","[0.00672692 0.2660246  0.19330271 0.21718773 0.07284042 0.02932286
 0.13081938 0.05105942 0.03270114]",0.5231621346907829,0.5474699224994872,1
57,equal-width,"[0.00000000e+00 2.22222222e+08 4.44444444e+08 6.66666667e+08
 8.88888889e+08 1.11111111e+09 1.33333333e+09 1.55555556e+09
 1.77777778e+09 2.00000000e+09]","[9.99925915e-01 2.96340199e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00
 0.00000000e+00]",0.4996923531718238,0.31689013426592116,1
58,equal-width-data,"[0.00000000e+00 1.71081988e+08 3.42163976e+08 5.13245964e+08
 8.55409940e+08 1.53973789e+09]","[9.99896281e-01 4.44510298e-05 2.96340199e-05 1.48170099e-05
 0.00000000e+00]",0.49984842942478713,0.6375671997948803,1
59,equal-frequency,"[0.00000000e+00 1.72690222e+05 2.57620000e+05 3.37546000e+05
 4.26272000e+05 5.30552000e+05 6.62002000e+05 8.49351556e+05
 1.18125822e+06 1.53973789e+09]","[0.11377982 0.10520077 0.11065343 0.11335013 0.11668395 0.1091421
 0.10677137 0.11401689 0.11038672]",0.6777823721131542,0.5474326795712682,1
60,kbins,"[0.00000000e+00 1.71081988e+08 3.42163976e+08 5.13245964e+08
 6.84327952e+08 8.55409940e+08 1.02649193e+09 1.19757392e+09
 1.36865590e+09 1.53973789e+09]","[9.99896281e-01 4.44510298e-05 2.96340199e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.49984842942478713,0.44442182518923845,1
61,kbins-quantile,"[0.00000000e+00 1.72690222e+05 2.57620000e+05 3.37546000e+05
 4.26272000e+05 5.30552000e+05 6.62002000e+05 8.49351556e+05
 1.18125822e+06 1.53973789e+09]","[0.11377982 0.10520077 0.11065343 0.11335013 0.11668395 0.1091421
 0.10677137 0.11401689 0.11038672]",0.6777823721131542,0.5474326795712682,1
62,decision-tree,"[0.00000000e+00 7.67800000e+03 8.01460000e+04 8.10370000e+04
 8.17410000e+04 4.31255000e+05 4.31321000e+05 8.55316000e+05
 1.91392300e+06 1.53973789e+09]","[0.00672692 0.02406282 0.         0.         0.42344051 0.
 0.32601867 0.18454586 0.0351904 ]",0.6931494678856346,0.5473835578240884,1
63,kmeans,"[0.00000000e+00 4.74603326e+05 1.88614011e+06 1.32357123e+07
 5.96961320e+07 1.45815280e+08 2.65512874e+08 4.34697747e+08
 7.98255370e+08 1.53973789e+09]","[4.99377686e-01 4.63861313e-01 3.51607646e-02 1.28907986e-03
 1.77804119e-04 7.40850496e-05 1.48170099e-05 1.48170099e-05
 1.48170099e-05]",0.8132290354982958,0.5237353901975985,1
64,random-forest,"[0.00000000e+00 6.47900000e+03 1.88496000e+05 4.25972556e+05
 5.96988333e+05 7.55995778e+05 8.55075222e+05 9.08944667e+05
 1.53631500e+06 1.93703278e+06 1.53973789e+09]","[0.00672692 0.11875833 0.31749889 0.17018818 0.11423915 0.05283746
 0.02301082 0.13659801 0.02555934 0.03456808]",0.5072747704734253,0.5474567663264394,1
65,equal-width,"[0.0e+00 2.0e+08 4.0e+08 6.0e+08 8.0e+08 1.0e+09 1.2e+09 1.4e+09 1.6e+09
 1.8e+09 2.0e+09]","[9.99925915e-01 2.96340199e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.48170099e-05
 0.00000000e+00 0.00000000e+00]",0.4996923531718238,0.2783791682412353,1
66,equal-width-data,"[0.00000000e+00 1.53973789e+08 3.07947578e+08 4.61921368e+08
 6.15895157e+08 9.23842735e+08 1.53973789e+09]","[9.99881464e-01 5.92680397e-05 1.48170099e-05 1.48170099e-05
 1.48170099e-05 0.00000000e+00]",0.5000716948273543,0.5807198305305092,1
67,equal-frequency,"[0.00000000e+00 1.63083800e+05 2.40856000e+05 3.14109400e+05
 3.89070000e+05 4.75651000e+05 5.79708800e+05 7.10562600e+05
 8.97762800e+05 1.23939420e+06 1.53973789e+09]","[0.10238554 0.10306712 0.0957327  0.09377686 0.10441547 0.09653282
 0.10677137 0.09619203 0.10025189 0.10085939]",0.6401911177335657,0.5474273647028727,1
68,kbins,"[0.00000000e+00 1.53973789e+08 3.07947578e+08 4.61921368e+08
 6.15895157e+08 7.69868946e+08 9.23842735e+08 1.07781652e+09
 1.23179031e+09 1.38576410e+09 1.53973789e+09]","[9.99881464e-01 5.92680397e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",0.5000716948273543,0.4145422787521138,1
69,kbins-quantile,"[0.00000000e+00 1.63083800e+05 2.40856000e+05 3.14109400e+05
 3.89070000e+05 4.75651000e+05 5.79708800e+05 7.10562600e+05
 8.97762800e+05 1.23939420e+06 1.53973789e+09]","[0.10238554 0.10306712 0.0957327  0.09377686 0.10441547 0.09653282
 0.10677137 0.09619203 0.10025189 0.10085939]",0.6401911177335657,0.5474273647028727,1
70,decision-tree,"[0.00000000e+00 7.67800000e+03 8.01460000e+04 8.10370000e+04
 8.17410000e+04 4.31255000e+05 4.31321000e+05 8.55239000e+05
 8.55316000e+05 1.91392300e+06 1.53973789e+09]","[0.00672692 0.02406282 0.         0.         0.42344051 0.
 0.32601867 0.         0.18454586 0.0351904 ]",0.6931494678856346,0.5473835318403231,1
71,kmeans,"[0.00000000e+00 4.81210633e+05 1.95021149e+06 1.34994438e+07
 5.42142827e+07 1.10633657e+08 1.98756943e+08 3.80052288e+08
 4.89343206e+08 7.98255370e+08 1.53973789e+09]","[5.09749593e-01 4.56437991e-01 3.22566306e-02 1.18536079e-03
 1.92621129e-04 1.03719069e-04 2.96340199e-05 1.48170099e-05
 0.00000000e+00 1.48170099e-05]",0.8085829396772336,0.5178225847860599,1
72,random-forest,"[0.00000000e+00 4.38900000e+03 1.13767500e+05 4.03326000e+05
 5.24661500e+05 6.11908000e+05 7.50552000e+05 8.31589000e+05
 8.82134000e+05 1.56125200e+06 1.96431400e+06 1.53973789e+09]","[0.00672692 0.04571048 0.36642466 0.13138243 0.07999704 0.09716995
 0.04347311 0.0236924  0.14788858 0.02416654 0.03335309]",0.48509929086534853,0.5474464618379882,1
73,equal-width,"[0.00000000e+00 1.81818182e+08 3.63636364e+08 5.45454545e+08
 7.27272727e+08 9.09090909e+08 1.09090909e+09 1.27272727e+09
 1.45454545e+09 1.63636364e+09 1.81818182e+09 2.00000000e+09]","[9.99911098e-01 2.96340199e-05 2.96340199e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48170099e-05 0.00000000e+00 0.00000000e+00]",0.4999045126599633,0.24316838377053984,1
74,equal-width-data,"[0.00000000e+00 1.39976172e+08 2.79952344e+08 4.19928516e+08
 5.59904688e+08 8.39857032e+08 1.53973789e+09]","[9.99866647e-01 7.40850496e-05 1.48170099e-05 1.48170099e-05
 1.48170099e-05 0.00000000e+00]",0.5002601692916616,0.5825306938669685,1
75,equal-frequency,"[0.00000000e+00 1.54580000e+05 2.28140000e+05 2.94978000e+05
 3.61064000e+05 4.35270000e+05 5.19688000e+05 6.22832000e+05
 7.54776000e+05 9.40566000e+05 1.28859600e+06 1.53973789e+09]","[0.09134687 0.08644244 0.09496222 0.09577715 0.08570159 0.08642762
 0.09745147 0.08930212 0.09271003 0.0883242  0.09153949]",0.6050229673954193,0.5474233587163365,1
76,kbins,"[0.00000000e+00 1.39976172e+08 2.79952344e+08 4.19928516e+08
 5.59904688e+08 6.99880860e+08 8.39857032e+08 9.79833204e+08
 1.11980938e+09 1.25978555e+09 1.39976172e+09 1.53973789e+09]","[9.99866647e-01 7.40850496e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.5002601692916616,0.38740215321071425,1
77,kbins-quantile,"[0.00000000e+00 1.54580000e+05 2.28140000e+05 2.94978000e+05
 3.61064000e+05 4.35270000e+05 5.19688000e+05 6.22832000e+05
 7.54776000e+05 9.40566000e+05 1.28859600e+06 1.53973789e+09]","[0.09134687 0.08644244 0.09496222 0.09577715 0.08570159 0.08642762
 0.09745147 0.08930212 0.09271003 0.0883242  0.09153949]",0.6050229673954193,0.5474233587163365,1
78,decision-tree,"[0.00000000e+00 7.67800000e+03 8.01460000e+04 8.10370000e+04
 8.17410000e+04 4.31255000e+05 4.31321000e+05 4.32773000e+05
 8.55239000e+05 8.55316000e+05 1.91392300e+06 1.53973789e+09]","[0.00672692 0.02406282 0.         0.         0.42344051 0.
 0.         0.32601867 0.         0.18454586 0.0351904 ]",0.6931494678856346,0.5473835251868655,1
79,kmeans,"[0.00000000e+00 5.00554227e+05 2.14896509e+06 1.37127145e+07
 5.42142827e+07 1.04754709e+08 1.68855560e+08 2.65512874e+08
 3.80052288e+08 4.89343206e+08 7.98255370e+08 1.53973789e+09]","[5.30626760e-01 4.41843236e-01 2.60186694e-02 1.14090976e-03
 1.92621129e-04 7.40850496e-05 4.44510298e-05 1.48170099e-05
 1.48170099e-05 0.00000000e+00 1.48170099e-05]",0.8024643843254726,0.5158842855933332,1
80,random-forest,"[0.00000000e+00 2.22200000e+03 8.79760000e+04 3.53213000e+05
 4.32056000e+05 5.50140000e+05 6.74357000e+05 7.55672000e+05
 8.42036000e+05 8.94304000e+05 1.51687600e+06 1.98912000e+06
 1.53973789e+09]","[0.00672692 0.02406282 0.32434435 0.09909616 0.12404801 0.09770336
 0.05142984 0.0481701  0.02329234 0.13922063 0.02918951 0.03270114]",0.4529035106966506,0.5474332722737084,1
81,equal-width,"[0.00000000e+00 1.66666667e+08 3.33333333e+08 5.00000000e+08
 6.66666667e+08 8.33333333e+08 1.00000000e+09 1.16666667e+09
 1.33333333e+09 1.50000000e+09 1.66666667e+09 1.83333333e+09
 2.00000000e+09]","[9.99896281e-01 4.44510298e-05 2.96340199e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00]",0.5001055645930295,0.2104928647762191,1
82,equal-width-data,"[0.00000000e+00 1.28311491e+08 2.56622982e+08 3.84934473e+08
 5.13245964e+08 8.98180437e+08 1.53973789e+09]","[9.99866647e-01 5.92680397e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05 0.00000000e+00]",0.500283852674825,0.5751047173005088,1
83,equal-frequency,"[0.00000000e+00 1.48302000e+05 2.17055667e+05 2.78542000e+05
 3.37546000e+05 4.03106000e+05 4.75651000e+05 5.60604000e+05
 6.62002000e+05 7.93870000e+05 9.81126667e+05 1.33810233e+06
 1.53973789e+09]","[0.08016002 0.08361239 0.08125648 0.08460513 0.08922803 0.08051563
 0.0878945  0.08153801 0.08158246 0.08427915 0.08155282 0.08376056]",0.5717155763599978,0.5474199910256516,1
84,kbins,"[0.00000000e+00 1.28311491e+08 2.56622982e+08 3.84934473e+08
 5.13245964e+08 6.41557455e+08 7.69868946e+08 8.98180437e+08
 1.02649193e+09 1.15480342e+09 1.28311491e+09 1.41142640e+09
 1.53973789e+09]","[9.99866647e-01 5.92680397e-05 2.96340199e-05 1.48170099e-05
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.500283852674825,0.3623419348722122,1
85,kbins-quantile,"[0.00000000e+00 1.48302000e+05 2.17055667e+05 2.78542000e+05
 3.37546000e+05 4.03106000e+05 4.75651000e+05 5.60604000e+05
 6.62002000e+05 7.93870000e+05 9.81126667e+05 1.33810233e+06
 1.53973789e+09]","[0.08016002 0.08361239 0.08125648 0.08460513 0.08922803 0.08051563
 0.0878945  0.08153801 0.08158246 0.08427915 0.08155282 0.08376056]",0.5717155763599978,0.5474199910256516,1
86,decision-tree,"[0.00000000e+00 7.67800000e+03 8.01460000e+04 8.10370000e+04
 8.17410000e+04 4.31255000e+05 4.31321000e+05 4.32773000e+05
 4.32817000e+05 8.55239000e+05 8.55316000e+05 1.91392300e+06
 1.53973789e+09]","[0.00672692 0.02406282 0.         0.         0.42344051 0.
 0.         0.         0.32601867 0.         0.18454586 0.0351904 ]",0.6931494678856346,0.547383518532055,1
87,kmeans,"[0.00000000e+00 4.07770139e+05 1.33739773e+06 5.46110516e+06
 1.66255866e+07 5.42142827e+07 1.04754709e+08 1.68855560e+08
 2.65512874e+08 3.80052288e+08 4.89343206e+08 7.98255370e+08
 1.53973789e+09]","[4.18862054e-01 4.97362572e-01 7.81152763e-02 4.51918803e-03
 7.70484516e-04 1.92621129e-04 7.40850496e-05 4.44510298e-05
 1.48170099e-05 1.48170099e-05 0.00000000e+00 1.48170099e-05]",0.8707879515513548,0.5109094862064028,1
88,random-forest,"[0.00000000e+00 4.38900000e+03 8.01762500e+04 1.87777333e+05
 3.55946250e+05 4.48481000e+05 5.95131167e+05 7.19460500e+05
 7.77223333e+05 8.45753333e+05 9.02071500e+05 1.71447650e+06
 1.99444483e+06 1.53973789e+09]","[0.00672692 0.02406282 0.09469551 0.22964884 0.11092014 0.14711809
 0.08950956 0.03647948 0.03642021 0.02767817 0.15067417 0.01370573
 0.03234553]",0.4453102172018769,0.547422365718255,1
89,equal-width,"[0.00000000e+00 1.53846154e+08 3.07692308e+08 4.61538462e+08
 6.15384615e+08 7.69230769e+08 9.23076923e+08 1.07692308e+09
 1.23076923e+09 1.38461538e+09 1.53846154e+09 1.69230769e+09
 1.84615385e+09 2.00000000e+09]","[9.99881464e-01 5.92680397e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00
 0.00000000e+00]",0.5003288299955966,0.17983417722309503,1
