ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
20,kbins,[   0.   2316.25 4047.5  5778.75 7510.  ],[0.93637576 0.         0.         0.06362424],0.8076580548816276,0.5248811677246892,1
21,kbins-quantile,[   0.  708.  729.  742. 7510.],[0.24239147 0.25729738 0.23376797 0.26654319],0.8660001899019812,0.5932711133638133,1
22,decision-tree,[   0.   689.5  738.5 3300.5 7510. ],[0.12763372 0.53347163 0.27527041 0.06362424],0.8982358342974823,0.5810102690439264,1
23,kmeans,[   0.          719.07739414 6512.90909091 7008.36845683 7510.        ],[0.37215884 0.56787672 0.01511335 0.04485109],0.9802492362128786,0.4741495708968395,1
24,random-forest,[   0.   675.5  687.5  693.5  737.5 7510. ],[0.07780412 0.04168025 0.02640391 0.49399911 0.36011261],0.9665999358657443,0.5971136136836268,1
25,equal-width,[   0. 1600. 3200. 4800. 6400. 8000.],[0.93637576 0.         0.         0.002267   0.06135724],0.8741468646324311,0.4933665832010987,1
26,equal-width-data,[   0. 1970. 6125. 7510.],[9.36375759e-01 4.74144318e-04 6.31500963e-02],0.8445960459948737,0.5363515200576339,1
27,equal-frequency,[   0.  702.  721.  735.  744. 7510.],[0.19460661 0.19069492 0.20232627 0.19211735 0.22025485],0.7793337557631868,0.5970961379027098,1
28,kbins,[   0. 1970. 3355. 4740. 6125. 7510.],"[9.36375759e-01 0.00000000e+00 0.00000000e+00 4.74144318e-04
 6.31500963e-02]",0.8445960459948737,0.5062371075727992,1
29,kbins-quantile,[   0.  702.  721.  735.  744. 7510.],[0.19460661 0.19069492 0.20232627 0.19211735 0.22025485],0.7793337557631868,0.5970961379027098,1
30,decision-tree,[   0.   689.5  738.5  745.5 3300.5 7510. ],[0.12763372 0.53347163 0.16252778 0.11274263 0.06362424],0.8567443243673232,0.5851780102590229,1
31,kmeans,"[   0.          678.66930015  731.86216593 6526.09105181 7019.67871486
 7510.        ]",[0.08672396 0.45393392 0.39957031 0.01557268 0.04419914],0.8907143321124528,0.4784151794915513,1
32,random-forest,[   0.   639.5  686.9  693.1  735.7  745.1 7510. ],[0.01884724 0.0969477  0.03009335 0.45772707 0.22001778 0.17636687],0.8635626046000879,0.9804837379475688,1
33,equal-width,"[   0.         1333.33333333 2666.66666667 4000.         5333.33333333
 6666.66666667 8000.        ]",[0.93637576 0.         0.         0.         0.00647503 0.05714921],0.8827669319516813,0.6754146781564097,1
34,equal-width-data,[   0.    1739.167 6355.833 7510.   ],[0.93637576 0.00194103 0.06168321],0.8703779635279436,0.533129267036488,1
35,equal-frequency,[   0.  697.  716.  729.  739.  746. 7510.],[0.16203882 0.16057194 0.17707809 0.16141651 0.16252778 0.17636687],0.7059708048621466,0.9800523627822564,1
36,kbins,"[   0.         1739.16666667 2893.33333333 4047.5        5201.66666667
 6355.83333333 7510.        ]",[0.93637576 0.         0.         0.         0.00194103 0.06168321],0.8703779635279436,0.6810654371547635,1
37,kbins-quantile,[   0.  697.  716.  729.  739.  746. 7510.],[0.16203882 0.16057194 0.17707809 0.16141651 0.16252778 0.17636687],0.7059708048621466,0.9800523627822564,1
38,decision-tree,[   0.   639.5  689.5  738.5  745.5 3300.5 7510. ],[0.01884724 0.10878649 0.53347163 0.16252778 0.11274263 0.06362424],0.8351296709663074,0.9032455543467491,1
39,kmeans,"[   0.          673.84719704  730.43396749 6347.54208754 6784.78666667
 7099.17424242 7510.        ]",[0.07198103 0.4545266  0.41172025 0.00758631 0.01511335 0.03907246],0.8506405087795477,0.598501533317271,1
40,random-forest,"[   0.          634.5         645.16666667  670.16666667  686.5
  706.16666667  739.16666667 7510.        ]","[0.01543932 0.0091421  0.04005038 0.05116314 0.11773596 0.45060009
 0.31586902]",0.8642443789675454,0.5956593285995695,1
41,equal-width,"[   0.         1142.85714286 2285.71428571 3428.57142857 4571.42857143
 5714.28571429 6857.14285714 8000.        ]","[0.93637576 0.         0.         0.         0.         0.01188324
 0.051741  ]",0.879872204382218,0.5867925282179605,1
42,equal-width-data,[   0.    1574.286 6520.714 7510.   ],[0.93637576 0.00385242 0.05977182],0.8803840443706957,0.5306329361908867,1
43,equal-frequency,[   0.  693.  712.  723.  734.  741.  747. 7510.],"[0.14061342 0.13813898 0.13698326 0.15563787 0.13742777 0.13962068
 0.15157801]",0.6447514970712569,0.5958730580692897,1
44,kbins,"[   0.         1574.28571429 2563.57142857 3552.85714286 4542.14285714
 5531.42857143 6520.71428571 7510.        ]","[0.93637576 0.         0.         0.         0.         0.00385242
 0.05977182]",0.8803840443706957,0.5984703716230082,1
45,kbins-quantile,[   0.  693.  712.  723.  734.  741.  747. 7510.],"[0.14061342 0.13813898 0.13698326 0.15563787 0.13742777 0.13962068
 0.15157801]",0.6447514970712569,0.5958730580692897,1
46,decision-tree,[   0.   639.5  689.5  711.5  738.5  745.5 3300.5 7510. ],"[0.01884724 0.10878649 0.15111868 0.38235294 0.16252778 0.11274263
 0.06362424]",0.7037837135203815,0.6570930504804091,1
47,kmeans,"[   0.          677.73776414  731.57486708 6251.63043478 6632.01834862
 6933.4120425  7179.48893974 7510.        ]","[0.08352348 0.45713439 0.39696251 0.00447474 0.00927545 0.0157653
 0.03286413]",0.8140750156221934,0.5111902309626026,1
48,random-forest,"[   0.          632.5         647.07142857  669.64285714  688.21428571
  700.78571429  713.21428571  744.92857143 7510.        ]","[0.01417988 0.01204623 0.03602015 0.06103126 0.06464661 0.11229812
 0.50057786 0.19919988]",0.7848731924522587,0.5939335196374279,1
49,equal-width,[   0. 1000. 2000. 3000. 4000. 5000. 6000. 7000. 8000.],"[9.36375759e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.07438139e-04 1.80471181e-02 4.53696844e-02]",0.8899891362409569,0.5227497153893919,1
50,equal-width-data,[   0.    1450.625 6644.375 7510.   ],[0.93637576 0.00585272 0.05777152],0.8834534504749867,0.5286559554419971,1
51,equal-frequency,[   0.  689.  708.  720.  729.  737.  742.  748. 7510.],"[0.12327752 0.11911394 0.12976737 0.12753    0.1202104  0.11355756
 0.1409394  0.12560379]",0.5903283610073349,0.5947038679130416,1
52,kbins,"[   0.    1450.625 2316.25  3181.875 4047.5   4913.125 5778.75  6644.375
 7510.   ]","[0.93637576 0.         0.         0.         0.         0.
 0.00585272 0.05777152]",0.8834534504749867,0.5379530070104741,1
53,kbins-quantile,[   0.  689.  708.  720.  729.  737.  742.  748. 7510.],"[0.12327752 0.11911394 0.12976737 0.12753    0.1202104  0.11355756
 0.1409394  0.12560379]",0.5903283610073349,0.5947038679130416,1
54,decision-tree,[   0.   639.5  671.5  689.5  711.5  738.5  745.5 3300.5 7510. ],"[0.01884724 0.04822937 0.06055712 0.15111868 0.38235294 0.16252778
 0.11274263 0.06362424]",0.6719827618526062,0.5761430993515628,1
55,kmeans,"[   0.          661.10889315  710.57398395  739.48630973 6258.53403141
 6640.67264574 6936.55421687 7179.48893974 7510.        ]","[0.04611053 0.22432953 0.41369092 0.25348941 0.00460809 0.0091421
 0.0157653  0.03286413]",0.7244462656579959,0.4910018385814733,1
56,random-forest,"[   0.     586.5    613.375  645.25   668.75   687.     697.25   712.
  739.75  7510.   ]","[2.07438139e-04 5.45265965e-03 1.89213217e-02 3.52348496e-02
 5.59786635e-02 5.20966069e-02 1.10860868e-01 4.05378575e-01
 3.15869018e-01]",0.7970446528477907,0.5925676520679019,1
57,equal-width,"[   0.          888.88888889 1777.77777778 2666.66666667 3555.55555556
 4444.44444444 5333.33333333 6222.22222222 7111.11111111 8000.        ]","[0.93637576 0.         0.         0.         0.         0.
 0.00097792 0.02490739 0.03773892]",0.9029807442295444,0.4715838027828405,1
58,equal-width-data,[   0.    1354.444 5971.111 6740.556 7510.   ],[9.36375759e-01 2.07438139e-04 8.26789154e-03 5.51489109e-02],0.8976232190464765,0.48685321735075937,1
59,equal-frequency,[   0.  685.  705.  716.  724.  732.  739.  743.  748. 7510.],"[0.10761594 0.10974959 0.10524522 0.10780856 0.11023855 0.12044747
 0.09666617 0.11662469 0.12560379]",0.5492501937983305,0.5936043399410844,1
60,kbins,"[   0.         1354.44444444 2123.88888889 2893.33333333 3662.77777778
 4432.22222222 5201.66666667 5971.11111111 6740.55555556 7510.        ]","[9.36375759e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.07438139e-04 8.26789154e-03
 5.51489109e-02]",0.8976232190464765,0.4891981456089809,1
61,kbins-quantile,[   0.  685.  705.  716.  724.  732.  739.  743.  748. 7510.],"[0.10761594 0.10974959 0.10524522 0.10780856 0.11023855 0.12044747
 0.09666617 0.11662469 0.12560379]",0.5492501937983305,0.5936043399410844,1
62,decision-tree,[   0.   639.5  671.5  689.5  711.5  725.5  738.5  745.5 3300.5 7510. ],"[0.01884724 0.04822937 0.06055712 0.15111868 0.18411617 0.19823678
 0.16252778 0.11274263 0.06362424]",0.5765867117675796,0.5749776893065657,1
63,kmeans,"[   0.          657.40195643  707.9585239   738.52558058 6247.66666667
 6614.46428571 6887.83333333 7097.99777531 7263.15631263 7510.        ]","[0.03970959 0.20268188 0.41871388 0.27645577 0.00407468 0.00771966
 0.01157208 0.01449104 0.02458142]",0.7223335299558927,0.4204477826876051,1
64,random-forest,"[   0.          586.5         623.61111111  642.72222222  669.16666667
  683.94444444  695.27777778  707.83333333  730.38888889  742.83333333
 7510.        ]","[2.07438139e-04 9.61623944e-03 1.18684250e-02 4.05541562e-02
 4.17543340e-02 5.28374574e-02 8.55534153e-02 2.84116165e-01
 2.31263891e-01 2.42228478e-01]",0.7142816908479404,0.5915367763363188,1
65,equal-width,[   0.  800. 1600. 2400. 3200. 4000. 4800. 5600. 6400. 7200. 8000.],"[0.93637576 0.         0.         0.         0.         0.
 0.         0.002267   0.03027115 0.03108609]",0.9078622049038809,0.42835376540269554,1
66,equal-width-data,[   0.  1277.5 6125.  6817.5 7510. ],[9.36375759e-01 4.74144318e-04 1.00014817e-02 5.31486146e-02],0.9055797626051478,0.48323653159648117,1
67,equal-frequency,[   0.  683.  702.  713.  721.  729.  735.  740.  744.  749. 7510.],"[0.09997037 0.09463624 0.09468069 0.09601422 0.11438732 0.08793895
 0.09650319 0.09561417 0.11727663 0.10297822]",0.5081453215072453,0.5924838695176444,1
68,kbins,"[   0.  1277.5 1970.  2662.5 3355.  4047.5 4740.  5432.5 6125.  6817.5
 7510. ]","[9.36375759e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.74144318e-04
 1.00014817e-02 5.31486146e-02]",0.9055797626051478,0.4477605086697213,1
69,kbins-quantile,[   0.  683.  702.  713.  721.  729.  735.  740.  744.  749. 7510.],"[0.09997037 0.09463624 0.09468069 0.09601422 0.11438732 0.08793895
 0.09650319 0.09561417 0.11727663 0.10297822]",0.5081453215072453,0.5924838695176444,1
70,decision-tree,"[   0.   639.5  671.5  689.5  711.5  725.5  735.5  738.5  745.5 3300.5
 7510. ]","[0.01884724 0.04822937 0.06055712 0.15111868 0.18411617 0.14074678
 0.05749    0.16252778 0.11274263 0.06362424]",0.5403066357682134,0.5739411171555879,1
71,kmeans,"[   0.          660.17365905  710.28063441  739.48630973 6251.63043478
 6597.38738739 6822.81755196 6999.53719008 7148.4676354  7283.05555556
 7510.        ]","[0.04431768 0.22612239 0.41369092 0.25348941 0.00368944 0.00582308
 0.00749741 0.00997185 0.01293525 0.02246259]",0.70524774367258,0.3590835741962285,1
72,random-forest,"[   0.   586.5  607.3  638.7  658.7  674.3  688.5  702.1  717.3  733.3
  745.9 7510. ]","[2.07438139e-04 3.65980145e-03 1.45206697e-02 2.27144762e-02
 3.37827826e-02 4.83923544e-02 7.84857016e-02 1.45221514e-01
 2.24388798e-01 2.52259594e-01 1.76366869e-01]",0.6465721119654474,0.590399648005729,1
73,equal-width,"[   0.          727.27272727 1454.54545455 2181.81818182 2909.09090909
 3636.36363636 4363.63636364 5090.90909091 5818.18181818 6545.45454545
 7272.72727273 8000.        ]","[0.4864128  0.44996296 0.         0.         0.         0.
 0.         0.         0.00413395 0.03593125 0.02355905]",0.8749297548659339,0.390493052678377,1
74,equal-width-data,[   0.    1214.545 6250.909 6880.455 7510.   ],[0.93637576 0.00124463 0.01173507 0.05064454],0.912302151766859,0.48021998727949455,1
75,equal-frequency,[   0.  680.  700.  711.  719.  725.  732.  737.  741.  745.  750. 7510.],"[0.08992443 0.09130242 0.08921322 0.08961328 0.08638317 0.09422137
 0.07924137 0.08890206 0.09199881 0.10794192 0.09125796]",0.4654429153596358,0.591398044835822,1
76,kbins,"[   0.         1214.54545455 1844.09090909 2473.63636364 3103.18181818
 3732.72727273 4362.27272727 4991.81818182 5621.36363636 6250.90909091
 6880.45454545 7510.        ]","[0.93637576 0.         0.         0.         0.         0.
 0.         0.         0.00124463 0.01173507 0.05064454]",0.912302151766859,0.41130710018211847,1
77,kbins-quantile,[   0.  680.  700.  711.  719.  725.  732.  737.  741.  745.  750. 7510.],"[0.08992443 0.09130242 0.08921322 0.08961328 0.08638317 0.09422137
 0.07924137 0.08890206 0.09199881 0.10794192 0.09125796]",0.4654429153596358,0.591398044835822,1
78,decision-tree,"[   0.   639.5  671.5  689.5  711.5  725.5  735.5  738.5  745.5  749.5
 3300.5 7510. ]","[0.01884724 0.04822937 0.06055712 0.15111868 0.18411617 0.14074678
 0.05749    0.16252778 0.08510891 0.02763372 0.06362424]",0.5273452895164367,0.5729547791004552,1
79,kmeans,"[   0.          647.64501878  692.56284494  720.5729181   742.01535224
 6211.02739726 6554.12337662 6785.0877193  6961.74573055 7109.26724138
 7252.72164948 7510.        ]","[0.02622611 0.11438732 0.2446881  0.37247    0.17947844 0.00337828
 0.00518595 0.00715662 0.00868277 0.01286116 0.02548526]",0.6364201264152592,0.34675604718768027,1
80,random-forest,"[   0.          585.5         598.22727273  631.95454545  644.86363636
  664.77272727  676.77272727  690.22727273  704.68181818  717.77272727
  730.59090909  740.59090909 7510.        ]","[1.33353089e-04 1.68913913e-03 1.16313528e-02 1.00755668e-02
 2.80485998e-02 2.92635946e-02 5.01852126e-02 8.63387168e-02
 1.29619203e-01 1.79522892e-01 1.82293673e-01 2.91198696e-01]",0.6537531052293939,0.5892157504360398,1
81,equal-width,"[   0.          666.66666667 1333.33333333 2000.         2666.66666667
 3333.33333333 4000.         4666.66666667 5333.33333333 6000.
 6666.66666667 7333.33333333 8000.        ]","[5.53118981e-02 8.81063861e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.07438139e-04 6.26759520e-03 3.98873907e-02 1.72618166e-02]",0.9879055708820723,0.35650121128355505,1
82,equal-width-data,[   0.    1162.083 6355.833 6932.917 7510.   ],[0.93637576 0.00194103 0.01305379 0.04862943],0.9158728467303621,0.4776674250081403,1
83,equal-frequency,"[   0.  677.  697.  708.  716.  723.  729.  734.  739.  742.  746.  750.
 7510.]","[0.08084161 0.08119721 0.08035264 0.08021929 0.09312491 0.08395318
 0.07168469 0.08973181 0.07235146 0.09017632 0.08510891 0.09125796]",0.43678820006499786,0.5903213520472336,1
84,kbins,"[   0.         1162.08333333 1739.16666667 2316.25       2893.33333333
 3470.41666667 4047.5        4624.58333333 5201.66666667 5778.75
 6355.83333333 6932.91666667 7510.        ]","[0.93637576 0.         0.         0.         0.         0.
 0.         0.         0.         0.00194103 0.01305379 0.04862943]",0.9158728467303621,0.37846486849967387,1
85,kbins-quantile,"[   0.  677.  697.  708.  716.  723.  729.  734.  739.  742.  746.  750.
 7510.]","[0.08084161 0.08119721 0.08035264 0.08021929 0.09312491 0.08395318
 0.07168469 0.08973181 0.07235146 0.09017632 0.08510891 0.09125796]",0.43678820006499786,0.5903213520472336,1
86,decision-tree,"[   0.   639.5  671.5  689.5  711.5  722.5  725.5  735.5  738.5  745.5
  749.5 3300.5 7510. ]","[0.01884724 0.04822937 0.06055712 0.15111868 0.13698326 0.04713291
 0.14074678 0.05749    0.16252778 0.08510891 0.02763372 0.06362424]",0.4900384667636586,0.571751425882046,1
87,kmeans,"[   0.          646.76157726  692.98591314  720.38405365  741.62421837
 6109.86111111 6375.51948052 6622.18241042 6826.76258993 7011.92362093
 7174.78723404 7313.69134515 7510.        ]","[0.02542599 0.11518744 0.2446881  0.34815528 0.20330419 0.00164469
 0.00340791 0.00531931 0.00866795 0.01133501 0.01326122 0.0196029 ]",0.60107012483017,0.2955428684262641,1
88,random-forest,"[   0.          586.5         595.66666667  625.16666667  639.
  653.16666667  671.33333333  685.5         696.66666667  709.83333333
  726.          735.16666667  745.33333333 7510.        ]","[2.07438139e-04 1.03719069e-03 9.49770336e-03 7.64557712e-03
 1.49207290e-02 3.37679656e-02 4.45251148e-02 5.04371018e-02
 9.91702474e-02 2.01659505e-01 1.40746777e-01 2.20017780e-01
 1.76366869e-01]",0.6103418599791187,0.5881262262152512,1
89,equal-width,"[   0.          615.38461538 1230.76923077 1846.15384615 2461.53846154
 3076.92307692 3692.30769231 4307.69230769 4923.07692308 5538.46153846
 6153.84615385 6769.23076923 7384.61538462 8000.        ]","[6.35649726e-03 9.30019262e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.63046377e-04 8.40124463e-03 4.36360942e-02
 1.10238554e-02]",0.941628913905271,0.3254288352159044,1
90,equal-width-data,[   0.    1117.692 5911.923 6444.615 6977.308 7510.   ],"[9.36375759e-01 7.40850496e-05 2.75596385e-03 1.42391465e-02
 4.65550452e-02]",0.9235161520765245,0.44169779325263914,1
91,equal-frequency,"[   0.  675.  695.  706.  714.  720.  725.  731.  736.  740.  743.  746.
  750. 7510.]","[0.07488517 0.07645577 0.07371462 0.07516669 0.07193658 0.07427767
 0.08007112 0.07710772 0.08051563 0.07364054 0.06586161 0.08510891
 0.09125796]",0.4086251783849446,0.5892280357913977,1
92,kbins,"[   0.         1117.69230769 1650.38461538 2183.07692308 2715.76923077
 3248.46153846 3781.15384615 4313.84615385 4846.53846154 5379.23076923
 5911.92307692 6444.61538462 6977.30769231 7510.        ]","[9.36375759e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.40850496e-05 2.75596385e-03 1.42391465e-02
 4.65550452e-02]",0.9235161520765245,0.34836066093108153,1
93,kbins-quantile,"[   0.  675.  695.  706.  714.  720.  725.  731.  736.  740.  743.  746.
  750. 7510.]","[0.07488517 0.07645577 0.07371462 0.07516669 0.07193658 0.07427767
 0.08007112 0.07710772 0.08051563 0.07364054 0.06586161 0.08510891
 0.09125796]",0.4086251783849446,0.5892280357913977,1
94,decision-tree,"[   0.   639.5  671.5  689.5  711.5  722.5  725.5  729.5  735.5  738.5
  745.5  749.5 3300.5 7510. ]","[0.01884724 0.04822937 0.06055712 0.15111868 0.13698326 0.04713291
 0.04971107 0.09103571 0.05749    0.16252778 0.08510891 0.02763372
 0.06362424]",0.45559486587734555,0.5708217360833152,1
95,kmeans,"[   0.          638.90392031  684.47581972  715.41632277  740.16665569
 6192.44274809 6494.81132075 6702.66025641 6873.64795918 7006.51416122
 7127.552      7236.86244204 7338.48445596 7510.        ]","[0.01838791 0.08922803 0.21499481 0.38619055 0.22838939 0.00253371
 0.00410431 0.00518595 0.00613424 0.00779375 0.0093199  0.01047563
 0.01726182]",0.6240794991670187,0.24010160695552396,1
96,random-forest,"[   0.          585.5         594.42307692  613.19230769  634.03846154
  645.88461538  659.73076923  671.57692308  684.26923077  695.26923077
  708.11538462  720.96153846  730.80769231  741.96153846 7510.        ]","[1.33353089e-04 9.18654615e-04 4.60809009e-03 9.77922655e-03
 9.14209513e-03 1.80915691e-02 2.44036154e-02 4.05393392e-02
 4.92221070e-02 9.53178249e-02 1.33145651e-01 1.41206105e-01
 2.06949178e-01 2.66543192e-01]",0.6156940396791103,0.5870319160954243,1
97,equal-width,"[   0.          571.42857143 1142.85714286 1714.28571429 2285.71428571
 2857.14285714 3428.57142857 4000.         4571.42857143 5142.85714286
 5714.28571429 6285.71428571 6857.14285714 7428.57142857 8000.        ]","[0.         0.93637576 0.         0.         0.         0.
 0.         0.         0.         0.         0.00143725 0.01044599
 0.04602163 0.00571937]",0.9261977393657932,0.2966394428849807,1
98,equal-width-data,[   0.    1079.643 6026.071 6520.714 7015.357 7510.   ],"[9.36375759e-01 2.22255149e-04 3.63016743e-03 1.55726774e-02
 4.41991406e-02]",0.9295824603000622,0.4383116926394268,1
99,equal-frequency,"[   0.  673.  693.  704.  712.  718.  723.  729.  734.  738.  741.  744.
  747.  751. 7510.]","[0.06953623 0.0710772  0.06885465 0.06928434 0.06823233 0.06875093
 0.08395318 0.07168469 0.06851385 0.06891391 0.07094384 0.06867684
 0.0777004  0.07387761]",0.3774756406408545,0.5881827474074102,1
100,kbins,"[   0.         1079.64285714 1574.28571429 2068.92857143 2563.57142857
 3058.21428571 3552.85714286 4047.5        4542.14285714 5036.78571429
 5531.42857143 6026.07142857 6520.71428571 7015.35714286 7510.        ]","[9.36375759e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.22255149e-04 3.63016743e-03
 1.55726774e-02 4.41991406e-02]",0.9295824603000622,0.32040669593014515,1
101,kbins-quantile,"[   0.  673.  693.  704.  712.  718.  723.  729.  734.  738.  741.  744.
  747.  751. 7510.]","[0.06953623 0.0710772  0.06885465 0.06928434 0.06823233 0.06875093
 0.08395318 0.07168469 0.06851385 0.06891391 0.07094384 0.06867684
 0.0777004  0.07387761]",0.3774756406408545,0.5881827474074102,1
102,decision-tree,"[   0.   639.5  671.5  689.5  711.5  722.5  725.5  729.5  735.5  738.5
  741.5  745.5  749.5 3300.5 7510. ]","[0.01884724 0.04822937 0.06055712 0.15111868 0.13698326 0.04713291
 0.04971107 0.09103571 0.05749    0.07235146 0.09017632 0.08510891
 0.02763372 0.06362424]",0.43127990235508773,0.5698633191195301,1
103,kmeans,"[   0.          629.94103432  673.55767077  702.94481661  723.30104227
  742.01535224 6152.97029703 6432.69005848 6646.1732852  6830.6234414
 6993.32733813 7127.552      7236.86244204 7338.48445596 7510.        ]","[0.01268336 0.05929767 0.12978219 0.2286561  0.3273522  0.17916728
 0.00216328 0.00312639 0.00524522 0.00715662 0.00831234 0.0093199
 0.01047563 0.01726182]",0.5549523782000798,0.22791266357078233,1
104,random-forest,"[   0.          585.5         598.07142857  620.64285714  636.21428571
  646.64285714  660.21428571  672.21428571  682.5         692.78571429
  704.57142857  713.35714286  724.14285714  732.92857143  742.14285714
 7510.        ]","[1.33353089e-04 1.68913913e-03 6.59356942e-03 8.49014669e-03
 8.51978071e-03 1.88916877e-02 2.52185509e-02 3.04341384e-02
 4.06430582e-02 7.67521114e-02 8.28567195e-02 1.46214254e-01
 1.09675507e-01 2.01659505e-01 2.42228478e-01]",0.5685004978173194,0.5861310086186691,1
105,equal-width,"[   0.          533.33333333 1066.66666667 1600.         2133.33333333
 2666.66666667 3200.         3733.33333333 4266.66666667 4800.
 5333.33333333 5866.66666667 6400.         6933.33333333 7466.66666667
 8000.        ]","[0.00000000e+00 9.36375759e-01 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.44510298e-05 2.22255149e-03
 1.27278115e-02 4.65550452e-02 2.07438139e-03]",0.9299592353847986,0.26968685374916035,1
106,equal-width-data,[   0.    1046.667 6125.    6586.667 7048.333 7510.   ],"[9.36375759e-01 4.74144318e-04 4.28211587e-03 1.63727960e-02
 4.24951845e-02]",0.9341748436663772,0.4353468752241907,1
107,equal-frequency,"[   0.  671.  691.  702.  710.  716.  721.  726.  731.  735.  739.  741.
  744.  747.  751. 7510.]","[0.0646318  0.06639502 0.06357979 0.06660246 0.06140169 0.06269077
 0.07756705 0.06363906 0.06112017 0.07347755 0.04769595 0.07094384
 0.06867684 0.0777004  0.07387761]",0.35413832773943354,0.5871614321509395,1
108,kbins,"[   0.         1046.66666667 1508.33333333 1970.         2431.66666667
 2893.33333333 3355.         3816.66666667 4278.33333333 4740.
 5201.66666667 5663.33333333 6125.         6586.66666667 7048.33333333
 7510.        ]","[9.36375759e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 4.74144318e-04
 4.28211587e-03 1.63727960e-02 4.24951845e-02]",0.9341748436663772,0.29418943944138065,1
109,kbins-quantile,"[   0.  671.  691.  702.  710.  716.  721.  726.  731.  735.  739.  741.
  744.  747.  751. 7510.]","[0.0646318  0.06639502 0.06357979 0.06660246 0.06140169 0.06269077
 0.07756705 0.06363906 0.06112017 0.07347755 0.04769595 0.07094384
 0.06867684 0.0777004  0.07387761]",0.35413832773943354,0.5871614321509395,1
