ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
15,equal-width,[ 0.  5. 10. 15. 20.],[9.99081345e-01 8.59386576e-04 4.44510298e-05 1.48170099e-05],0.9269699094552883,0.7590342013292504,1
16,equal-width-data,[ 0.    3.75  7.5  11.25 15.  ],[9.97895985e-01 1.97066232e-03 1.03719069e-04 2.96340199e-05],0.95598925105992,0.8187187179386508,1
17,kbins,[ 0.    3.75  7.5  11.25 15.  ],[9.97895985e-01 1.97066232e-03 1.03719069e-04 2.96340199e-05],0.95598925105992,0.8187187179386508,1
18,kbins-quantile,[ 0. 15.],[1.],0.9131969176607119,0.5509867449330628,1
19,decision-tree,[ 0.   1.5  3.5  5.5 15. ],[9.82189954e-01 1.57060305e-02 1.68913913e-03 4.14876278e-04],0.9989071792675809,0.905387036283468,1
20,kmeans,"[0.00000000e+00 1.06026299e-14 1.00000000e+00 2.21603774e+00
 1.50000000e+01]",[0.86682471 0.11536524 0.01231294 0.00549711],0.017486828049024017,0.8941235566603063,1
21,random-forest,[ 0.     0.5    4.25   7.75  10.125 15.   ],"[8.66824715e-01 1.32256631e-01 7.85301526e-04 8.89020596e-05
 4.44510298e-05]",0.09423284685565403,0.6710767198972557,1
22,equal-width,[ 0.  4.  8. 12. 16. 20.],"[9.97895985e-01 1.97066232e-03 1.03719069e-04 2.96340199e-05
 0.00000000e+00]",0.9435565470702769,0.594394121058067,2
23,equal-width-data,[ 0.  3.  6.  9. 12. 15.],"[9.94502889e-01 5.08223441e-03 3.25974218e-04 5.92680397e-05
 2.96340199e-05]",0.9568514750113228,0.6762119370986334,1
24,kbins,[ 0.  3.  6.  9. 12. 15.],"[9.94502889e-01 5.08223441e-03 3.25974218e-04 5.92680397e-05
 2.96340199e-05]",0.9568514750113228,0.6762119370986334,2
25,kbins-quantile,[ 0. 15.],[1.],0.9131969176607119,0.5509867449330628,1
26,decision-tree,[ 0.   1.5  3.5  4.5  5.5 15. ],"[9.82189954e-01 1.57060305e-02 1.18536079e-03 5.03778338e-04
 4.14876278e-04]",0.9953837372362028,0.624113950005264,1
27,kmeans,"[0.00000000e+00 1.06303855e-14 1.00000000e+00 2.00000000e+00
 3.43148688e+00 1.50000000e+01]",[0.86682471 0.11536524 0.01231294 0.0033931  0.00210402],0.01065983272512927,0.5941891323288029,1
28,random-forest,[ 0.   0.5  3.5  6.5  8.5 10.5 15. ],"[8.66824715e-01 1.31071270e-01 1.86694325e-03 1.48170099e-04
 4.44510298e-05 4.44510298e-05]",0.08228815482928553,0.6096940819339023,1
29,equal-width,"[ 0.          3.33333333  6.66666667 10.         13.33333333 16.66666667
 20.        ]","[9.97895985e-01 1.86694325e-03 1.77804119e-04 4.44510298e-05
 1.48170099e-05 0.00000000e+00]",0.957299588712547,0.5001792435978014,1
30,equal-width-data,[ 0.   2.5  5.   7.5 10.  12.5 15. ],"[9.94502889e-01 4.57845607e-03 7.85301526e-04 7.40850496e-05
 4.44510298e-05 1.48170099e-05]",0.9677584390734733,0.5988926617796758,2
31,kbins,[ 0.   2.5  5.   7.5 10.  12.5 15. ],"[9.94502889e-01 4.57845607e-03 7.85301526e-04 7.40850496e-05
 4.44510298e-05 1.48170099e-05]",0.9677584390734733,0.5988926617796758,2
32,kbins-quantile,[ 0. 15.],[1.],0.9131969176607119,0.5509867449330628,1
33,decision-tree,[ 0.   1.5  3.5  4.5  5.5 11.5 15. ],"[9.82189954e-01 1.57060305e-02 1.18536079e-03 5.03778338e-04
 3.85242258e-04 2.96340199e-05]",0.9943312973196716,0.5711041934184646,1
34,kmeans,"[0.00000000e+00 1.06303855e-14 1.00000000e+00 2.00000000e+00
 3.25889968e+00 5.49056604e+00 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 1.68913913e-03 4.14876278e-04]",0.007281534853462057,0.5801648728137623,1
35,random-forest,[ 0.    0.5   3.    5.5   7.75  9.5  10.75 15.  ],"[8.66824715e-01 1.31071270e-01 1.68913913e-03 2.81523189e-04
 7.40850496e-05 1.48170099e-05 4.44510298e-05]",0.0813717662782889,0.5665684561250688,1
36,equal-width,"[ 0.          2.85714286  5.71428571  8.57142857 11.42857143 14.28571429
 17.14285714 20.        ]","[9.94502889e-01 5.08223441e-03 3.25974218e-04 5.92680397e-05
 1.48170099e-05 1.48170099e-05 0.00000000e+00]",0.968227513300763,0.4316326235132968,1
37,equal-width-data,[ 0.     2.143  4.286  6.429  8.571 10.714 12.857 15.   ],"[9.94502889e-01 4.57845607e-03 6.81582457e-04 1.48170099e-04
 4.44510298e-05 2.96340199e-05 1.48170099e-05]",0.9728713421731813,0.544110733592239,1
38,kbins,"[ 0.          2.14285714  4.28571429  6.42857143  8.57142857 10.71428571
 12.85714286 15.        ]","[9.94502889e-01 4.57845607e-03 6.81582457e-04 1.48170099e-04
 4.44510298e-05 2.96340199e-05 1.48170099e-05]",0.9728713421731813,0.5441117446319893,1
39,kbins-quantile,[ 0. 15.],[1.],0.9131969176607119,0.5509867449330628,1
40,decision-tree,[ 0.   1.5  3.5  4.5  5.5 11.5 13.5 15. ],"[9.82189954e-01 1.57060305e-02 1.18536079e-03 5.03778338e-04
 3.85242258e-04 1.48170099e-05 1.48170099e-05]",0.9940763519984731,0.5073115228829976,1
41,kmeans,"[0.00000000e+00 1.06026299e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.29824561e+00 6.79166667e+00 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 1.18536079e-03 6.81582457e-04 2.37072159e-04]",0.0038099661305139865,0.5638875361569534,1
42,random-forest,"[ 0.          0.5         2.78571429  5.07142857  7.35714286  8.64285714
 10.21428571 11.35714286 15.        ]","[8.66824715e-01 1.27678175e-01 5.08223441e-03 2.81523189e-04
 4.44510298e-05 4.44510298e-05 1.48170099e-05 2.96340199e-05]",0.0671137358388092,0.5269421395831452,1
43,equal-width,[ 0.   2.5  5.   7.5 10.  12.5 15.  17.5 20. ],"[9.94502889e-01 4.57845607e-03 7.85301526e-04 7.40850496e-05
 4.44510298e-05 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.9683712453958329,0.3765341409352434,2
44,equal-width-data,[ 0.     1.875  3.75   5.625  7.5    9.375 11.25  13.125 15.   ],"[9.82189954e-01 1.57060305e-02 1.68913913e-03 2.81523189e-04
 7.40850496e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05]",0.9959346279581963,0.5009080826786674,1
45,kbins,[ 0.     1.875  3.75   5.625  7.5    9.375 11.25  13.125 15.   ],"[9.82189954e-01 1.57060305e-02 1.68913913e-03 2.81523189e-04
 7.40850496e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05]",0.9959346279581963,0.5009080826786674,1
46,kbins-quantile,[ 0.  1. 15.],[0.86682471 0.13317529],0.9839790119572668,0.5622638885974719,1
47,decision-tree,[ 0.   0.5  1.5  3.5  4.5  5.5 11.5 13.5 15. ],"[8.66824715e-01 1.15365239e-01 1.57060305e-02 1.18536079e-03
 5.03778338e-04 3.85242258e-04 1.48170099e-05 1.48170099e-05]",0.007231167815454964,0.4879673649513747,1
48,kmeans,"[0.00000000e+00 1.06303855e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.00000000e+00 5.26086957e+00 7.58333333e+00
 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 0.00000000e+00 1.68913913e-03 2.81523189e-04 1.33353089e-04]",0.0023631041305538503,0.5505617509757049,1
49,random-forest,[ 0.     0.5    2.25   4.     5.75   7.5    9.25  10.25  11.125 15.   ],"[8.66824715e-01 1.27678175e-01 3.39309527e-03 1.68913913e-03
 2.81523189e-04 7.40850496e-05 1.48170099e-05 1.48170099e-05
 2.96340199e-05]",0.06142212647968126,0.4919945310810001,1
50,equal-width,"[ 0.          2.22222222  4.44444444  6.66666667  8.88888889 11.11111111
 13.33333333 15.55555556 17.77777778 20.        ]","[9.94502889e-01 4.57845607e-03 6.81582457e-04 1.48170099e-04
 5.92680397e-05 1.48170099e-05 1.48170099e-05 0.00000000e+00
 0.00000000e+00]",0.9733783366269777,0.3296695656033697,1
51,equal-width-data,[ 0.     1.667  3.333  5.     6.667  8.333 10.    11.667 13.333 15.   ],"[9.82189954e-01 1.57060305e-02 1.18536079e-03 6.81582457e-04
 1.48170099e-04 2.96340199e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05]",0.9957127021958029,0.4646926315567126,1
52,kbins,"[ 0.          1.66666667  3.33333333  5.          6.66666667  8.33333333
 10.         11.66666667 13.33333333 15.        ]","[9.82189954e-01 1.57060305e-02 1.18536079e-03 6.81582457e-04
 1.48170099e-04 2.96340199e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05]",0.9957127021958029,0.4646878109131586,1
53,kbins-quantile,[ 0.  1. 15.],[0.86682471 0.13317529],0.9839790119572668,0.5622638885974719,2
54,decision-tree,[ 0.   0.5  1.5  3.5  4.5  5.5  9.5 11.5 13.5 15. ],"[8.66824715e-01 1.15365239e-01 1.57060305e-02 1.18536079e-03
 5.03778338e-04 3.55608238e-04 2.96340199e-05 1.48170099e-05
 1.48170099e-05]",0.006228877270364697,0.46028681452029985,1
55,kmeans,"[0.00000000e+00 1.06026299e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.00000000e+00 5.00000000e+00 6.36842105e+00
 8.66666667e+00 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 0.00000000e+00 1.18536079e-03 6.81582457e-04 1.48170099e-04
 8.89020596e-05]",0.005330539245431032,0.5310726386072036,1
56,random-forest,"[ 0.          0.5         2.27777778  4.05555556  5.83333333  7.55555556
  8.44444444  9.83333333 10.72222222 11.61111111 15.        ]","[8.66824715e-01 1.27678175e-01 4.57845607e-03 5.03778338e-04
 2.81523189e-04 4.44510298e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05 2.96340199e-05]",0.061159673823246496,0.46064942365332007,1
57,equal-width,[ 0.  2.  4.  6.  8. 10. 12. 14. 16. 18. 20.],"[9.82189954e-01 1.57060305e-02 1.68913913e-03 2.81523189e-04
 7.40850496e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 0.00000000e+00]",0.9734841484955409,0.28834586145851304,1
58,equal-width-data,[ 0.   1.5  3.   4.5  6.   7.5  9.  10.5 12.  15. ],"[9.82189954e-01 1.23129352e-02 4.57845607e-03 5.03778338e-04
 2.81523189e-04 4.44510298e-05 4.44510298e-05 1.48170099e-05
 2.96340199e-05]",0.9930711470741649,0.4875737661269768,1
59,kbins,[ 0.   1.5  3.   4.5  6.   7.5  9.  10.5 12.  13.5 15. ],"[9.82189954e-01 1.23129352e-02 4.57845607e-03 5.03778338e-04
 2.81523189e-04 4.44510298e-05 4.44510298e-05 1.48170099e-05
 1.48170099e-05 1.48170099e-05]",0.9930711470741649,0.43310409443890363,1
60,kbins-quantile,[ 0.  1. 15.],[0.86682471 0.13317529],0.9839790119572668,0.5622638885974719,1
61,decision-tree,[ 0.   0.5  1.5  3.5  4.5  5.5  8.5  9.5 11.5 13.5 15. ],"[8.66824715e-01 1.15365239e-01 1.57060305e-02 1.18536079e-03
 5.03778338e-04 3.25974218e-04 2.96340199e-05 2.96340199e-05
 1.48170099e-05 1.48170099e-05]",0.0057238872956696385,0.43911072911531956,1
62,kmeans,"[0.00000000e+00 1.06303855e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.00000000e+00 5.00000000e+00 6.00000000e+00
 7.30000000e+00 1.02000000e+01 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 0.00000000e+00
 3.39309527e-03 1.18536079e-03 5.03778338e-04 2.81523189e-04
 8.89020596e-05 4.44510298e-05]",0.0015332857908494368,0.5050806517316961,1
63,random-forest,[ 0.    0.5   2.2   3.9   5.6   7.3   8.25  9.1   9.95 10.8  11.65 15.  ],"[8.66824715e-01 1.27678175e-01 3.39309527e-03 1.68913913e-03
 2.81523189e-04 4.44510298e-05 2.96340199e-05 0.00000000e+00
 1.48170099e-05 1.48170099e-05 2.96340199e-05]",0.06096384876205507,0.4350599517961963,1
64,equal-width,"[ 0.          1.81818182  3.63636364  5.45454545  7.27272727  9.09090909
 10.90909091 12.72727273 14.54545455 16.36363636 18.18181818 20.        ]","[9.82189954e-01 1.57060305e-02 1.68913913e-03 2.81523189e-04
 7.40850496e-05 1.48170099e-05 2.96340199e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00 0.00000000e+00]",0.9953218216358367,0.25100262520574856,1
65,equal-width-data,"[ 0.     1.364  2.727  4.091  5.455  6.818  8.182  9.545 10.909 12.273
 15.   ]","[9.82189954e-01 1.23129352e-02 4.57845607e-03 5.03778338e-04
 1.77804119e-04 1.48170099e-04 2.96340199e-05 1.48170099e-05
 2.96340199e-05 1.48170099e-05]",0.9911064062338577,0.457540126651244,1
66,kbins,"[ 0.          1.36363636  2.72727273  4.09090909  5.45454545  6.81818182
  8.18181818  9.54545455 10.90909091 12.27272727 13.63636364 15.        ]","[9.82189954e-01 1.23129352e-02 4.57845607e-03 5.03778338e-04
 1.77804119e-04 1.48170099e-04 2.96340199e-05 1.48170099e-05
 2.96340199e-05 0.00000000e+00 1.48170099e-05]",0.9911064062338577,0.4048091067451639,1
67,kbins-quantile,[ 0.  1. 15.],[0.86682471 0.13317529],0.9839790119572668,0.5622638885974719,1
68,decision-tree,[ 0.   0.5  1.5  3.5  4.5  5.5  7.5  8.5  9.5 11.5 13.5 15. ],"[8.66824715e-01 1.15365239e-01 1.57060305e-02 1.18536079e-03
 5.03778338e-04 2.81523189e-04 4.44510298e-05 2.96340199e-05
 2.96340199e-05 1.48170099e-05 1.48170099e-05]",0.005303549087364856,0.42316212374370654,1
69,kmeans,"[0.00000000e+00 1.06303855e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.00000000e+00 5.00000000e+00 6.00000000e+00
 7.00000000e+00 8.40000000e+00 1.10000000e+01 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 0.00000000e+00 1.18536079e-03 5.03778338e-04 1.77804119e-04
 1.48170099e-04 4.44510298e-05 4.44510298e-05]",0.0011793182612661601,0.4786617716039837,1
70,random-forest,"[ 0.          0.5         1.95454545  3.40909091  4.86363636  6.31818182
  7.63636364  8.36363636  9.59090909 10.31818182 11.04545455 11.77272727
 15.        ]","[8.66824715e-01 1.15365239e-01 1.57060305e-02 1.18536079e-03
 6.81582457e-04 1.03719069e-04 4.44510298e-05 2.96340199e-05
 1.48170099e-05 1.48170099e-05 0.00000000e+00 2.96340199e-05]",0.005963510234711422,0.4086303396521326,1
71,equal-width,"[ 0.          1.66666667  3.33333333  5.          6.66666667  8.33333333
 10.         11.66666667 13.33333333 15.         16.66666667 18.33333333
 20.        ]","[9.82189954e-01 1.57060305e-02 1.18536079e-03 6.81582457e-04
 1.48170099e-04 2.96340199e-05 2.96340199e-05 1.48170099e-05
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00]",0.9950998958734433,0.2166609471725618,1
72,equal-width-data,[ 0.    1.25  2.5   3.75  5.    6.25  7.5   8.75 10.   11.25 12.5  15.  ],"[9.82189954e-01 1.23129352e-02 3.39309527e-03 1.18536079e-03
 6.81582457e-04 1.03719069e-04 4.44510298e-05 2.96340199e-05
 2.96340199e-05 1.48170099e-05 1.48170099e-05]",0.9906452323276315,0.430177588502206,1
73,kbins,"[ 0.    1.25  2.5   3.75  5.    6.25  7.5   8.75 10.   11.25 12.5  13.75
 15.  ]","[9.82189954e-01 1.23129352e-02 3.39309527e-03 1.18536079e-03
 6.81582457e-04 1.03719069e-04 4.44510298e-05 2.96340199e-05
 2.96340199e-05 1.48170099e-05 0.00000000e+00 1.48170099e-05]",0.9906452323276315,0.3789641847115677,1
74,kbins-quantile,[ 0.  1. 15.],[0.86682471 0.13317529],0.9839790119572668,0.5622638885974719,1
75,decision-tree,[ 0.   0.5  1.5  3.5  4.5  5.5  6.5  7.5  8.5  9.5 11.5 13.5 15. ],"[8.66824715e-01 1.15365239e-01 1.57060305e-02 1.18536079e-03
 5.03778338e-04 1.77804119e-04 1.03719069e-04 4.44510298e-05
 2.96340199e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05]",0.005035405552298644,0.4114671056415491,1
76,kmeans,"[0.00000000e+00 1.06026299e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.00000000e+00 5.00000000e+00 6.00000000e+00
 7.00000000e+00 8.00000000e+00 9.33333333e+00 1.15000000e+01
 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 0.00000000e+00 1.18536079e-03 5.03778338e-04 1.77804119e-04
 1.03719069e-04 7.40850496e-05 2.96340199e-05 2.96340199e-05]",0.0007723432988315793,0.45099470855387713,1
77,random-forest,"[ 0.     0.5    1.75   3.     4.25   5.5    6.75   7.75   8.375  9.5
 10.125 10.75  11.375 15.   ]","[8.66824715e-01 1.15365239e-01 1.57060305e-02 1.18536079e-03
 5.03778338e-04 1.77804119e-04 1.03719069e-04 4.44510298e-05
 2.96340199e-05 1.48170099e-05 0.00000000e+00 1.48170099e-05
 2.96340199e-05]",0.005035405552298644,0.3986280805658855,1
78,equal-width,"[ 0.          1.53846154  3.07692308  4.61538462  6.15384615  7.69230769
  9.23076923 10.76923077 12.30769231 13.84615385 15.38461538 16.92307692
 18.46153846 20.        ]","[9.82189954e-01 1.57060305e-02 1.18536079e-03 6.81582457e-04
 1.03719069e-04 7.40850496e-05 1.48170099e-05 2.96340199e-05
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.9924583407518053,0.18466922786511086,1
79,equal-width-data,"[ 0.     1.154  2.308  3.462  4.615  5.769  6.923  8.077  9.231 10.385
 11.538 12.692 15.   ]","[9.82189954e-01 1.23129352e-02 3.39309527e-03 1.18536079e-03
 5.03778338e-04 1.77804119e-04 1.48170099e-04 2.96340199e-05
 1.48170099e-05 1.48170099e-05 1.48170099e-05 1.48170099e-05]",0.9871321938200901,0.4048851122031819,1
80,kbins,"[ 0.          1.15384615  2.30769231  3.46153846  4.61538462  5.76923077
  6.92307692  8.07692308  9.23076923 10.38461538 11.53846154 12.69230769
 13.84615385 15.        ]","[9.82189954e-01 1.23129352e-02 3.39309527e-03 1.18536079e-03
 5.03778338e-04 1.77804119e-04 1.48170099e-04 2.96340199e-05
 1.48170099e-05 1.48170099e-05 1.48170099e-05 0.00000000e+00
 1.48170099e-05]",0.9871321938200901,0.35501553291636834,1
81,kbins-quantile,[ 0.  1. 15.],[0.86682471 0.13317529],0.9839790119572668,0.5622638885974719,1
82,decision-tree,[ 0.   0.5  1.5  2.5  3.5  4.5  5.5  6.5  7.5  8.5  9.5 11.5 13.5 15. ],"[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 1.18536079e-03 5.03778338e-04 1.77804119e-04 1.03719069e-04
 4.44510298e-05 2.96340199e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05]",0.0002549453211984076,0.3962482885885473,1
83,kmeans,"[0.00000000e+00 1.06303855e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.00000000e+00 5.00000000e+00 6.00000000e+00
 7.00000000e+00 8.00000000e+00 9.00000000e+00 1.00000000e+01
 1.15000000e+01 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 0.00000000e+00 1.18536079e-03 5.03778338e-04 1.77804119e-04
 1.03719069e-04 4.44510298e-05 2.96340199e-05 2.96340199e-05
 2.96340199e-05]",0.0005173979776331716,0.42407157702792886,1
84,random-forest,"[ 0.          0.5         1.73076923  2.96153846  4.19230769  5.42307692
  6.65384615  7.69230769  8.30769231  9.34615385 10.03846154 10.65384615
 11.26923077 11.88461538 15.        ]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 4.57845607e-03
 5.03778338e-04 1.77804119e-04 1.03719069e-04 4.44510298e-05
 2.96340199e-05 1.48170099e-05 0.00000000e+00 1.48170099e-05
 0.00000000e+00 2.96340199e-05]",0.00397421241376783,0.36472025150559995,1
85,equal-width,"[ 0.          1.42857143  2.85714286  4.28571429  5.71428571  7.14285714
  8.57142857 10.         11.42857143 12.85714286 14.28571429 15.71428571
 17.14285714 18.57142857 20.        ]","[9.82189954e-01 1.23129352e-02 4.57845607e-03 5.03778338e-04
 2.81523189e-04 4.44510298e-05 2.96340199e-05 2.96340199e-05
 1.48170099e-05 0.00000000e+00 1.48170099e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",0.9904963946015293,0.15457315882519918,1
86,equal-width-data,"[ 0.     1.071  2.143  3.214  4.286  5.357  6.429  7.5    8.571  9.643
 10.714 11.786 12.857 15.   ]","[9.82189954e-01 1.23129352e-02 3.39309527e-03 1.18536079e-03
 5.03778338e-04 1.77804119e-04 1.03719069e-04 4.44510298e-05
 2.96340199e-05 1.48170099e-05 1.48170099e-05 1.48170099e-05
 1.48170099e-05]",0.9868451841830187,0.3812405483289504,1
87,kbins,"[ 0.          1.07142857  2.14285714  3.21428571  4.28571429  5.35714286
  6.42857143  7.5         8.57142857  9.64285714 10.71428571 11.78571429
 12.85714286 13.92857143 15.        ]","[9.82189954e-01 1.23129352e-02 3.39309527e-03 1.18536079e-03
 5.03778338e-04 1.77804119e-04 1.03719069e-04 4.44510298e-05
 2.96340199e-05 1.48170099e-05 1.48170099e-05 1.48170099e-05
 0.00000000e+00 1.48170099e-05]",0.9868451841830187,0.3325801106082016,1
88,kbins-quantile,[ 0.  1. 15.],[0.86682471 0.13317529],0.9839790119572668,0.5622638885974719,1
89,decision-tree,[ 0.   0.5  1.5  2.5  3.5  4.5  5.5  6.5  7.5  8.5  9.5 11.5 13.5 15. ],"[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 1.18536079e-03 5.03778338e-04 1.77804119e-04 1.03719069e-04
 4.44510298e-05 2.96340199e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05]",0.0002549453211984076,0.3962482885885473,1
90,kmeans,"[0.00000000e+00 1.06026299e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.00000000e+00 5.00000000e+00 6.00000000e+00
 7.00000000e+00 8.00000000e+00 9.00000000e+00 1.00000000e+01
 1.10000000e+01 1.20000000e+01 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 0.00000000e+00 1.18536079e-03 5.03778338e-04 1.77804119e-04
 1.03719069e-04 4.44510298e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05 2.96340199e-05]",0.00026245265643487503,0.38802277082210146,1
91,random-forest,"[ 0.          0.5         1.64285714  2.78571429  3.92857143  5.07142857
  6.21428571  7.35714286  8.          8.64285714  9.64285714 10.21428571
 10.78571429 11.35714286 11.92857143 15.        ]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 1.68913913e-03 1.77804119e-04 1.03719069e-04 0.00000000e+00
 4.44510298e-05 2.96340199e-05 1.48170099e-05 0.00000000e+00
 1.48170099e-05 0.00000000e+00 2.96340199e-05]",0.0037783873525764067,0.34483241167220424,1
92,equal-width,"[ 0.          1.33333333  2.66666667  4.          5.33333333  6.66666667
  8.          9.33333333 10.66666667 12.         13.33333333 14.66666667
 16.         17.33333333 18.66666667 20.        ]","[9.82189954e-01 1.23129352e-02 3.39309527e-03 1.68913913e-03
 1.77804119e-04 1.03719069e-04 7.40850496e-05 1.48170099e-05
 1.48170099e-05 1.48170099e-05 0.00000000e+00 1.48170099e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.9904935999114981,0.1260438894577589,1
93,equal-width-data,[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 15.],"[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 1.18536079e-03 5.03778338e-04 1.77804119e-04 1.03719069e-04
 4.44510298e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05
 2.96340199e-05]",0.9868451841830187,0.40296431186802084,2
94,kbins,[ 0.  1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15.],"[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 1.18536079e-03 5.03778338e-04 1.77804119e-04 1.03719069e-04
 4.44510298e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05
 1.48170099e-05 0.00000000e+00 1.48170099e-05]",0.9868451841830187,0.31138287242684937,2
95,kbins-quantile,[ 0.  1. 15.],[0.86682471 0.13317529],0.9839790119572668,0.5622638885974719,2
96,decision-tree,[ 0.   0.5  1.5  2.5  3.5  4.5  5.5  6.5  7.5  8.5  9.5 11.5 13.5 15. ],"[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 1.18536079e-03 5.03778338e-04 1.77804119e-04 1.03719069e-04
 4.44510298e-05 2.96340199e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05]",0.0002549453211984076,0.3962482885885473,1
97,kmeans,"[0.00000000e+00 1.06303855e-14 1.00000000e+00 2.00000000e+00
 3.00000000e+00 4.00000000e+00 5.00000000e+00 6.00000000e+00
 7.00000000e+00 8.00000000e+00 9.00000000e+00 1.00000000e+01
 1.10000000e+01 1.20000000e+01 1.50000000e+01]","[8.66824715e-01 1.15365239e-01 1.23129352e-02 3.39309527e-03
 0.00000000e+00 1.18536079e-03 5.03778338e-04 1.77804119e-04
 1.03719069e-04 4.44510298e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05 2.96340199e-05]",0.003785894687812874,0.38802277082210146,1
