ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
23,equal-width-data,[  0.   35.2  70.4 105.6 140.8 176. ],"[7.93154541e-01 1.68543488e-01 3.81389836e-02 1.03719069e-04
 5.92680397e-05]",0.9384889082481445,0.6205418949123878,1
24,kbins,[  0.   35.2  70.4 105.6 140.8 176. ],"[7.93154541e-01 1.68543488e-01 3.81389836e-02 1.03719069e-04
 5.92680397e-05]",0.9384889082481445,0.6205418949123878,1
25,kbins-quantile,[  0.  10.  37. 176.],[0.59505112 0.20443029 0.2005186 ],0.9218570639568445,0.5735668670782901,1
26,decision-tree,[  0.    0.5   6.5   7.5  19.5 176. ],[0.53773892 0.0317084  0.00856423 0.1013039  0.32068455],0.7776581980469854,0.5102336743957323,1
27,kmeans,"[  0.           0.43761055  16.28363966  33.17728225  51.20019822
 176.        ]",[0.53773892 0.11698029 0.1259594  0.10521559 0.11410579],0.7183500739010623,0.5600822931426068,1
28,random-forest,[  0.    0.5  17.7  32.9  56.1  82.3 176. ],[0.53773892 0.12486294 0.11137946 0.13204919 0.09325826 0.00071122],0.51621853904602,0.5359793655362276,1
29,equal-width,[  0.  30.  60.  90. 120. 150. 180.],"[7.53089347e-01 1.65268929e-01 8.13157505e-02 2.22255149e-04
 7.40850496e-05 2.96340199e-05]",0.9587060482496832,0.5110236696035693,2
30,equal-width-data,[  0.     29.333  58.667  88.    117.333 146.667 176.   ],"[7.53089347e-01 1.61075715e-01 8.54645133e-02 2.51889169e-04
 8.89020596e-05 2.96340199e-05]",0.9453170129702824,0.5203877143612325,1
31,kbins,"[  0.          29.33333333  58.66666667  88.         117.33333333
 146.66666667 176.        ]","[7.53089347e-01 1.61075715e-01 8.54645133e-02 2.51889169e-04
 8.89020596e-05 2.96340199e-05]",0.9453170129702824,0.5203883059406249,1
32,kbins-quantile,[  0.  18.  42. 176.],[0.66260187 0.16861757 0.16878056],0.8852249246330649,0.5732554849408396,2
33,decision-tree,[  0.    0.5   5.5   6.5   7.5  19.5 176. ],[0.53773892 0.02336642 0.00834198 0.00856423 0.1013039  0.32068455],0.7396089804855845,0.4921794568374348,1
34,kmeans,"[  0.           0.3282748   14.38871194  28.24599011  42.63840483
  57.94006309 176.        ]",[0.53773892 0.09992591 0.10872722 0.09084309 0.07279597 0.08996888],0.6380326724491336,0.5338020236458979,1
35,random-forest,"[  0.           0.5         13.33333333  27.16666667  48.
  71.83333333  87.         176.        ]","[5.37738924e-01 9.12431471e-02 1.10090384e-01 1.27707809e-01
 9.87998222e-02 3.40494888e-02 3.70425248e-04]",0.4511508680144297,0.5007794267936176,1
36,equal-width,"[  0.          25.71428571  51.42857143  77.14285714 102.85714286
 128.57142857 154.28571429 180.        ]","[7.24507334e-01 1.61386872e-01 1.00325974e-01 1.36168321e-02
 8.89020596e-05 5.92680397e-05 1.48170099e-05]",0.9155776897023107,0.43888089052683577,1
37,equal-width-data,[  0.     25.143  50.286  75.429 100.571 125.714 150.857 176.   ],"[7.24507334e-01 1.57075122e-01 9.79700696e-02 2.02844866e-02
 8.89020596e-05 4.44510298e-05 2.96340199e-05]",0.931649246609402,0.44938107445590214,1
38,kbins,"[  0.          25.14285714  50.28571429  75.42857143 100.57142857
 125.71428571 150.85714286 176.        ]","[7.24507334e-01 1.57075122e-01 9.79700696e-02 2.02844866e-02
 8.89020596e-05 4.44510298e-05 2.96340199e-05]",0.931649246609402,0.44938099627308414,1
39,kbins-quantile,[  0.   7.  24.  46. 176.],[0.56944733 0.14061342 0.14517706 0.14476219],0.9254244543627934,0.9611320470133596,1
40,decision-tree,[  0.    0.5   5.5   6.5   7.5  19.5  72.5 176. ],"[0.53773892 0.02336642 0.00834198 0.00856423 0.1013039  0.28979108
 0.03089347]",0.5886554588127135,0.47205732952282264,1
41,kmeans,"[0.00000000e+00 1.42121524e-01 1.10322887e+01 2.23638274e+01
 3.43965744e+01 4.60478042e+01 5.94302935e+01 1.76000000e+02]","[0.53773892 0.07331457 0.09116906 0.08500519 0.07381834 0.05731219
 0.08164172]",0.5562786374744324,0.5122041723483763,1
42,random-forest,"[  0.           0.5         12.35714286  24.92857143  39.64285714
  57.92857143  74.78571429  85.64285714 176.        ]","[5.37738924e-01 8.22788561e-02 9.69476960e-02 1.01526152e-01
 9.15394873e-02 6.61431323e-02 2.33960587e-02 4.29693288e-04]",0.3855187257158289,0.4773897521786581,1
43,equal-width,[  0.   22.5  45.   67.5  90.  112.5 135.  157.5 180. ],"[7.02222551e-01 1.47029190e-01 1.00844570e-01 4.95777152e-02
 1.92621129e-04 7.40850496e-05 4.44510298e-05 1.48170099e-05]",0.8432292942892984,0.3816326888748628,2
44,equal-width-data,[  0.  22.  44.  66.  88. 110. 132. 154. 176.],"[6.94310268e-01 1.49014669e-01 9.93184175e-02 5.69862202e-02
 2.37072159e-04 7.40850496e-05 4.44510298e-05 1.48170099e-05]",0.8413216012503297,0.3931375245638442,1
45,kbins,[  0.  22.  44.  66.  88. 110. 132. 154. 176.],"[6.94310268e-01 1.49014669e-01 9.93184175e-02 5.69862202e-02
 2.37072159e-04 7.40850496e-05 4.44510298e-05 1.48170099e-05]",0.8413216012503297,0.3931375245638442,1
46,kbins-quantile,[  0.  13.  29.  49. 176.],[0.62001778 0.12637428 0.12618166 0.12742629],0.9893204892138282,0.9727698531049164,1
47,decision-tree,[  0.    0.5   5.5   6.5   7.5  19.5  72.5  74.5 176. ],"[0.53773892 0.02336642 0.00834198 0.00856423 0.1013039  0.28979108
 0.00706771 0.02382575]",0.5695362446747122,0.45161056421289747,1
48,kmeans,"[0.00000000e+00 8.08086210e-02 9.10528399e+00 1.83894371e+01
 2.84276123e+01 3.84746925e+01 4.85317717e+01 6.09369989e+01
 1.76000000e+02]","[0.53773892 0.05731219 0.0761298  0.07521114 0.06589124 0.06029041
 0.05005186 0.07737443]",0.4946868010298555,0.4958676650240218,1
49,random-forest,[  0.     0.5   12.75  25.    37.25  49.5   63.75  77.    91.25 176.  ],"[5.37738924e-01 8.22788561e-02 9.69476960e-02 8.84279152e-02
 7.23070084e-02 5.72084753e-02 4.78589421e-02 1.69506594e-02
 2.81523189e-04]",0.3741113611250636,0.4582394363166722,1
50,equal-width,[  0.  20.  40.  60.  80. 100. 120. 140. 160. 180.],"[6.79315454e-01 1.39176174e-01 9.98666469e-02 7.41443177e-02
 7.31960290e-03 7.40850496e-05 4.44510298e-05 4.44510298e-05
 1.48170099e-05]",0.8135521514324053,0.333357124588865,2
51,equal-width-data,"[  0.     19.556  39.111  58.667  78.222  97.778 117.333 136.889 156.444
 176.   ]","[6.79315454e-01 1.39176174e-01 9.56734331e-02 7.54778486e-02
 1.01792858e-02 5.92680397e-05 5.92680397e-05 4.44510298e-05
 1.48170099e-05]",0.8247354207091097,0.3457724276331551,1
52,kbins,"[  0.          19.55555556  39.11111111  58.66666667  78.22222222
  97.77777778 117.33333333 136.88888889 156.44444444 176.        ]","[6.79315454e-01 1.39176174e-01 9.56734331e-02 7.54778486e-02
 1.01792858e-02 5.92680397e-05 5.92680397e-05 4.44510298e-05
 1.48170099e-05]",0.8247354207091097,0.34577214569630554,1
53,kbins-quantile,[  0.   5.  18.  33.  52. 176.],[0.55411172 0.10849015 0.11137946 0.11191288 0.11410579],0.8056849162472113,0.5616410807364866,1
54,decision-tree,[  0.    0.5   5.5   6.5   7.5  19.5  72.5  74.5  75.5 176. ],"[0.53773892 0.02336642 0.00834198 0.00856423 0.1013039  0.28979108
 0.00706771 0.00337828 0.02044747]",0.5581761543228314,0.4313759994244323,1
55,kmeans,"[0.00000000e+00 8.08086210e-02 8.57553957e+00 1.68681691e+01
 2.64058824e+01 3.59861467e+01 4.48971541e+01 5.39788704e+01
 6.39016173e+01 1.76000000e+02]","[0.53773892 0.04862943 0.06835087 0.07706327 0.06137206 0.0560972
 0.04495481 0.04070233 0.06509112]",0.44418834989434763,0.4821577410297726,1
56,random-forest,"[  0.           0.5         11.27777778  22.05555556  32.83333333
  44.61111111  58.38888889  70.16666667  80.94444444  92.61111111
 176.        ]","[5.37738924e-01 7.33145651e-02 9.11690621e-02 7.17587791e-02
 7.52704104e-02 6.49133205e-02 4.75329678e-02 3.36642466e-02
 4.37101793e-03 2.66706179e-04]",0.32630430231383956,0.4358394924332486,1
57,equal-width,[  0.  18.  36.  54.  72.  90. 108. 126. 144. 162. 180.],"[6.62601867e-01 1.30552674e-01 1.01052008e-01 7.13735368e-02
 3.40939398e-02 1.77804119e-04 7.40850496e-05 4.44510298e-05
 1.48170099e-05 1.48170099e-05]",0.7659942049069012,0.2910535309376292,1
58,equal-width-data,[  0.   17.6  35.2  52.8  70.4  88.  105.6 123.2 140.8 158.4 176. ],"[6.62601867e-01 1.30552674e-01 9.67402578e-02 7.18032301e-02
 3.79315454e-02 2.07438139e-04 8.89020596e-05 1.48170099e-05
 4.44510298e-05 1.48170099e-05]",0.7568372804000294,0.3043075552371859,1
59,kbins,[  0.   17.6  35.2  52.8  70.4  88.  105.6 123.2 140.8 158.4 176. ],"[6.62601867e-01 1.30552674e-01 9.67402578e-02 7.18032301e-02
 3.79315454e-02 2.07438139e-04 8.89020596e-05 1.48170099e-05
 4.44510298e-05 1.48170099e-05]",0.7568372804000294,0.3043075552371859,1
60,kbins-quantile,[  0.  10.  22.  37.  55. 176.],[0.59505112 0.09925915 0.10517114 0.09887391 0.10164469],0.8976918505873257,0.5667910373580833,2
61,decision-tree,[  0.    0.5   5.5   6.5   7.5  19.5  72.5  74.5  75.5  96.5 176. ],"[5.37738924e-01 2.33664247e-02 8.34197659e-03 8.56423174e-03
 1.01303897e-01 2.89791080e-01 7.06771374e-03 3.37827826e-03
 2.02548526e-02 1.92621129e-04]",0.4649784271570585,0.3997853591851549,1
62,kmeans,"[0.00000000e+00 4.34618292e-02 7.23574144e+00 1.45008749e+01
 2.29303797e+01 3.18682855e+01 4.04498363e+01 4.81604083e+01
 5.70356000e+01 6.64624233e+01 1.76000000e+02]","[0.53773892 0.04027263 0.05965328 0.06455771 0.06513558 0.0577567
 0.04745888 0.0374574  0.03640539 0.05356349]",0.39251062816078486,0.468183360378448,1
63,random-forest,[  0.    0.5  10.1  19.7  29.3  38.9  49.5  62.7  73.7  83.3  93.8 176. ],"[5.37738924e-01 6.56986220e-02 7.58779078e-02 7.37738924e-02
 5.91939547e-02 6.54170988e-02 5.30004445e-02 4.19914061e-02
 2.67150689e-02 3.40791228e-04 2.51889169e-04]",0.2566561350571118,0.418845779576401,1
64,equal-width,"[  0.          16.36363636  32.72727273  49.09090909  65.45454545
  81.81818182  98.18181818 114.54545455 130.90909091 147.27272727
 163.63636364 180.        ]","[6.54719218e-01 1.19262113e-01 1.03719069e-01 6.49429545e-02
 5.55193362e-02 1.65950511e-03 5.92680397e-05 4.44510298e-05
 4.44510298e-05 1.48170099e-05 1.48170099e-05]",0.7132235247680074,0.25300393079154904,1
65,equal-width-data,[  0.  16.  32.  48.  64.  80.  96. 112. 128. 144. 160. 176.],"[6.46066084e-01 1.21292043e-01 9.94221366e-02 6.81286116e-02
 5.75937176e-02 7.27515187e-03 8.89020596e-05 5.92680397e-05
 4.44510298e-05 1.48170099e-05 1.48170099e-05]",0.7389230330070953,0.26704114344802343,1
66,kbins,[  0.  16.  32.  48.  64.  80.  96. 112. 128. 144. 160. 176.],"[6.46066084e-01 1.21292043e-01 9.94221366e-02 6.81286116e-02
 5.75937176e-02 7.27515187e-03 8.89020596e-05 5.92680397e-05
 4.44510298e-05 1.48170099e-05 1.48170099e-05]",0.7389230330070953,0.26704114344802343,2
67,kbins-quantile,[  0.   3.  14.  26.  39.  57. 176.],[0.54452511 0.08445696 0.09552526 0.08777597 0.09374722 0.09396948],0.690122682172047,0.5295089935320487,1
68,decision-tree,[  0.    0.5   5.5   6.5   7.5  19.5  72.5  74.5  75.5  81.5  96.5 176. ],"[5.37738924e-01 2.33664247e-02 8.34197659e-03 8.56423174e-03
 1.01303897e-01 2.89791080e-01 7.06771374e-03 3.37827826e-03
 1.86101645e-02 1.64468810e-03 1.92621129e-04]",0.4058090411108235,0.37823231326699247,1
69,kmeans,"[0.00000000e+00 8.08086210e-02 8.57553957e+00 1.59457771e+01
 2.34654104e+01 3.13849315e+01 3.94692853e+01 4.72203272e+01
 5.54988590e+01 6.33879552e+01 7.08977273e+01 1.76000000e+02]","[0.53773892 0.04862943 0.05969773 0.06399467 0.05729738 0.0511335
 0.04828864 0.0354571  0.03267151 0.02678915 0.03830197]",0.3687579969684728,0.453901958262951,1
70,random-forest,"[  0.           0.5          9.31818182  18.13636364  26.95454545
  35.77272727  45.59090909  55.40909091  64.22727273  75.04545455
  83.86363636  93.77272727 176.        ]","[5.37738924e-01 5.73121944e-02 7.61297970e-02 6.06015706e-02
 6.13720551e-02 6.20832716e-02 4.69995555e-02 3.66572826e-02
 4.06578752e-02 1.98547933e-02 3.40791228e-04 2.51889169e-04]",0.21948515883846642,0.4059235920294708,1
71,equal-width,[  0.  15.  30.  45.  60.  75.  90. 105. 120. 135. 150. 165. 180.],"[6.37664839e-01 1.15424507e-01 9.61623944e-02 6.91065343e-02
 5.78159727e-02 2.34997777e-02 1.62987109e-04 5.92680397e-05
 4.44510298e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05]",0.6981460842157717,0.2181397804609041,2
72,equal-width-data,"[  0.     14.667  29.333  44.     58.667  73.333  88.    102.667 117.333
 132.    146.667 161.333 176.   ]","[6.37664839e-01 1.15424507e-01 9.02355905e-02 7.08401245e-02
 5.85271892e-02 2.69373240e-02 2.07438139e-04 4.44510298e-05
 5.92680397e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05]",0.6903161867132865,0.23291529988367343,1
73,kbins,"[  0.          14.66666667  29.33333333  44.          58.66666667
  73.33333333  88.         102.66666667 117.33333333 132.
 146.66666667 161.33333333 176.        ]","[6.37664839e-01 1.15424507e-01 9.02355905e-02 7.08401245e-02
 5.85271892e-02 2.69373240e-02 2.07438139e-04 4.44510298e-05
 5.92680397e-05 2.96340199e-05 1.48170099e-05 1.48170099e-05]",0.6903161867132865,0.23291493000814645,1
74,kbins-quantile,[  0.   8.  18.  29.  42.  59. 176.],[0.57801156 0.08459031 0.08379019 0.08482738 0.08294562 0.08583494],0.7949347673404558,0.5338481790206321,1
75,decision-tree,"[  0.    0.5   5.5   6.5   7.5  19.5  72.5  74.5  75.5  81.5  84.5  96.5
 176. ]","[5.37738924e-01 2.33664247e-02 8.34197659e-03 8.56423174e-03
 1.01303897e-01 2.89791080e-01 7.06771374e-03 3.37827826e-03
 1.86101645e-02 1.31871388e-03 3.25974218e-04 1.92621129e-04]",0.375168917803124,0.35586714378454776,1
76,kmeans,"[0.00000000e+00 4.34618292e-02 6.73363286e+00 1.25320941e+01
 1.84284398e+01 2.49519203e+01 3.19147655e+01 3.89815126e+01
 4.62733044e+01 5.44529332e+01 6.19297607e+01 6.94452663e+01
 1.76000000e+02]","[0.53773892 0.0317084  0.05057045 0.05116314 0.04578456 0.05039265
 0.04492517 0.04876278 0.03730923 0.02858201 0.03120462 0.04185805]",0.3138686598701078,0.44651757554146665,1
77,random-forest,"[  0.           0.5          8.83333333  17.16666667  25.5
  33.83333333  42.16666667  51.5         59.83333333  68.16666667
  76.5         84.83333333  92.83333333 176.        ]","[5.37738924e-01 4.86294266e-02 7.62335161e-02 6.19054675e-02
 5.61712846e-02 5.65565269e-02 4.86590606e-02 3.24640688e-02
 3.59016151e-02 2.85079271e-02 1.67135872e-02 2.51889169e-04
 2.66706179e-04]",0.19077200254167104,0.39268069114190485,1
78,equal-width,"[  0.          13.84615385  27.69230769  41.53846154  55.38461538
  69.23076923  83.07692308  96.92307692 110.76923077 124.61538462
 138.46153846 152.30769231 166.15384615 180.        ]","[6.28982071e-01 1.10090384e-01 9.21469847e-02 7.10179286e-02
 5.59045785e-02 4.12653726e-02 4.00059268e-04 5.92680397e-05
 5.92680397e-05 1.48170099e-05 4.44510298e-05 0.00000000e+00
 1.48170099e-05]",0.6359124026606742,0.1857546079744411,1
79,equal-width-data,"[  0.     13.538  27.077  40.615  54.154  67.692  81.231  94.769 108.308
 121.846 135.385 148.923 162.462 176.   ]","[6.28982071e-01 1.10090384e-01 8.60423766e-02 7.32404801e-02
 5.17409987e-02 4.80663802e-02 1.61505408e-03 8.89020596e-05
 5.92680397e-05 1.48170099e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05]",0.6589927825450974,0.20122955524149866,1
80,kbins,"[  0.          13.53846154  27.07692308  40.61538462  54.15384615
  67.69230769  81.23076923  94.76923077 108.30769231 121.84615385
 135.38461538 148.92307692 162.46153846 176.        ]","[6.28982071e-01 1.10090384e-01 8.60423766e-02 7.32404801e-02
 5.17409987e-02 4.80663802e-02 1.61505408e-03 8.89020596e-05
 5.92680397e-05 1.48170099e-05 2.96340199e-05 1.48170099e-05
 1.48170099e-05]",0.6589927825450974,0.20123001651934636,1
81,kbins-quantile,[  0.   1.  12.  21.  32.  44.  61. 176.],"[0.53773892 0.07331457 0.0755223  0.08078234 0.07596681 0.07930064
 0.07737443]",0.5833920169141724,0.5091823253931248,1
82,decision-tree,"[  0.    0.5   5.5   6.5   7.5  19.5  72.5  74.5  75.5  81.5  82.5  84.5
  96.5 176. ]","[5.37738924e-01 2.33664247e-02 8.34197659e-03 8.56423174e-03
 1.01303897e-01 2.89791080e-01 7.06771374e-03 3.37827826e-03
 1.86101645e-02 1.12609275e-03 1.92621129e-04 3.25974218e-04
 1.92621129e-04]",0.36852308912838705,0.3352482716175359,1
83,kmeans,"[0.00000000e+00 4.34618292e-02 6.73363286e+00 1.30350137e+01
 1.99662651e+01 2.64803719e+01 3.28926860e+01 3.99699223e+01
 4.72203272e+01 5.54988590e+01 6.29171504e+01 7.04180369e+01
 7.82836569e+01 1.76000000e+02]","[0.53773892 0.0317084  0.05953475 0.05033338 0.05246703 0.04219884
 0.0445103  0.04828864 0.0354571  0.02846348 0.03099718 0.02794488
 0.01035709]",0.25313600981036966,0.4244994503686168,1
84,random-forest,"[  0.           0.5          8.26923077  16.03846154  23.80769231
  31.57692308  39.34615385  48.73076923  56.88461538  65.65384615
  73.42307692  81.19230769  88.73076923  95.34615385 176.        ]","[5.37738924e-01 4.86294266e-02 6.83508668e-02 5.53415321e-02
 5.72973774e-02 5.11335013e-02 5.40820862e-02 3.34568084e-02
 3.66128315e-02 3.00488961e-02 2.54704401e-02 1.48170099e-03
 1.33353089e-04 2.22255149e-04]",0.16829112432574178,0.37150639017291964,1
85,equal-width,"[  0.          12.85714286  25.71428571  38.57142857  51.42857143
  64.28571429  77.14285714  90.         102.85714286 115.71428571
 128.57142857 141.42857143 154.28571429 167.14285714 180.        ]","[6.20017780e-01 1.04489554e-01 8.77759668e-02 7.36109053e-02
 5.30004445e-02 4.73255297e-02 1.34538450e-02 1.62987109e-04
 4.44510298e-05 4.44510298e-05 2.96340199e-05 2.96340199e-05
 0.00000000e+00 1.48170099e-05]",0.637125559453348,0.15535862740522488,1
86,equal-width-data,"[  0.     12.571  25.143  37.714  50.286  62.857  75.429  88.    100.571
 113.143 125.714 138.286 150.857 163.429 176.   ]","[6.20017780e-01 1.04489554e-01 8.08860572e-02 7.61890650e-02
 4.91183879e-02 4.88516817e-02 2.00770485e-02 2.07438139e-04
 2.96340199e-05 5.92680397e-05 1.48170099e-05 2.96340199e-05
 1.48170099e-05 1.48170099e-05]",0.6367457918459438,0.17150217157184755,1
87,kbins,"[  0.          12.57142857  25.14285714  37.71428571  50.28571429
  62.85714286  75.42857143  88.         100.57142857 113.14285714
 125.71428571 138.28571429 150.85714286 163.42857143 176.        ]","[6.20017780e-01 1.04489554e-01 8.08860572e-02 7.61890650e-02
 4.91183879e-02 4.88516817e-02 2.00770485e-02 2.07438139e-04
 2.96340199e-05 5.92680397e-05 1.48170099e-05 2.96340199e-05
 1.48170099e-05 1.48170099e-05]",0.6367457918459438,0.1715022481495797,1
88,kbins-quantile,[  0.   7.  15.  24.  34.  46.  62. 176.],"[0.56944733 0.06821751 0.07239591 0.07061787 0.07455919 0.07169951
 0.07306268]",0.7162043058818914,0.5121846434599407,1
89,decision-tree,"[  0.    0.5   5.5   6.5   7.5  19.5  72.5  74.5  75.5  81.5  82.5  84.5
  96.5 147.5 176. ]","[5.37738924e-01 2.33664247e-02 8.34197659e-03 8.56423174e-03
 1.01303897e-01 2.89791080e-01 7.06771374e-03 3.37827826e-03
 1.86101645e-02 1.12609275e-03 1.92621129e-04 3.25974218e-04
 1.62987109e-04 2.96340199e-05]",0.35953957040115714,0.2732528603923686,1
90,kmeans,"[0.00000000e+00 4.34618292e-02 6.73363286e+00 1.25320941e+01
 1.79374543e+01 2.34519830e+01 2.94575140e+01 3.54928433e+01
 4.14581162e+01 4.81604083e+01 5.65133545e+01 6.39142395e+01
 7.08977273e+01 7.82836569e+01 1.76000000e+02]","[0.53773892 0.0317084  0.05057045 0.04258409 0.04745888 0.0430286
 0.04006519 0.0380649  0.04135427 0.03345681 0.02887835 0.02678915
 0.02794488 0.01035709]",0.22297257167600282,0.4172621979932929,1
91,random-forest,"[  0.           0.5          7.78571429  15.07142857  22.35714286
  29.64285714  36.92857143  44.21428571  51.5         58.78571429
  66.07142857  73.35714286  80.64285714  89.21428571  96.07142857
 176.        ]","[5.37738924e-01 4.02726330e-02 6.80545266e-02 5.61564676e-02
 5.08667951e-02 4.63920581e-02 4.97703363e-02 3.66424656e-02
 2.82708549e-02 3.22714476e-02 2.62557416e-02 2.26700252e-02
 4.31174989e-03 1.33353089e-04 1.92621129e-04]",0.1466617438663731,0.36242687862611156,1
92,equal-width,"[  0.  12.  24.  36.  48.  60.  72.  84.  96. 108. 120. 132. 144. 156.
 168. 180.]","[6.11053489e-01 9.90072603e-02 8.30937917e-02 7.36257223e-02
 5.15780116e-02 4.72218106e-02 3.38272337e-02 3.70425248e-04
 7.40850496e-05 4.44510298e-05 4.44510298e-05 2.96340199e-05
 1.48170099e-05 0.00000000e+00 1.48170099e-05]",0.5957670722323422,0.1265990579211902,1
93,equal-width-data,"[  0.     11.733  23.467  35.2    46.933  58.667  70.4    82.133  93.867
 105.6   117.333 129.067 140.8   152.533 176.   ]","[6.11053489e-01 9.90072603e-02 8.30937917e-02 6.78915395e-02
 5.31189806e-02 4.75329678e-02 3.75907542e-02 4.59327308e-04
 8.89020596e-05 4.44510298e-05 4.44510298e-05 1.48170099e-05
 4.44510298e-05 1.48170099e-05]",0.572989793495927,0.2082935664529928,1
94,kbins,"[  0.          11.73333333  23.46666667  35.2         46.93333333
  58.66666667  70.4         82.13333333  93.86666667 105.6
 117.33333333 129.06666667 140.8        152.53333333 164.26666667
 176.        ]","[6.11053489e-01 9.90072603e-02 8.30937917e-02 6.78915395e-02
 5.31189806e-02 4.75329678e-02 3.75907542e-02 4.59327308e-04
 8.89020596e-05 4.44510298e-05 4.44510298e-05 1.48170099e-05
 4.44510298e-05 0.00000000e+00 1.48170099e-05]",0.572989793495927,0.14338316135059004,1
95,kbins-quantile,[  0.  10.  18.  27.  37.  47.  63. 176.],"[0.59505112 0.06755075 0.06918062 0.06769892 0.06156468 0.06965476
 0.06929916]",0.7929200258862424,0.5162413056026476,1
96,decision-tree,"[  0.    0.5   5.5   6.5   7.5  19.5  72.5  74.5  75.5  81.5  82.5  84.5
  96.5 147.5 164.  176. ]","[5.37738924e-01 2.33664247e-02 8.34197659e-03 8.56423174e-03
 1.01303897e-01 2.89791080e-01 7.06771374e-03 3.37827826e-03
 1.86101645e-02 1.12609275e-03 1.92621129e-04 3.25974218e-04
 1.62987109e-04 1.48170099e-05 1.48170099e-05]",0.3572393363118359,0.20325175238008264,1
97,kmeans,"[0.00000000e+00 4.34618292e-02 6.73363286e+00 1.25320941e+01
 1.79374543e+01 2.29632812e+01 2.79792961e+01 3.38929041e+01
 4.09148649e+01 4.73065995e+01 5.39375000e+01 6.09681725e+01
 6.70331024e+01 7.24525952e+01 7.88305332e+01 1.76000000e+02]","[0.53773892 0.0317084  0.05057045 0.04258409 0.03962068 0.0368499
 0.04160616 0.04443621 0.04166543 0.02742629 0.02841903 0.02747074
 0.01901022 0.02053638 0.01035709]",0.20854034569981916,0.4044577362907419,1
