ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
24,random-forest,[ 0.          4.14999986  9.6500001  11.6500001  17.20000029 71.        ],[0.00082975 0.06297229 0.08313824 0.39211735 0.46094236],0.9856452933461679,0.9231015674292298,1
25,equal-width,[ 0. 16. 32. 48. 64. 80.],"[3.94206549e-01 5.59623648e-01 4.48659061e-02 1.27426285e-03
 2.96340199e-05]",0.9590166932909568,0.8322131176865902,2
26,equal-width-data,[ 0.   17.06 30.42 43.78 57.14 71.  ],"[5.39057638e-01 4.05823085e-01 5.13557564e-02 3.64498444e-03
 1.18536079e-04]",0.9190934789464845,0.8535418617383721,1
27,equal-frequency,[ 0.  12.5 15.5 18.4 22.8 71. ],[0.20140762 0.19279893 0.21583938 0.18147874 0.20847533],0.7803985000873724,0.9365498237949731,1
28,kbins,[ 0.   17.06 30.42 43.78 57.14 70.5 ],"[5.39057638e-01 4.05823085e-01 5.13557564e-02 3.64498444e-03
 1.18536079e-04]",0.9228756679336984,0.8531437367001421,1
29,kbins-quantile,[ 0.  12.5 15.5 18.4 22.8 70.5],[0.20140762 0.19279893 0.21583938 0.18147874 0.20847533],0.7787002871881222,0.9356361851054179,1
30,decision-tree,[ 0.          6.35000014  6.95000005 10.1500001  18.25       71.        ],[0.01133501 0.         0.09681434 0.50189658 0.38995407],0.9492819305347344,0.9229947251683193,1
31,kmeans,[ 0.         10.50160155 15.75990346 20.89642989 27.63050054 71.        ],[0.10814936 0.28605719 0.31352793 0.19518447 0.09708105],0.7806997945841837,0.9498074464003362,1
32,random-forest,"[ 0.          4.35000014  7.43000007 11.01000004 17.19000034 20.8699995
 71.        ]",[0.00082975 0.01859535 0.12751519 0.39211735 0.16867684 0.29226552],0.881800042062264,0.6640051410979645,1
33,equal-width,"[ 0.         13.33333333 26.66666667 40.         53.33333333 66.66666667
 80.        ]","[2.51666914e-01 6.34271744e-01 1.05171136e-01 8.68276782e-03
 1.92621129e-04 1.48170099e-05]",0.9027717229078792,0.6890063987651134,1
34,equal-width-data,[ 0.    14.833 25.967 37.1   48.233 59.367 71.   ],"[3.25989035e-01 5.35071862e-01 1.24373981e-01 1.35871981e-02
 8.89020596e-04 8.89020596e-05]",0.8754452179692239,0.7182989432768887,1
35,equal-frequency,[ 0.  11.9 14.7 16.9 19.7 24.  71. ],[0.14694029 0.17904875 0.15240776 0.17789302 0.16466143 0.17904875],0.7033638296327275,0.6726068047731788,1
36,kbins,"[ 0.         14.83333333 25.96666667 37.1        48.23333333 59.36666667
 70.5       ]","[3.25989035e-01 5.35071862e-01 1.24373981e-01 1.35871981e-02
 8.89020596e-04 8.89020596e-05]",0.879438399690484,0.7198883407573295,1
37,kbins-quantile,[ 0.  11.9 14.7 16.9 19.7 24.  70.5],[0.14694029 0.17904875 0.15240776 0.17789302 0.16466143 0.17904875],0.7018827162746364,0.6739737324081705,1
38,decision-tree,"[ 0.          4.25        6.35000014  6.95000005 10.1500001  18.25
 71.        ]",[0.00082975 0.01050526 0.         0.09681434 0.50189658 0.38995407],0.9499283306512666,0.6508604200268397,1
39,kmeans,"[ 0.          9.45542435 13.92047855 17.78655635 22.46356853 29.03242446
 71.        ]",[0.06380204 0.18786487 0.28739072 0.25246703 0.14010965 0.06836568],0.6993827183659324,0.6854772053006426,1
40,random-forest,"[ 0.          4.14999986  7.36666679 10.6833334  16.29999971 18.95000013
 27.76666609 71.        ]","[0.00082975 0.01859535 0.08872426 0.37024744 0.13164913 0.29287302
 0.09708105]",0.7831212302241575,0.6449894383881195,1
41,equal-width,"[ 0.         11.42857143 22.85714286 34.28571429 45.71428571 57.14285714
 68.57142857 80.        ]","[1.46940287e-01 6.44584383e-01 1.84753297e-01 2.13661283e-02
 2.23736850e-03 1.03719069e-04 1.48170099e-05]",0.8986470705492166,0.6083539851012636,1
42,equal-width-data,[ 0.    13.243 22.786 32.329 41.871 51.414 60.957 71.   ],"[2.51666914e-01 5.39857757e-01 1.72040302e-01 3.04341384e-02
 5.55637872e-03 4.14876278e-04 2.96340199e-05]",0.8093135149221649,0.644610537048538,1
43,equal-frequency,[ 0.  11.4 14.  15.9 17.9 20.7 25.2 71. ],"[0.14694029 0.10472663 0.14253964 0.14485109 0.16867684 0.15332642
 0.1389391 ]",0.6551866401297319,0.6526196760879028,1
44,kbins,"[ 0.         13.24285714 22.78571429 32.32857143 41.87142857 51.41428571
 60.95714286 70.5       ]","[2.51666914e-01 5.39857757e-01 1.72040302e-01 3.04341384e-02
 5.55637872e-03 4.14876278e-04 2.96340199e-05]",0.8141124444902317,0.6458696202171885,1
45,kbins-quantile,[ 0.  11.4 14.  15.9 17.9 20.7 25.2 70.5],"[0.14694029 0.10472663 0.14253964 0.14485109 0.16867684 0.15332642
 0.1389391 ]",0.6537860393947321,0.6539076534791541,1
46,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 18.25       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.50189658
 0.38995407]",0.9499283306512666,0.6234847322329283,1
47,kmeans,"[ 0.          9.25949674 13.50583349 17.11971791 21.31168374 26.33607443
 31.99794858 71.        ]","[0.06380204 0.18786487 0.28739072 0.20663802 0.140243   0.06789154
 0.0461698 ]",0.6350817599600025,0.6597416054951675,1
48,random-forest,"[ 0.          4.25        7.35000014 10.6500001  15.05000019 18.15000057
 21.94999981 35.64999962 71.        ]","[0.00082975 0.01859535 0.08872426 0.28605719 0.21583938 0.13564973
 0.23372351 0.02058083]",0.7501806586202088,0.6254543437505399,1
49,equal-width,[ 0. 10. 20. 30. 40. 50. 60. 70. 80.],"[6.38020447e-02 5.92487776e-01 2.75344495e-01 5.94754778e-02
 8.13453845e-03 6.66765447e-04 7.40850496e-05 1.48170099e-05]",0.8622451330063631,0.5498646800784832,2
50,equal-width-data,[ 0.   12.05 20.4  28.75 37.1  45.45 53.8  62.15 71.  ],"[2.01407616e-01 5.06326863e-01 2.12861165e-01 6.48392354e-02
 1.22092162e-02 2.14846644e-03 1.77804119e-04 2.96340199e-05]",0.7753251259556998,0.5913087471389706,1
51,equal-frequency,[ 0.  11.  13.4 15.2 16.9 18.8 21.5 26.  71. ],"[0.10814936 0.14351756 0.14253964 0.08419025 0.13164913 0.13564973
 0.11536524 0.1389391 ]",0.5893934990451737,0.639000639135227,1
52,kbins,[ 0.   12.05 20.4  28.75 37.1  45.45 53.8  62.15 70.5 ],"[2.01407616e-01 5.06326863e-01 2.12861165e-01 6.48392354e-02
 1.22092162e-02 2.14846644e-03 1.77804119e-04 2.96340199e-05]",0.7801240555237667,0.5924029403391757,1
53,kbins-quantile,[ 0.  11.  13.4 15.2 16.9 18.8 21.5 26.  70.5],"[0.10814936 0.14351756 0.14253964 0.08419025 0.13164913 0.13564973
 0.11536524 0.1389391 ]",0.5881376022334872,0.6402398557041005,1
54,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.38995407]",0.9517959485623906,0.6208950512570837,1
55,kmeans,"[ 0.          8.92693506 12.68178003 15.76608269 18.67608059 22.04882736
 26.60232367 31.9645134  71.        ]","[0.03938361 0.162024   0.19279893 0.21583938 0.18147874 0.09441399
 0.06789154 0.0461698 ]",0.5787179654136064,0.6370325823884572,1
56,random-forest,"[ 0.          4.14999986  6.77500004  9.70000005 12.82499993 17.65000057
 21.17500043 29.30000019 41.43749952 71.        ]","[0.00082975 0.01050526 0.05246703 0.13760557 0.33765002 0.20663802
 0.18593866 0.06236479 0.00600089]",0.6615100354980281,0.601778548616009,1
57,equal-width,"[ 0.          8.88888889 17.77777778 26.66666667 35.55555556 44.44444444
 53.33333333 62.22222222 71.11111111 80.        ]","[3.93836124e-02 4.99674026e-01 3.46881019e-01 9.34805156e-02
 1.77211439e-02 2.65224478e-03 1.77804119e-04 2.96340199e-05
 0.00000000e+00]",0.8139622380200331,0.5031089042716271,1
58,equal-width-data,[ 0.    11.122 18.544 25.967 33.389 40.811 48.233 55.656 63.078 71.   ],"[1.46940287e-01 4.63105645e-01 2.51014965e-01 1.08371611e-01
 2.33960587e-02 6.19351015e-03 8.14935546e-04 1.33353089e-04
 2.96340199e-05]",0.7290014461122424,0.5487679711337308,1
59,equal-frequency,[ 0.  10.6 12.9 14.7 16.1 17.7 19.7 22.2 26.7 71. ],"[0.10814936 0.09325826 0.12458142 0.15240776 0.06066084 0.11723218
 0.13523485 0.09441399 0.11406134]",0.5484386534557328,0.6283469901222829,1
60,kbins,"[ 0.         11.12222222 18.54444444 25.96666667 33.38888889 40.81111111
 48.23333333 55.65555556 63.07777778 70.5       ]","[1.46940287e-01 4.63105645e-01 2.51014965e-01 1.08371611e-01
 2.33960587e-02 6.19351015e-03 8.14935546e-04 1.33353089e-04
 2.96340199e-05]",0.7338003756803092,0.5497594322865711,1
61,kbins-quantile,[ 0.  10.6 12.9 14.7 16.1 17.7 19.7 22.2 26.7 70.5],"[0.10814936 0.09325826 0.12458142 0.15240776 0.06066084 0.11723218
 0.13523485 0.09441399 0.11406134]",0.5471827566440465,0.6295505667028247,1
62,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.38995407]",0.9517959485623906,0.6152689987231642,1
63,kmeans,"[ 0.          8.59977655 12.08271548 14.96371856 17.50463278 20.44492528
 23.64884693 27.79361786 33.02385517 71.        ]","[0.03938361 0.162024   0.12458142 0.2130686  0.16867684 0.11321677
 0.0819677  0.06651356 0.03056749]",0.5340123248394849,0.6213191096108817,1
64,random-forest,"[ 0.          4.25        6.91666675  9.7833333  13.8499999  17.41666635
 19.98333327 25.94999981 31.91666635 41.5833327  71.        ]","[0.00082975 0.01050526 0.05246703 0.18786487 0.28739072 0.11723218
 0.20477108 0.0927693  0.04016891 0.00600089]",0.5906930254241396,0.5896221028355894,1
65,equal-width,[ 0.  8. 16. 24. 32. 40. 48. 56. 64. 72. 80.],"[1.94251000e-02 3.74781449e-01 4.26744703e-01 1.32878945e-01
 3.72795970e-02 7.58630908e-03 1.14090976e-03 1.33353089e-04
 2.96340199e-05 0.00000000e+00]",0.7531324061129956,0.4636136276429107,1
66,equal-width-data,[ 0.   10.38 17.06 23.74 30.42 37.1  43.78 50.46 57.14 63.82 71.  ],"[1.08149355e-01 4.30908283e-01 2.81893614e-01 1.23929471e-01
 4.05541562e-02 1.08016002e-02 3.25974218e-03 3.85242258e-04
 8.89020596e-05 2.96340199e-05]",0.7083915782723367,0.5128769460035267,1
67,equal-frequency,[ 0.  10.4 12.5 14.1 15.5 16.9 18.4 20.4 22.8 27.3 71. ],"[0.10814936 0.09325826 0.12458142 0.06821751 0.08419025 0.13164913
 0.09768855 0.08379019 0.11139428 0.09708105]",0.5081180621366966,0.619091246026613,1
68,kbins,[ 0.   10.38 17.06 23.74 30.42 37.1  43.78 50.46 57.14 63.82 70.5 ],"[1.08149355e-01 4.30908283e-01 2.81893614e-01 1.23929471e-01
 4.05541562e-02 1.08016002e-02 3.25974218e-03 3.85242258e-04
 8.89020596e-05 2.96340199e-05]",0.7131905078404035,0.5137945983291806,1
69,kbins-quantile,[ 0.  10.4 12.5 14.1 15.5 16.9 18.4 20.4 22.8 27.3 70.5],"[0.10814936 0.09325826 0.12458142 0.06821751 0.08419025 0.13164913
 0.09768855 0.08379019 0.11139428 0.09708105]",0.506980385979023,0.620265485197105,1
70,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.25       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.34371018]",0.8828031559486049,0.6092365461453612,1
71,kmeans,"[ 0.          8.5472973  11.88005279 14.56733961 16.89859773 19.45539681
 22.32195861 26.16777097 30.40469989 35.95887681 71.        ]","[0.03938361 0.10755668 0.17904875 0.15240776 0.17789302 0.13523485
 0.09441399 0.05894207 0.03453845 0.02058083]",0.4940960939397837,0.603063809425552,1
72,random-forest,"[ 0.          4.04999995  6.73999999  9.40999985 12.12000012 16.07000027
 18.70000029 22.32999992 28.08000031 34.37000046 41.55999928 71.        ]","[0.00082975 0.01050526 0.05246703 0.13760557 0.27698918 0.13164913
 0.18147874 0.12907097 0.05568232 0.01772114 0.00600089]",0.551700929220331,0.5748076214948932,1
73,equal-width,"[ 0.          7.27272727 14.54545455 21.81818182 29.09090909 36.36363636
 43.63636364 50.90909091 58.18181818 65.45454545 72.72727273 80.        ]","[1.94251000e-02 3.06563935e-01 4.19706623e-01 1.85938658e-01
 5.13113054e-02 1.32908579e-02 3.25974218e-03 4.14876278e-04
 7.40850496e-05 1.48170099e-05 0.00000000e+00]",0.7249679771236968,0.4290387597889418,1
74,equal-width-data,"[ 0.     9.773 15.845 21.918 27.991 34.064 40.136 46.209 52.282 58.355
 64.427 71.   ]","[6.38020447e-02 3.30404504e-01 3.51489109e-01 1.57223292e-01
 7.33590162e-02 1.65506001e-02 5.46747666e-03 1.39279893e-03
 2.22255149e-04 5.92680397e-05 2.96340199e-05]",0.6781265871469052,0.48148587376349417,1
75,equal-frequency,[ 0.  10.1 12.1 13.8 15.  16.2 17.5 19.  21.  23.4 27.9 71. ],"[0.10814936 0.09325826 0.0502593  0.07432212 0.15240776 0.06066084
 0.07098829 0.09768855 0.11321677 0.0819677  0.09708105]",0.4742256179609181,0.6105436536632385,1
76,kbins,"[ 0.          9.77272727 15.84545455 21.91818182 27.99090909 34.06363636
 40.13636364 46.20909091 52.28181818 58.35454545 64.42727273 70.5       ]","[6.38020447e-02 3.30404504e-01 3.51489109e-01 1.57223292e-01
 7.33590162e-02 1.65506001e-02 5.46747666e-03 1.39279893e-03
 2.22255149e-04 5.92680397e-05 2.96340199e-05]",0.682925516714972,0.4823474028438929,1
77,kbins-quantile,[ 0.  10.1 12.1 13.8 15.  16.2 17.5 19.  21.  23.4 27.9 70.5],"[0.10814936 0.09325826 0.0502593  0.07432212 0.15240776 0.06066084
 0.07098829 0.09768855 0.11321677 0.0819677  0.09708105]",0.47308794180324454,0.6116920441440694,1
78,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.15000057 19.25       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.         0.34371018]",0.8828031559486049,0.6033569199778632,1
79,kmeans,"[ 0.          7.39605943 10.32643443 13.02181516 15.43372583 17.63135696
 20.09925981 22.89849099 26.91022662 31.53551046 37.52559475 71.        ]","[0.0194251  0.08872426 0.14351756 0.14253964 0.14485109 0.16867684
 0.08379019 0.09441399 0.06789154 0.03160468 0.01456512]",0.471469839034254,0.588342202315469,1
80,random-forest,"[ 0.          4.04999995  6.41363645  8.7772727  11.04090925 13.8045454
 17.16818229 19.73181829 23.44999998 30.27727274 38.83181763 47.88636416
 71.        ]","[0.00082975 0.01050526 0.0280486  0.10755668 0.10472663 0.28739072
 0.11723218 0.16466143 0.12392947 0.04415469 0.00966069 0.0013039 ]",0.5230163652025404,0.5493277664071313,1
81,equal-width,"[ 0.          6.66666667 13.33333333 20.         26.66666667 33.33333333
 40.         46.66666667 53.33333333 60.         66.66666667 73.33333333
 80.        ]","[1.13350126e-02 2.40331901e-01 4.04622907e-01 2.29648837e-01
 8.34938509e-02 2.16772855e-02 7.18624981e-03 1.49651800e-03
 1.18536079e-04 7.40850496e-05 1.48170099e-05 0.00000000e+00]",0.7008181135023674,0.3980110062062395,1
82,equal-width-data,"[ 0.     9.267 14.833 20.4   25.967 31.533 37.1   42.667 48.233 53.8
 59.367 64.933 71.   ]","[6.38020447e-02 2.62186991e-01 3.81745444e-01 1.53326419e-01
 9.27692992e-02 3.16046822e-02 9.95703067e-03 3.63016743e-03
 7.70484516e-04 1.18536079e-04 5.92680397e-05 2.96340199e-05]",0.6393307890326885,0.45333448360831996,1
83,equal-frequency,[ 0.  10.  11.9 13.4 14.7 15.8 16.9 18.1 19.7 21.5 24.  28.3 71. ],"[0.06380204 0.08313824 0.10472663 0.07432212 0.06821751 0.08419025
 0.13164913 0.04624389 0.08940584 0.07525559 0.09964439 0.07940436]",0.4281589566248395,0.6029541005870982,1
84,kbins,"[ 0.          9.26666667 14.83333333 20.4        25.96666667 31.53333333
 37.1        42.66666667 48.23333333 53.8        59.36666667 64.93333333
 70.5       ]","[6.38020447e-02 2.62186991e-01 3.81745444e-01 1.53326419e-01
 9.27692992e-02 3.16046822e-02 9.95703067e-03 3.63016743e-03
 7.70484516e-04 1.18536079e-04 5.92680397e-05 2.96340199e-05]",0.6441297186007553,0.4541522407591574,1
85,kbins-quantile,[ 0.  10.  11.9 13.4 14.7 15.8 16.9 18.1 19.7 21.5 24.  28.3 70.5],"[0.06380204 0.08313824 0.10472663 0.07432212 0.06821751 0.08419025
 0.13164913 0.04624389 0.08940584 0.07525559 0.09964439 0.07940436]",0.4271686933836437,0.6040804764606424,1
86,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.15000057 19.25       19.75
 71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.         0.         0.34371018]",0.8828031559486049,0.5971972660462059,1
87,kmeans,"[ 0.          7.24320633 10.09471412 12.65235608 15.07793996 17.42874978
 20.00419973 22.59890601 25.87997321 29.15643693 32.96554252 38.47760314
 71.        ]","[0.0194251  0.08872426 0.09325826 0.19279893 0.14485109 0.16867684
 0.08379019 0.06953623 0.07057342 0.03193066 0.02547044 0.01096459]",0.4362144811090368,0.5734806060197971,1
88,random-forest,"[ 0.          4.25        6.88333344  9.41666651 11.94999981 15.7833333
 18.21666686 20.94999981 24.3166666  28.61666711 32.14999962 39.38333384
 47.45000013 71.        ]","[0.00082975 0.01050526 0.05246703 0.08313824 0.24726626 0.21583938
 0.09768855 0.13720551 0.07565565 0.04296933 0.02754482 0.00758631
 0.0013039 ]",0.47472882668163696,0.53898124073219,1
89,equal-width,"[ 0.          6.15384615 12.30769231 18.46153846 24.61538462 30.76923077
 36.92307692 43.07692308 49.23076923 55.38461538 61.53846154 67.69230769
 73.84615385 80.        ]","[1.13350126e-02 1.90072603e-01 4.08638317e-01 2.34894058e-01
 9.99407320e-02 3.80648985e-02 1.32908579e-02 3.00785302e-03
 5.92680397e-04 1.33353089e-04 1.48170099e-05 1.48170099e-05
 0.00000000e+00]",0.6498244475028887,0.36965955427665875,1
90,equal-width-data,"[ 0.     8.838 13.977 19.115 24.254 29.392 34.531 39.669 44.808 49.946
 55.085 60.223 65.362 71.   ]","[3.93836124e-02 2.12283301e-01 4.04622907e-01 1.88650170e-01
 8.66943251e-02 4.46436509e-02 1.48318269e-02 6.03052304e-03
 2.10401541e-03 5.92680397e-04 1.33353089e-04 1.48170099e-05
 1.48170099e-05]",0.6108210232198166,0.4276255697899146,1
91,equal-frequency,[ 0.   9.8 11.6 13.  14.3 15.4 16.4 17.4 18.7 20.2 22.  24.6 28.8 71. ],"[0.06380204 0.08313824 0.05446733 0.12458142 0.06821751 0.08419025
 0.06066084 0.07098829 0.09768855 0.03796118 0.09924433 0.07565565
 0.07940436]",0.40933368095967926,0.5954270352994011,1
92,kbins,"[ 0.          8.83846154 13.97692308 19.11538462 24.25384615 29.39230769
 34.53076923 39.66923077 44.80769231 49.94615385 55.08461538 60.22307692
 65.36153846 70.5       ]","[3.93836124e-02 2.12283301e-01 4.04622907e-01 1.88650170e-01
 8.66943251e-02 4.46436509e-02 1.48318269e-02 6.03052304e-03
 2.10401541e-03 5.92680397e-04 1.33353089e-04 1.48170099e-05
 1.48170099e-05]",0.6161283230783099,0.4284077638537638,1
93,kbins-quantile,[ 0.   9.8 11.6 13.  14.3 15.4 16.4 17.4 18.7 20.2 22.  24.6 28.8 70.5],"[0.06380204 0.08313824 0.05446733 0.12458142 0.06821751 0.08419025
 0.06066084 0.07098829 0.09768855 0.03796118 0.09924433 0.07565565
 0.07940436]",0.40834341771848337,0.5965323970308597,1
94,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.15000057 19.25       19.75
 20.75       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.         0.         0.05144466
 0.29226552]",0.8155826927579046,0.5905056279973946,1
95,kmeans,"[ 0.          7.3205582  10.20425562 12.60627904 14.63134345 16.4527522
 18.4553828  20.82137751 23.25961391 26.43879908 29.76627198 33.45490868
 38.72465315 71.        ]","[0.0194251  0.08872426 0.09325826 0.12458142 0.15240776 0.13164913
 0.09768855 0.11321677 0.06498741 0.04569566 0.03779819 0.0196029
 0.01096459]",0.3818276286969776,0.5637766792454271,1
96,random-forest,"[ 0.          4.14999986  6.45000005  8.8499999  11.1500001  14.1500001
 16.55000019 18.84999943 21.94999981 27.05000019 30.84999943 35.85000038
 42.45000076 48.25       71.        ]","[0.00082975 0.01050526 0.0280486  0.10755668 0.17904875 0.15240776
 0.13164913 0.13564973 0.15722329 0.04196177 0.03453845 0.01597274
 0.00363017 0.00097792]",0.45024737721763997,0.5194338527475453,1
97,equal-width,"[ 0.          5.71428571 11.42857143 17.14285714 22.85714286 28.57142857
 34.28571429 40.         45.71428571 51.42857143 57.14285714 62.85714286
 68.57142857 74.28571429 80.        ]","[3.79315454e-03 1.43147133e-01 3.92117351e-01 2.52467032e-01
 1.29070973e-01 5.56823233e-02 1.48318269e-02 6.53430138e-03
 1.91139428e-03 3.25974218e-04 8.89020596e-05 1.48170099e-05
 1.48170099e-05 0.00000000e+00]",0.6458683279778279,0.343399926690939,1
98,equal-width-data,"[ 0.     8.471 13.243 18.014 22.786 27.557 32.329 37.1   41.871 46.643
 51.414 56.186 60.957 65.729 71.   ]","[3.93836124e-02 2.12283301e-01 3.58379019e-01 1.81478738e-01
 1.11394281e-01 6.06460216e-02 2.18699067e-02 8.56423174e-03
 4.29693288e-03 1.25944584e-03 2.96340199e-04 1.18536079e-04
 1.48170099e-05 1.48170099e-05]",0.5675029626602746,0.40382660268381354,1
99,equal-frequency,"[ 0.   9.6 11.4 12.8 14.  15.  15.9 16.9 17.9 19.2 20.7 22.5 25.2 29.1
 71. ]","[0.06380204 0.08313824 0.05446733 0.0502593  0.07432212 0.06821751
 0.08419025 0.06066084 0.11723218 0.05144466 0.08379019 0.06953623
 0.07057342 0.06836568]",0.4006044957079469,0.5883015634220471,1
100,kbins,"[ 0.          8.47142857 13.24285714 18.01428571 22.78571429 27.55714286
 32.32857143 37.1        41.87142857 46.64285714 51.41428571 56.18571429
 60.95714286 65.72857143 70.5       ]","[3.93836124e-02 2.12283301e-01 3.58379019e-01 1.81478738e-01
 1.11394281e-01 6.06460216e-02 2.18699067e-02 8.56423174e-03
 4.29693288e-03 1.25944584e-03 2.96340199e-04 1.18536079e-04
 1.48170099e-05 1.48170099e-05]",0.5728102625187679,0.4045767368865315,1
101,kbins-quantile,"[ 0.   9.6 11.4 12.8 14.  15.  15.9 16.9 17.9 19.2 20.7 22.5 25.2 29.1
 70.5]","[0.06380204 0.08313824 0.05446733 0.0502593  0.07432212 0.06821751
 0.08419025 0.06066084 0.11723218 0.05144466 0.08379019 0.06953623
 0.07057342 0.06836568]",0.39972401290192816,0.5893877430473338,1
102,decision-tree,"[ 0.          4.25        6.35000014  6.75        6.95000005 10.1500001
 12.44999981 18.25       18.44999981 19.15000057 19.25       19.75
 20.75       28.25       71.        ]","[0.00082975 0.01050526 0.         0.         0.09681434 0.09325826
 0.40863832 0.         0.04624389 0.         0.         0.05144466
 0.21286116 0.07940436]",0.6778635344784527,0.5783832188024784,1
103,kmeans,"[ 0.          6.39558233  9.18792348 11.35776722 13.38042652 15.31548314
 17.17341021 19.13235294 21.13017078 23.13488789 25.82001562 28.77369915
 32.5562528  37.98225508 71.        ]","[0.01133501 0.05246703 0.08313824 0.10472663 0.14253964 0.14485109
 0.11723218 0.08940584 0.07525559 0.04010965 0.05953475 0.04296933
 0.02186991 0.01456512]",0.36688535858111604,0.5589359559087987,1
