ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
17,equal-width,[0.0e+00 5.0e+07 1.0e+08 1.5e+08 2.0e+08],[9.99985183e-01 0.00000000e+00 0.00000000e+00 1.48170099e-05],0.8635878312703313,0.6726052927037698,1
18,equal-width-data,[0.00000000e+00 4.14468185e+07 1.65557393e+08],[0.99998518 0.        ],0.8635073238474227,0.5294118642767106,1
19,equal-frequency,"[0.00000000e+00 8.61640500e+05 1.19870050e+06 1.67477400e+06
 1.65557393e+08]",[0.25319307 0.24536968 0.25163728 0.24978515],0.7907150740101974,0.9379090624974248,1
20,kbins,"[0.00000000e+00 4.14468185e+07 8.28170100e+07 1.24187202e+08
 1.65557393e+08]",[0.99998518 0.         0.         0.        ],0.8635073238474227,0.723320688474418,1
21,kbins-quantile,"[0.00000000e+00 8.61640500e+05 1.19870050e+06 1.67477400e+06
 1.65557393e+08]",[0.25319307 0.24536968 0.25163728 0.24978515],0.7907150740101974,0.9379090624974248,1
22,decision-tree,"[0.00000000e+00 9.45639500e+05 1.27153700e+06 1.98085450e+06
 1.65557393e+08]",[0.31170544 0.23960587 0.29596977 0.1527041 ],0.7176927161096991,0.9379556788339835,1
23,kmeans,"[0.00000000e+00 1.01583036e+06 2.21052065e+06 6.10280742e+06
 1.65557393e+08]",[0.3682916  0.51764706 0.11007557 0.00397096],0.7162559921762228,0.9381220371348941,1
24,random-forest,"[0.00000000e+00 7.06486500e+05 9.53168250e+05 1.27723700e+06
 1.79336250e+06 1.65557393e+08]",[0.1345829  0.18836865 0.22835976 0.24126537 0.2074085 ],0.74315374164226,0.5366219620938666,1
25,equal-width,[0.0e+00 4.0e+07 8.0e+07 1.2e+08 1.6e+08 2.0e+08],"[9.99985183e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48170099e-05]",0.8635878312703313,0.5509553785826826,1
26,equal-width-data,[0.00000000e+00 3.31727802e+07 6.62689334e+07 1.65557393e+08],[9.99970366e-01 1.48170099e-05 0.00000000e+00],0.8635832322819704,0.5215390688045197,1
27,equal-frequency,"[0.00000000e+00 7.91437400e+05 1.05577300e+06 1.35498120e+06
 1.82217600e+06 1.65557393e+08]",[0.20219292 0.19742184 0.20038524 0.20071122 0.19927397],0.7346196588023652,0.5366633230117007,1
28,kbins,"[0.00000000e+00 3.31727802e+07 6.62689334e+07 9.93650866e+07
 1.32461240e+08 1.65557393e+08]","[9.99970366e-01 1.48170099e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.8635832322819704,0.6142952541971108,1
29,kbins-quantile,"[0.00000000e+00 7.91437400e+05 1.05577300e+06 1.35498120e+06
 1.82217600e+06 1.65557393e+08]",[0.20219292 0.19742184 0.20038524 0.20071122 0.19927397],0.7346196588023652,0.5366633230117007,1
30,decision-tree,"[0.00000000e+00 9.45639500e+05 1.27140400e+06 1.27153700e+06
 1.98085450e+06 1.65557393e+08]",[0.31170544 0.23960587 0.         0.29596977 0.1527041 ],0.7176927161096991,0.5368786957033194,1
31,kmeans,"[0.00000000e+00 9.16767718e+05 1.79461704e+06 3.50448672e+06
 1.05379097e+07 1.65557393e+08]",[0.28561268 0.50696399 0.1835383  0.02309972 0.00077048],0.594042484941913,0.5485876487756016,1
32,random-forest,"[0.00000000e+00 3.25099500e+05 9.40465800e+05 1.22524920e+06
 1.36771120e+06 1.95302330e+06 1.65557393e+08]",[0.00511187 0.30659357 0.20616388 0.08893169 0.23471625 0.15846792],0.6945849700207573,0.5360217868841832,1
33,equal-width,"[0.00000000e+00 3.33333333e+07 6.66666667e+07 1.00000000e+08
 1.33333333e+08 1.66666667e+08 2.00000000e+08]","[9.99970366e-01 1.48170099e-05 0.00000000e+00 0.00000000e+00
 1.48170099e-05 0.00000000e+00]",0.863663739704879,0.47187525538055475,1
34,equal-width-data,[0.00000000e+00 2.76567547e+07 5.52368823e+07 1.65557393e+08],[9.99940732e-01 4.44510298e-05 0.00000000e+00],0.8637136451529741,0.5271256268914692,1
35,equal-frequency,"[0.00000000e+00 7.54072000e+05 9.65611667e+05 1.19870050e+06
 1.48500200e+06 1.92637833e+06 1.65557393e+08]",[0.16775819 0.16477997 0.1660246  0.16809898 0.16627649 0.16704697],0.6900658161491164,0.5361821965443532,1
36,kbins,"[0.00000000e+00 2.76567547e+07 5.52368823e+07 8.28170100e+07
 1.10397138e+08 1.37977265e+08 1.65557393e+08]","[9.99940732e-01 4.44510298e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",0.8637136451529741,0.5453355840197528,1
37,kbins-quantile,"[0.00000000e+00 7.54072000e+05 9.65611667e+05 1.19870050e+06
 1.48500200e+06 1.92637833e+06 1.65557393e+08]",[0.16775819 0.16477997 0.1660246  0.16809898 0.16627649 0.16704697],0.6900658161491164,0.5361821965443487,1
38,decision-tree,"[0.00000000e+00 7.74934000e+05 9.45639500e+05 1.27140400e+06
 1.27153700e+06 1.98085450e+06 1.65557393e+08]",[0.18758335 0.12412209 0.23960587 0.         0.29596977 0.1527041 ],0.7041834521525812,0.5358891365833569,1
39,kmeans,"[0.00000000e+00 8.58339505e+05 1.59018027e+06 2.72970806e+06
 5.51513828e+06 1.57574929e+07 1.65557393e+08]","[2.44184324e-01 4.76026078e-01 2.22892280e-01 5.11631353e-02
 5.46747666e-03 2.51889169e-04]",0.5995777764228072,0.5408836561320719,1
40,random-forest,"[0.00000000e+00 2.46952500e+05 8.38514333e+05 9.60180833e+05
 1.27265800e+06 1.44411717e+06 1.96365317e+06 1.65557393e+08]","[0.00176322 0.2243888  0.10638613 0.21877315 0.09811824 0.19377686
 0.15677878]",0.6864921663339769,0.5358761769518043,1
41,equal-width,"[0.00000000e+00 2.85714286e+07 5.71428571e+07 8.57142857e+07
 1.14285714e+08 1.42857143e+08 1.71428571e+08 2.00000000e+08]","[9.99955549e-01 2.96340199e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.863730645229325,0.4114647087977784,1
42,equal-width-data,[0.00000000e+00 2.37167364e+07 4.73568459e+07 1.65557393e+08],[9.99911098e-01 7.40850496e-05 0.00000000e+00],0.8638346051677122,0.5305177666348437,1
43,equal-frequency,"[0.00000000e+00 7.19739000e+05 9.15235429e+05 1.10605786e+06
 1.31404000e+06 1.58173100e+06 2.03897143e+06 1.65557393e+08]","[0.14022818 0.1453845  0.14239147 0.14416951 0.14365091 0.14050971
 0.14365091]",0.6516703652353983,0.5359340312060064,1
44,kbins,"[0.00000000e+00 2.37167364e+07 4.73568459e+07 7.09969553e+07
 9.46370647e+07 1.18277174e+08 1.41917284e+08 1.65557393e+08]","[9.99911098e-01 7.40850496e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.8638346051677122,0.4935221535605112,1
45,kbins-quantile,"[0.00000000e+00 7.19739000e+05 9.15235429e+05 1.10605786e+06
 1.31404000e+06 1.58173100e+06 2.03897143e+06 1.65557393e+08]","[0.14022818 0.1453845  0.14239147 0.14416951 0.14365091 0.14050971
 0.14365091]",0.6516703652353983,0.535934031206016,1
46,decision-tree,"[0.00000000e+00 7.74934000e+05 9.45639500e+05 1.27140400e+06
 1.27153700e+06 1.36775300e+06 1.98085450e+06 1.65557393e+08]","[0.18758335 0.12412209 0.23960587 0.         0.0554897  0.24048007
 0.1527041 ]",0.688489687060881,0.5358826495548639,1
47,kmeans,"[0.00000000e+00 7.91453125e+05 1.39547787e+06 2.21028587e+06
 3.65005898e+06 6.83677964e+06 1.72242917e+07 1.65557393e+08]","[2.02192917e-01 4.18195288e-01 2.65550452e-01 9.24729590e-02
 1.88176026e-02 2.51889169e-03 2.37072159e-04]",0.524267339249813,0.5379958516450517,1
48,random-forest,"[0.00000000e+00 2.78948500e+05 7.78337714e+05 9.45718214e+05
 1.16772100e+06 1.28574629e+06 1.45303179e+06 1.96919257e+06
 1.65557393e+08]","[0.00257816 0.18500519 0.12412209 0.1720403  0.0714328  0.10042969
 0.18759816 0.15677878]",0.6695933578237511,0.5357251540745567,1
49,equal-width,"[0.00e+00 2.50e+07 5.00e+07 7.50e+07 1.00e+08 1.25e+08 1.50e+08 1.75e+08
 2.00e+08]","[9.99940732e-01 4.44510298e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.8637941525758827,0.36148888977061533,1
50,equal-width-data,[0.00000000e+00 2.07617228e+07 4.14468185e+07 1.65557393e+08],[9.99881464e-01 1.03719069e-04 0.00000000e+00],0.8638906458594267,0.5327270383304705,1
51,equal-frequency,"[0.00000000e+00 6.86398750e+05 8.61640500e+05 1.02503812e+06
 1.19870050e+06 1.40191500e+06 1.67477400e+06 2.12762000e+06
 1.65557393e+08]","[0.1243888  0.12880427 0.12179582 0.12357386 0.1280486  0.12358868
 0.12440362 0.12538154]",0.6181907235161385,0.5357637746796373,1
52,kbins,"[0.00000000e+00 2.07617228e+07 4.14468185e+07 6.21319142e+07
 8.28170100e+07 1.03502106e+08 1.24187202e+08 1.44872297e+08
 1.65557393e+08]","[9.99881464e-01 1.03719069e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.8638906458594267,0.451160134757856,1
53,kbins-quantile,"[0.00000000e+00 6.86398750e+05 8.61640500e+05 1.02503812e+06
 1.19870050e+06 1.40191500e+06 1.67477400e+06 2.12762000e+06
 1.65557393e+08]","[0.1243888  0.12880427 0.12179582 0.12357386 0.1280486  0.12358868
 0.12440362 0.12538154]",0.6181907235161385,0.5357637746796373,1
54,decision-tree,"[0.00000000e+00 7.74934000e+05 9.45639500e+05 1.27140400e+06
 1.27153700e+06 1.36775300e+06 1.98026550e+06 1.98085450e+06
 1.65557393e+08]","[0.18758335 0.12412209 0.23960587 0.         0.0554897  0.24048007
 0.         0.1527041 ]",0.688489687060881,0.535869051778353,1
55,kmeans,"[0.00000000e+00 7.40758201e+05 1.23113095e+06 1.78049487e+06
 2.56663960e+06 3.95296541e+06 7.07135561e+06 1.72242917e+07
 1.65557393e+08]","[1.57238109e-01 3.67624833e-01 2.64735516e-01 1.41576530e-01
 5.35634909e-02 1.26685435e-02 2.34108757e-03 2.37072159e-04]",0.4687324345074795,0.5364380732034308,1
56,random-forest,"[0.00000000e+00 7.88595000e+04 7.70230312e+05 8.86335750e+05
 9.59774312e+05 1.25915850e+06 1.36560362e+06 1.73691825e+06
 1.98023106e+06 1.65557393e+08]","[0.         0.18758335 0.08002667 0.05534153 0.21668395 0.06716551
 0.16720996 0.07327011 0.1527041 ]",0.6586362464412803,0.5354271390511293,1
57,equal-width,"[0.00000000e+00 2.22222222e+07 4.44444444e+07 6.66666667e+07
 8.88888889e+07 1.11111111e+08 1.33333333e+08 1.55555556e+08
 1.77777778e+08 2.00000000e+08]","[9.99881464e-01 1.03719069e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.48170099e-05
 0.00000000e+00]",0.8639711532823353,0.3181431059437243,1
58,equal-width-data,[0.00000000e+00 1.84633788e+07 3.68501306e+07 1.65557393e+08],[9.99837013e-01 1.48170099e-04 0.00000000e+00],0.8640596105475054,0.5342439601647292,1
59,equal-frequency,"[0.00000000e+00 6.68268000e+05 8.28326111e+05 9.65611667e+05
 1.12506600e+06 1.28600444e+06 1.48500200e+06 1.74505500e+06
 2.23394400e+06 1.65557393e+08]","[0.10831234 0.11262409 0.11160172 0.11174989 0.1108905  0.11148318
 0.11109794 0.11139428 0.11083123]",0.5879708069900905,0.5356516361568331,1
60,kbins,"[0.00000000e+00 1.84633788e+07 3.68501306e+07 5.52368823e+07
 7.36236341e+07 9.20103859e+07 1.10397138e+08 1.28783889e+08
 1.47170641e+08 1.65557393e+08]","[9.99837013e-01 1.48170099e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.8640596105475054,0.4147358484662499,1
61,kbins-quantile,"[0.00000000e+00 6.68268000e+05 8.28326111e+05 9.65611667e+05
 1.12506600e+06 1.28600444e+06 1.48500200e+06 1.74505500e+06
 2.23394400e+06 1.65557393e+08]","[0.10831234 0.11262409 0.11160172 0.11174989 0.1108905  0.11148318
 0.11109794 0.11139428 0.11083123]",0.5879708069900905,0.53565163615682,1
62,decision-tree,"[0.00000000e+00 7.74934000e+05 9.45639500e+05 1.27140400e+06
 1.27153700e+06 1.36775300e+06 1.36943450e+06 1.98026550e+06
 1.98085450e+06 1.65557393e+08]","[0.18758335 0.12412209 0.23960587 0.         0.0554897  0.
 0.24048007 0.         0.1527041 ]",0.688489687060881,0.5358625490714156,1
63,kmeans,"[0.00000000e+00 7.40082103e+05 1.22821529e+06 1.77353406e+06
 2.54115647e+06 3.83176157e+06 6.54951902e+06 1.35206963e+07
 2.69213443e+07 1.65557393e+08]","[1.57238109e-01 3.60631205e-01 2.68662024e-01 1.43413839e-01
 5.25263002e-02 1.42835976e-02 2.78559787e-03 4.00059268e-04
 4.44510298e-05]",0.4641692966280949,0.5343149435881872,1
64,random-forest,"[0.00000000e+00 7.88595000e+04 6.55872611e+05 7.99735333e+05
 9.39030667e+05 1.00497967e+06 1.27692350e+06 1.37056817e+06
 1.75280911e+06 1.98091783e+06 1.65557393e+08]","[0.         0.10108164 0.10111128 0.10007409 0.05989035 0.18915395
 0.05917914 0.17091421 0.06587643 0.1527041 ]",0.6460905546340806,0.5353919079165103,1
65,equal-width,"[0.0e+00 2.0e+07 4.0e+07 6.0e+07 8.0e+07 1.0e+08 1.2e+08 1.4e+08 1.6e+08
 1.8e+08 2.0e+08]","[9.99881464e-01 1.03719069e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.48170099e-05 0.00000000e+00]",0.8639711532823353,0.2793766406154575,1
66,equal-width-data,"[0.00000000e+00 1.66247036e+07 3.31727802e+07 4.97208568e+07
 1.65557393e+08]",[9.99748111e-01 2.22255149e-04 1.48170099e-05 0.00000000e+00],0.8644034210076836,0.8797901661838342,1
67,equal-frequency,"[0.00000000e+00 6.53463200e+05 7.91437400e+05 9.33179300e+05
 1.05577300e+06 1.19870050e+06 1.35498120e+06 1.54610410e+06
 1.82217600e+06 2.29938000e+06 1.65557393e+08]","[0.10108164 0.10111128 0.10007409 0.09734776 0.09894799 0.10143725
 0.0993925  0.10131871 0.09856275 0.10071122]",0.5631421917262476,0.5355469557184712,1
68,kbins,"[0.00000000e+00 1.66247036e+07 3.31727802e+07 4.97208568e+07
 6.62689334e+07 8.28170100e+07 9.93650866e+07 1.15913163e+08
 1.32461240e+08 1.49009316e+08 1.65557393e+08]","[9.99748111e-01 2.22255149e-04 1.48170099e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",0.8644034210076836,0.38237103782727533,1
69,kbins-quantile,"[0.00000000e+00 6.53463200e+05 7.91437400e+05 9.33179300e+05
 1.05577300e+06 1.19870050e+06 1.35498120e+06 1.54610410e+06
 1.82217600e+06 2.29938000e+06 1.65557393e+08]","[0.10108164 0.10111128 0.10007409 0.09734776 0.09894799 0.10143725
 0.0993925  0.10131871 0.09856275 0.10071122]",0.5631421917262476,0.5355469557184712,1
70,decision-tree,"[0.00000000e+00 7.74934000e+05 9.45639500e+05 1.27140400e+06
 1.27153700e+06 1.32848950e+06 1.36775300e+06 1.36943450e+06
 1.98026550e+06 1.98085450e+06 1.65557393e+08]","[0.18758335 0.12412209 0.23960587 0.         0.02806342 0.02742629
 0.         0.24048007 0.         0.1527041 ]",0.6849916392061774,0.5358564294860237,1
71,kmeans,"[0.00000000e+00 6.64378640e+05 1.06304740e+06 1.50162715e+06
 2.06299053e+06 2.89484418e+06 4.36715326e+06 7.37934807e+06
 1.40965167e+07 2.69213443e+07 1.65557393e+08]","[1.08312343e-01 2.98859090e-01 2.70884575e-01 1.85094088e-01
 9.21173507e-02 3.31160172e-02 9.15691214e-03 2.05956438e-03
 3.40791228e-04 4.44510298e-05]",0.4388144823518504,0.5335172840986522,1
72,random-forest,"[0.00000000e+00 9.15800000e+04 6.91771000e+05 7.94057500e+05
 9.36253500e+05 9.56507500e+05 1.24471375e+06 1.34671050e+06
 1.42433025e+06 1.79534800e+06 2.00172600e+06 1.65557393e+08]","[4.44510298e-05 1.29589569e-01 7.25588976e-02 1.00074085e-01
 2.06845459e-02 2.09230997e-01 6.06163876e-02 4.59327308e-02
 1.53845014e-01 5.83493851e-02 1.49059120e-01]",0.6387484825844223,0.5353810064735518,1
73,equal-width,"[0.00000000e+00 1.81818182e+07 3.63636364e+07 5.45454545e+07
 7.27272727e+07 9.09090909e+07 1.09090909e+08 1.27272727e+08
 1.45454545e+08 1.63636364e+08 1.81818182e+08 2.00000000e+08]","[9.99807379e-01 1.62987109e-04 1.48170099e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.48170099e-05 0.00000000e+00]",0.8642707892942001,0.24396765109103524,1
74,equal-width-data,"[0.00000000e+00 1.51203330e+07 3.01640390e+07 4.52077450e+07
 1.65557393e+08]",[9.99733294e-01 2.22255149e-04 2.96340199e-05 0.00000000e+00],0.8644703245626462,0.8883246335687928,1
75,equal-frequency,"[0.00000000e+00 6.34392727e+05 7.69196000e+05 8.93404182e+05
 1.00730227e+06 1.13598754e+06 1.26241700e+06 1.42099273e+06
 1.61129500e+06 1.88100000e+06 2.35300664e+06 1.65557393e+08]","[0.09113943 0.08644244 0.09623648 0.08833901 0.0914654  0.09396948
 0.09113943 0.08983553 0.09116906 0.08961328 0.09063565]",0.5377811491120905,0.5354710356652372,1
76,kbins,"[0.00000000e+00 1.51203330e+07 3.01640390e+07 4.52077450e+07
 6.02514510e+07 7.52951570e+07 9.03388630e+07 1.05382569e+08
 1.20426275e+08 1.35469981e+08 1.50513687e+08 1.65557393e+08]","[9.99733294e-01 2.22255149e-04 2.96340199e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.8644703245626462,0.35295453314421854,1
77,kbins-quantile,"[0.00000000e+00 6.34392727e+05 7.69196000e+05 8.93404182e+05
 1.00730227e+06 1.13598755e+06 1.26241700e+06 1.42099273e+06
 1.61129500e+06 1.88100000e+06 2.35300664e+06 1.65557393e+08]","[0.09113943 0.08644244 0.09623648 0.08833901 0.0914654  0.09396948
 0.09113943 0.08983553 0.09116906 0.08961328 0.09063565]",0.5377811491120905,0.5354710356648432,1
78,decision-tree,"[0.00000000e+00 7.74934000e+05 9.45639500e+05 1.27140400e+06
 1.27153700e+06 1.32429050e+06 1.32848950e+06 1.36775300e+06
 1.36943450e+06 1.98026550e+06 1.98085450e+06 1.65557393e+08]","[0.18758335 0.12412209 0.23960587 0.         0.02806342 0.
 0.02742629 0.         0.24048007 0.         0.1527041 ]",0.6849916392061774,0.5358503486041628,1
79,kmeans,"[0.00000000e+00 6.36984897e+05 1.00144644e+06 1.38413299e+06
 1.84496812e+06 2.49446668e+06 3.45987289e+06 5.01277109e+06
 7.83099260e+06 1.42486270e+07 2.69213443e+07 1.65557393e+08]","[9.11394281e-02 2.71017929e-01 2.52378130e-01 1.92324789e-01
 1.17987850e-01 4.99481405e-02 1.79137650e-02 5.49711068e-03
 1.42243295e-03 3.11157208e-04 4.44510298e-05]",0.4241337091480415,0.5331234013537985,1
80,random-forest,"[0.00000000e+00 7.88595000e+04 6.19732500e+05 7.71447500e+05
 8.41624000e+05 9.44252500e+05 9.65285500e+05 1.24726450e+06
 1.34963650e+06 1.43476600e+06 1.92334150e+06 2.03802550e+06
 1.65557393e+08]","[0.         0.08261965 0.1049637  0.04753297 0.07658912 0.02083272
 0.19964439 0.06061639 0.05108905 0.18905023 0.02339606 0.14365091]",0.6299173490158942,0.5352441936141692,1
81,equal-width,"[0.00000000e+00 1.66666667e+07 3.33333333e+07 5.00000000e+07
 6.66666667e+07 8.33333333e+07 1.00000000e+08 1.16666667e+08
 1.33333333e+08 1.50000000e+08 1.66666667e+08 1.83333333e+08
 2.00000000e+08]","[9.99748111e-01 2.22255149e-04 1.48170099e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.48170099e-05 0.00000000e+00 0.00000000e+00]",0.8644839284305922,0.21113368534737598,1
82,equal-width-data,"[0.00000000e+00 1.38666908e+07 2.76567547e+07 4.14468185e+07
 1.65557393e+08]",[9.99555490e-01 3.85242258e-04 4.44510298e-05 0.00000000e+00],0.8649328817184074,0.8952239888066355,1
83,equal-frequency,"[0.00000000e+00 6.16760583e+05 7.54072000e+05 8.61640500e+05
 9.65611667e+05 1.08028300e+06 1.19870050e+06 1.33119700e+06
 1.48500200e+06 1.67477400e+06 1.92637833e+06 2.41870000e+06
 1.65557393e+08]","[0.08261965 0.08513854 0.08543488 0.07934509 0.08662024 0.07940436
 0.08721292 0.08088606 0.0835383  0.08273818 0.08312343 0.08392354]",0.5175723726376396,0.5354044437658483,1
84,kbins,"[0.00000000e+00 1.38666908e+07 2.76567547e+07 4.14468185e+07
 5.52368823e+07 6.90269462e+07 8.28170100e+07 9.66070738e+07
 1.10397138e+08 1.24187202e+08 1.37977265e+08 1.51767329e+08
 1.65557393e+08]","[9.99555490e-01 3.85242258e-04 4.44510298e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.8649328817184074,0.32577948154354386,1
85,kbins-quantile,"[0.00000000e+00 6.16760583e+05 7.54072000e+05 8.61640500e+05
 9.65611667e+05 1.08028300e+06 1.19870050e+06 1.33119700e+06
 1.48500200e+06 1.67477400e+06 1.92637833e+06 2.41870000e+06
 1.65557393e+08]","[0.08261965 0.08513854 0.08543488 0.07934509 0.08662024 0.07940436
 0.08721292 0.08088606 0.0835383  0.08273818 0.08312343 0.08392354]",0.5175723726376396,0.5354044437653832,1
86,decision-tree,"[0.00000000e+00 7.74934000e+05 9.45639500e+05 1.27140400e+06
 1.27153700e+06 1.32250450e+06 1.32429050e+06 1.32848950e+06
 1.36775300e+06 1.36943450e+06 1.98026550e+06 1.98085450e+06
 1.65557393e+08]","[0.18758335 0.12412209 0.23960587 0.         0.02806342 0.
 0.         0.02742629 0.         0.24048007 0.         0.1527041 ]",0.6849916392061774,0.5358442841925075,1
87,kmeans,"[0.00000000e+00 6.39867776e+05 1.00362146e+06 1.36888852e+06
 1.77395830e+06 2.27780390e+06 2.96807529e+06 4.06066832e+06
 5.75875018e+06 8.58142912e+06 1.50071327e+07 2.69213443e+07
 1.65557393e+08]","[9.11394281e-02 2.71017929e-01 2.44643651e-01 1.79730330e-01
 1.09556971e-01 6.27648541e-02 2.68632390e-02 9.51252037e-03
 3.39309527e-03 1.11127574e-03 2.07438139e-04 4.44510298e-05]",0.3798990357773687,0.5328370496249233,1
88,random-forest,"[0.00000000e+00 7.88595000e+04 5.38148875e+05 7.68611750e+05
 8.11858125e+05 9.44727500e+05 9.65067000e+05 1.21646550e+06
 1.27404975e+06 1.36601450e+06 1.54243425e+06 1.90810350e+06
 2.02288250e+06 1.65557393e+08]","[0.         0.04614017 0.1314417  0.03799081 0.09613276 0.02083272
 0.17784857 0.04092458 0.0554897  0.0925915  0.1272633  0.02775226
 0.14557712]",0.6146226502861738,0.535196607248996,1
89,equal-width,"[0.00000000e+00 1.53846154e+07 3.07692308e+07 4.61538462e+07
 6.15384615e+07 7.69230769e+07 9.23076923e+07 1.07692308e+08
 1.23076923e+08 1.38461538e+08 1.53846154e+08 1.69230769e+08
 1.84615385e+08 2.00000000e+08]","[9.99733294e-01 2.22255149e-04 2.96340199e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.48170099e-05 0.00000000e+00
 0.00000000e+00]",0.8645508319855547,0.18034527009224188,1
90,equal-width-data,"[0.00000000e+00 1.28059167e+07 2.55352064e+07 3.82644961e+07
 1.65557393e+08]",[9.99451771e-01 4.88961328e-04 4.44510298e-05 0.00000000e+00],0.8652712032652798,0.9008787672774824,1
91,equal-frequency,"[0.00000000e+00 6.01673000e+05 7.41663538e+05 8.39845308e+05
 9.40738231e+05 1.03696300e+06 1.14285000e+06 1.25352500e+06
 1.38703215e+06 1.53155492e+06 1.72350900e+06 1.97846561e+06
 2.47757369e+06 1.65557393e+08]","[0.07829308 0.07894503 0.06891391 0.08555342 0.07150689 0.08026374
 0.07615943 0.07489999 0.07953771 0.07575937 0.07547785 0.07741888
 0.07725589]",0.49752739167115223,0.5353615731714592,1
