passenger_count_ID,trip_distance_ID,duration_ID,passenger_count_bins,trip_distance_bins,duration_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
14,31,11,[0.   1.5  1.83 2.17 5.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0.    8.12 13.68 30.  ],0.3581647258913742,0.7197869526211825,0.9308491001979788,1.0,1,1
14,31,17,[0.   1.5  1.83 2.17 5.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0.   7.5 15.  22.5 30. ],0.3580939657882396,0.7363351391952024,0.9420169812219288,1.0,1,1
36,0,0,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[ 0.   0.5  1.5  3.   5.  10. ],[ 0.  3.  8. 15. 25. 30.],0.6055475684201682,0.723709075391743,0.8813922682289448,3.0,1,1
36,0,9,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[ 0.   0.5  1.5  3.   5.  10. ],[ 0. 10. 20. 30.],0.6062598236834933,0.6515935099431618,0.8639479543828291,2.333333333333333,1,1
36,0,10,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[ 0.   0.5  1.5  3.   5.  10. ],[ 0.    9.99 19.97 30.  ],0.6062581276498061,0.6516075257757578,0.8641310725202082,2.0,1,1
36,0,11,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[ 0.   0.5  1.5  3.   5.  10. ],[ 0.    8.12 13.68 30.  ],0.6060479772431722,0.6541346722545538,0.8652591345296988,2.0,1,1
36,0,17,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[ 0.   0.5  1.5  3.   5.  10. ],[ 0.   7.5 15.  22.5 30. ],0.6059772171400376,0.6706828588285738,0.8764270155536487,2.0,1,1
36,31,0,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0.  3.  8. 15. 25. 30.],0.6159558116171996,0.6840074391055571,0.8283745021261696,2.0,1,1
36,31,1,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0. 15. 30.],0.617111402197823,0.6042266113524152,0.7712771479255659,1.3333333333333333,1,1
36,31,2,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0.   14.98 30.  ],0.6171093511803408,0.6042334509056961,0.7716635942214971,1.0,1,1
36,31,3,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0.   10.65 30.  ],0.6167345277354755,0.605673599179798,0.7726884191618494,1.0,1,1
36,31,9,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0. 10. 20. 30.],0.6166680668805247,0.6118918736569758,0.8109301882800538,1.3333333333333333,1,1
36,31,10,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0.    9.99 19.97 30.  ],0.6166663708468375,0.6119058894895718,0.811113306417433,1.0,1,1
36,31,11,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0.    8.12 13.68 30.  ],0.6164562204402035,0.6144330359683678,0.8122413684269235,1.0,1,1
36,31,17,[0.   0.86 1.71 2.57 3.43 4.29 5.14 6.  ],[0.   0.76 1.45 2.19 3.11 6.  ],[ 0.   7.5 15.  22.5 30. ],0.616385460337069,0.6309812225423878,0.8234092494508735,1.0,1,1
