temperature_ID,humidity_ID,ph_ID,rainfall_ID,temperature_bins,humidity_bins,ph_bins,rainfall_bins,utility,l2_norm,KLDiv,gpt_semantics,Estimated,Explored
8,13,69,26,[ 0.   26.83 27.   44.  ],[ 0.   65.44 84.97 99.98],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.    75.88 131.55 187.22 242.89 299.  ],0.17,0.6125264920491736,0.8603271781219043,1.0,1,1
8,21,69,12,[ 0.   26.83 27.   44.  ],[ 0.   60.26 80.47 89.95 99.98],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.   112.99 205.78 298.56],0.1705681818181818,0.5374963566636886,0.8221319711776718,1.0,1,1
8,21,69,26,[ 0.   26.83 27.   44.  ],[ 0.   60.26 80.47 89.95 99.98],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1686363636363636,0.6365767609343245,0.9054195974884868,1.0,1,1
8,29,69,26,[ 0.   26.83 27.   44.  ],[ 0.   54.3  70.89 82.95 90.96 99.98],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1672727272727273,0.6943486300489414,0.9065780853079348,1.0,1,1
24,0,0,0,[ 0.   20.77 21.04 26.99 29.94 44.  ],[  0.  30.  50.  70.  85. 100.],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.  50. 100. 150. 200. 300.],0.1343181818181818,0.9850655764285536,0.9461880685808912,3.25,1,1
24,0,0,26,[ 0.   20.77 21.04 26.99 29.94 44.  ],[  0.  30.  50.  70.  85. 100.],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1371590909090909,0.964624582787164,0.9459604661548666,2.5,1,1
24,0,69,0,[ 0.   20.77 21.04 26.99 29.94 44.  ],[  0.  30.  50.  70.  85. 100.],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.  50. 100. 150. 200. 300.],0.1569318181818182,0.8429987596691361,0.936269451945972,2.5,1,1
24,0,69,26,[ 0.   20.77 21.04 26.99 29.94 44.  ],[  0.  30.  50.  70.  85. 100.],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1598863636363636,0.8225577660277464,0.9360418495199474,1.75,1,1
24,21,0,26,[ 0.   20.77 21.04 26.99 29.94 44.  ],[ 0.   60.26 80.47 89.95 99.98],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1397727272727272,0.8803979856328967,0.9272081523130415,1.75,1,1
24,21,0,28,[ 0.   20.77 21.04 26.99 29.94 44.  ],[ 0.   60.26 80.47 89.95 99.98],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.    75.88 131.55 187.22 242.89 298.56],0.1398863636363636,0.880395767887892,0.927243155037866,1.75,1,1
24,21,69,26,[ 0.   20.77 21.04 26.99 29.94 44.  ],[ 0.   60.26 80.47 89.95 99.98],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1629545454545454,0.7383311688734792,0.9172895356781224,1.0,1,1
24,29,0,26,[ 0.   20.77 21.04 26.99 29.94 44.  ],[ 0.   54.3  70.89 82.95 90.96 99.98],[ 0.   5.5  6.5  7.5  8.5 10. ],[  0.    75.88 131.55 187.22 242.89 299.  ],0.13875,0.9381698547475136,0.9283666401324896,1.75,1,1
24,29,69,26,[ 0.   20.77 21.04 26.99 29.94 44.  ],[ 0.   54.3  70.89 82.95 90.96 99.98],[0.   5.63 5.86 6.08 6.25 6.43 6.6  6.8  7.04 7.43 9.94],[  0.    75.88 131.55 187.22 242.89 299.  ],0.1614772727272727,0.7961030379880961,0.9184480234975704,1.0,1,1
