ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
49,kmeans,"[0.         0.00171786 0.08868402 0.21086945 0.35873793 0.53710409
 0.70396512 0.82522963 1.        ]","[0.77494027 0.09031059 0.03010353 0.01645872 0.01465357 0.01406955
 0.01693655 0.04252721]",0.5691183550245641,0.4828660487503913,1
50,random-forest,"[0.00000000e+00 4.99999999e-07 3.21499997e-05 2.48999997e-04
 8.08125001e-03 1.99999996e-02 2.14250002e-01 4.34749991e-01
 8.88000011e-01 1.00000000e+00]","[0.77494027 0.         0.         0.         0.04008495 0.08032917
 0.02346695 0.0534112  0.02776745]",0.9517919184992292,0.3224826124468928,1
51,equal-width,"[0.         0.11111111 0.22222222 0.33333333 0.44444444 0.55555556
 0.66666667 0.77777778 0.88888889 1.        ]","[0.87560393 0.02129015 0.01279533 0.00966286 0.00870719 0.00833555
 0.01274224 0.0230953  0.02776745]",0.543087069782908,0.3743445359570593,1
52,equal-width-data,[0.    0.111 0.222 0.332 0.443 0.554 0.665 0.775 0.886 1.   ],"[0.87560393 0.02129015 0.01279533 0.00966286 0.00870719 0.00833555
 0.01274224 0.0230953  0.02776745]",0.543087069782908,0.37539819766240023,1
53,kbins,"[0.         0.11077778 0.22155556 0.33233333 0.44311111 0.55388889
 0.66466667 0.77544444 0.88622222 0.997     ]","[0.87560393 0.02129015 0.01279533 0.00966286 0.00870719 0.00833555
 0.01274224 0.0230953  0.02771436]",0.547377593944543,0.3759339568485165,1
54,kbins-quantile,"[0.00000000e+00 3.81333333e-06 3.70000000e-05 3.92000000e-04
 5.33000000e-03 1.74000000e-01 9.97000000e-01]",[0.77494027 0.         0.         0.         0.11425538 0.11075126],0.503132141040953,0.7617903264438335,1
55,decision-tree,"[0.00000000e+00 4.99999999e-07 1.01500000e-05 2.22999997e-05
 1.65999997e-02 3.51500005e-01 3.58500004e-01 3.69499996e-01
 9.28499997e-01 1.00000000e+00]","[0.77494027 0.         0.         0.04008495 0.09678789 0.
 0.00116804 0.07369259 0.01332625]",0.809976879549124,0.3851813870150884,1
56,kmeans,"[0.         0.001476   0.07146116 0.16836869 0.29541176 0.43210096
 0.5719814  0.7186705  0.83188832 1.        ]","[0.77494027 0.08701885 0.02436952 0.01890098 0.01359172 0.01093709
 0.01194585 0.01741439 0.04088134]",0.4878953175690346,0.39860296209028523,1
57,random-forest,"[0.00000000e+00 4.99999999e-07 3.71333329e-05 2.29500004e-04
 6.35500008e-04 1.14833332e-02 3.29833335e-02 2.63500005e-01
 4.97166668e-01 8.86333326e-01 1.00000000e+00]","[0.77494027 0.         0.         0.         0.04008495 0.02649323
 0.0599416  0.02176799 0.04900451 0.02776745]",0.8794415540961595,0.27540916255528014,1
58,equal-width,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],"[0.86886116 0.02304221 0.01449429 0.00923812 0.00759225 0.0093974
 0.0079108  0.01173347 0.02251128 0.02521901]",0.463675386519661,0.31145799881371916,1
59,equal-width-data,"[0.     0.0997 0.199  0.299  0.399  0.498  0.598  0.698  0.798  0.897
 1.    ]","[0.86886116 0.02304221 0.01332625 0.01040616 0.00759225 0.00838864
 0.00780462 0.01284842 0.02251128 0.02521901]",0.45433659984301245,0.31250531297947826,1
60,kbins,"[0.     0.0997 0.1994 0.2991 0.3988 0.4985 0.5982 0.6979 0.7976 0.8973
 0.997 ]","[0.86886116 0.02304221 0.01332625 0.01040616 0.00759225 0.00838864
 0.00780462 0.01284842 0.02251128 0.02516591]",0.4592723038682922,0.3131862673451047,1
61,kbins-quantile,"[0.000e+00 1.540e-06 1.140e-05 8.928e-05 8.148e-04 9.860e-03 2.542e-01
 9.970e-01]","[0.77494027 0.         0.         0.         0.         0.12503318
 0.09997345]",0.5350885479684424,0.4420487250160271,1
62,decision-tree,"[0.00000000e+00 4.99999999e-07 1.01500000e-05 2.22999997e-05
 1.65999997e-02 3.51500005e-01 3.58500004e-01 3.69499996e-01
 9.28499997e-01 9.69500005e-01 1.00000000e+00]","[0.77494027 0.         0.         0.04008495 0.09678789 0.
 0.00116804 0.07369259 0.01168038 0.00164587]",0.8695926724268459,0.2835511429994053,1
63,kmeans,"[0.00000000e+00 9.57439778e-04 4.42150725e-02 1.15524163e-01
 2.07118056e-01 3.16105932e-01 4.39969072e-01 5.73947867e-01
 7.19803030e-01 8.32811705e-01 1.00000000e+00]","[0.77494027 0.07305548 0.02760818 0.01794531 0.01401646 0.01125564
 0.01093709 0.01194585 0.01741439 0.04088134]",0.430360826973644,0.3373742062792354,1
64,random-forest,"[0.00000000e+00 4.99999999e-07 2.39999999e-05 1.25500002e-04
 4.25499995e-04 1.81500003e-03 1.79000003e-02 2.02500001e-01
 3.40999998e-01 5.08500010e-01 8.88999999e-01 1.00000000e+00]","[0.77494027 0.         0.         0.         0.         0.04008495
 0.07852402 0.0173082  0.01322007 0.04815503 0.02776745]",0.8076699150986004,0.2608669951334557,1
65,bayesian-blocks,"[0.000e+00 5.000e-07 1.005e-06 1.285e-06 2.265e-06 3.165e-06 3.325e-06
 3.340e-06 4.900e-06 4.915e-06 7.165e-06 9.100e-06 9.115e-06 1.515e-05
 2.205e-05 2.675e-05 2.695e-05 4.395e-05 7.855e-05 7.865e-05 1.055e-04
 1.595e-04 3.145e-04 4.040e-04 5.115e-04 5.135e-04 6.855e-04 7.165e-04
 7.175e-04 1.205e-03 1.925e-03 3.065e-03 5.345e-03 8.425e-03 1.465e-02
 2.205e-02 3.595e-02 6.065e-02 1.375e-01 2.260e-01 3.615e-01 3.905e-01
 3.925e-01 6.905e-01 8.345e-01 9.005e-01 9.385e-01 9.735e-01 9.970e-01]","[7.74940271e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 4.00849482e-02 1.45473852e-02 1.19458455e-02
 1.72020175e-02 2.19272631e-02 1.62463499e-02 1.60870719e-02
 2.65463233e-03 0.00000000e+00 2.37855057e-02 1.96973719e-02
 1.94850013e-02 1.16272896e-02 9.45049111e-03 2.65463233e-04]",0.36237963309921906,0.0,1
