ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
37,kbins-quantile,[0.    0.435 0.571 0.674 0.765 0.862 0.999],[0.16702947 0.17557738 0.15773825 0.16506504 0.17409079 0.15996814],0.5478567019347047,0.6759297812209086,1
38,decision-tree,"[0.         0.08285    0.3295     0.52150002 0.8705     0.9585
 1.        ]",[0.01178657 0.07900186 0.1790284  0.58444385 0.11308734 0.03265198],0.9950227259581345,0.6858079586767839,1
39,kmeans,"[0.         0.15714693 0.3642408  0.52644868 0.6658142  0.7905653
 1.        ]",[0.02511282 0.08924874 0.15545527 0.21332625 0.23334218 0.28351473],0.6406059400555635,0.6742667059537826,1
40,random-forest,"[0.         0.0422     0.13326667 0.3495     0.4985     0.69416667
 0.89616666 1.        ]","[0.00727369 0.013751   0.08107247 0.13113884 0.30374303 0.34754447
 0.11547651]",0.7394578117333811,0.5380363571012868,1
41,equal-width,"[0.         0.14285714 0.28571429 0.42857143 0.57142857 0.71428571
 0.85714286 1.        ]","[0.02293602 0.0476772  0.08770905 0.18428458 0.23190868 0.24900451
 0.17647996]",0.5724109026784525,0.5654789875093793,1
42,equal-width-data,[0.    0.144 0.286 0.429 0.571 0.714 0.856 1.   ],"[0.02293602 0.0476772  0.08770905 0.18428458 0.23190868 0.24900451
 0.17647996]",0.5724109026784525,0.5656882551465348,1
43,equal-frequency,[0.    0.407 0.537 0.63  0.714 0.793 0.876 1.   ],"[0.14106716 0.14048314 0.13750995 0.15545527 0.14196974 0.13777542
 0.14573932]",0.42784895554793123,0.5767284220375295,1
44,kbins,"[0.         0.14363143 0.28619286 0.42875429 0.57131571 0.71387714
 0.85643857 0.999     ]","[0.02293602 0.0476772  0.08770905 0.18428458 0.23190868 0.24900451
 0.17594903]",0.5702437673394924,0.5658236629546906,1
45,kbins-quantile,[0.    0.407 0.537 0.63  0.714 0.793 0.876 0.999],"[0.14106716 0.14048314 0.13750995 0.15545527 0.14196974 0.13777542
 0.14520839]",0.4263335234357849,0.5769498221218738,1
46,decision-tree,"[0.         0.08285    0.3295     0.52150002 0.81149998 0.8705
 0.9585     1.        ]","[0.01178657 0.07900186 0.1790284  0.48128484 0.10315901 0.11308734
 0.03265198]",0.8039897495056982,0.5676853991263346,1
47,kmeans,"[0.         0.13103091 0.31318077 0.46234304 0.58601371 0.70401868
 0.81733166 1.        ]","[0.02102469 0.06397664 0.11149456 0.16225113 0.19957526 0.1927794
 0.24889833]",0.5158623201423573,0.5754393671347209,1
48,random-forest,"[0.         0.0195     0.08402857 0.32764286 0.4635     0.53478572
 0.81121427 0.90892856 1.        ]","[0.0029201  0.00886647 0.07900186 0.10570746 0.08505442 0.46955137
 0.14913724 0.09976108]",0.6961196903106028,0.4555625907170182,1
49,equal-width,[0.    0.125 0.25  0.375 0.5   0.625 0.75  0.875 1.   ],"[0.0187948  0.03461641 0.06684364 0.11298115 0.18582426 0.21396337
 0.22123706 0.14573932]",0.46649978023908,0.49113639555144695,1
50,equal-width-data,[0.    0.126 0.251 0.375 0.5   0.625 0.75  0.874 1.   ],"[0.0187948  0.03801434 0.06344571 0.11298115 0.18582426 0.21396337
 0.22123706 0.14573932]",0.46649978023908,0.4913387839146707,1
51,equal-frequency,[0.    0.382 0.51  0.596 0.674 0.741 0.815 0.889 1.   ],"[0.1263605  0.11813114 0.13050173 0.12535174 0.13267852 0.11807805
 0.11860897 0.13028935]",0.3249878871047539,0.503608528680304,1
52,kbins,"[0.         0.12581125 0.2505525  0.37529375 0.500035   0.62477625
 0.7495175  0.87425875 0.999     ]","[0.0187948  0.03801434 0.06344571 0.12423679 0.17456862 0.21396337
 0.22123706 0.14520839]",0.4635874066596015,0.4915378070376972,1
53,kbins-quantile,[0.      0.382   0.51    0.59575 0.674   0.741   0.815   0.889   0.999  ],"[0.1263605  0.11813114 0.13050173 0.12535174 0.13267852 0.11807805
 0.11860897 0.12975843]",0.3238564956497342,0.5037923850294705,1
54,decision-tree,"[0.         0.08285    0.3295     0.52150002 0.52250001 0.81149998
 0.8705     0.9585     1.        ]","[0.01178657 0.07900186 0.1790284  0.         0.48128484 0.10315901
 0.11308734 0.03265198]",0.8039897495056982,0.4781690143872589,1
55,kmeans,"[0.         0.12345089 0.29653309 0.43323096 0.54115569 0.63693679
 0.72797789 0.82597087 1.        ]","[0.0187948  0.05712769 0.09110698 0.12959915 0.13798779 0.16150783
 0.17382533 0.23005044]",0.3967258484695718,0.5100946439659565,1
56,random-forest,"[0.         0.0129     0.0831     0.29325001 0.374375   0.52100001
 0.73650001 0.8325     0.91374999 1.        ]","[0.0029201  0.00886647 0.06413592 0.04433236 0.14956199 0.3458455
 0.17276347 0.12609504 0.08547916]",0.5771186608920023,0.3971632760364817,1
57,equal-width,"[0.         0.11111111 0.22222222 0.33333333 0.44444444 0.55555556
 0.66666667 0.77777778 0.88888889 1.        ]","[0.016618   0.02925405 0.04990709 0.08006371 0.13161667 0.17568357
 0.19835413 0.18821343 0.13028935]",0.37187765277941254,0.43393120469826885,1
58,equal-width-data,[0.    0.112 0.223 0.334 0.445 0.555 0.666 0.777 0.888 1.   ],"[0.016618   0.02925405 0.04990709 0.08006371 0.13161667 0.17568357
 0.19835413 0.18821343 0.13028935]",0.37187765277941254,0.4343130588873365,1
59,equal-frequency,[0.    0.362 0.486 0.571 0.641 0.704 0.765 0.83  0.897 1.   ],"[0.11436156 0.10639766 0.12184762 0.10623839 0.10947704 0.10708787
 0.10453942 0.11457393 0.11547651]",0.23412417398474228,0.44520469580668753,1
60,kbins,"[0.         0.11195111 0.22283222 0.33371333 0.44459444 0.55547556
 0.66635667 0.77723778 0.88811889 0.999     ]","[0.016618   0.02925405 0.04990709 0.08006371 0.13161667 0.17568357
 0.19835413 0.18821343 0.12975843]",0.3707462613243928,0.4343726245105929,1
61,kbins-quantile,"[0.         0.36166667 0.486      0.571      0.641      0.704
 0.765      0.83       0.897      0.999     ]","[0.11436156 0.10639766 0.12184762 0.10623839 0.10947704 0.10708787
 0.10453942 0.11457393 0.11494558]",0.23341109125045534,0.4453827077056829,1
62,decision-tree,"[0.         0.08285    0.3295     0.52150002 0.52250001 0.81149998
 0.8515     0.8705     0.9585     1.        ]","[0.01178657 0.07900186 0.1790284  0.         0.48128484 0.07241837
 0.03074064 0.11308734 0.03265198]",0.7603134852468232,0.41667320570721056,1
63,kmeans,"[0.         0.09287196 0.24759981 0.37233573 0.47409631 0.56405306
 0.65013162 0.73371943 0.82833146 1.        ]","[0.0130077  0.0404035  0.06684364 0.08717813 0.11802495 0.14043005
 0.14977436 0.15428723 0.23005044]",0.3203222324270969,0.4556991553300963,1
64,random-forest,"[0.         0.003705   0.08317778 0.27861112 0.36183334 0.48027777
 0.54138889 0.76516665 0.84127777 0.90938888 1.        ]","[0.00100876 0.01077781 0.05426068 0.04831431 0.10639766 0.07586939
 0.36878152 0.14133263 0.09349615 0.09976108]",0.4661957929593942,0.3659039060384578,1
65,equal-width,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],"[0.0130077  0.0230953  0.04443855 0.05367667 0.09901779 0.15635784
 0.16872843 0.15816299 0.16803823 0.11547651]",0.3102230545470227,0.3869125405717637,1
66,equal-width-data,[0.    0.101 0.201 0.3   0.4   0.5   0.6   0.7   0.799 0.899 1.   ],"[0.01507831 0.02415715 0.03668702 0.05829573 0.09901779 0.14175737
 0.16198566 0.17950624 0.16803823 0.11547651]",0.3006288701988755,0.387218090213687,1
67,equal-frequency,[0.    0.342 0.467 0.547 0.613 0.674 0.727 0.785 0.842 0.904 1.   ],"[0.10209716 0.09439873 0.10013273 0.10714096 0.09657552 0.09577913
 0.1018317  0.10878683 0.09349615 0.09976108]",0.15185447629142879,0.3947879375309983,1
68,kbins,"[0.       0.100863 0.200656 0.300449 0.400242 0.500035 0.599828 0.699621
 0.799414 0.899207 0.999   ]","[0.01507831 0.02415715 0.04130608 0.06052562 0.10342448 0.13050173
 0.16198566 0.17950624 0.16803823 0.11494558]",0.2970189914724245,0.3873843574635323,1
69,kbins-quantile,[0.    0.342 0.467 0.547 0.613 0.674 0.727 0.785 0.842 0.904 0.999],"[0.10209716 0.09439873 0.10013273 0.10714096 0.09657552 0.09577913
 0.1018317  0.10878683 0.09349615 0.09923016]",0.1516491022926586,0.39494275903030684,1
70,decision-tree,"[0.         0.08285    0.3295     0.52150002 0.52250001 0.81149998
 0.8515     0.8545     0.8705     0.9585     1.        ]","[0.01178657 0.07900186 0.1790284  0.         0.48128484 0.07241837
 0.         0.03074064 0.11308734 0.03265198]",0.7603134852468232,0.3606937719465769,1
71,kmeans,"[0.         0.08509122 0.23488889 0.3576527  0.4645347  0.55906536
 0.64553685 0.72439292 0.80326169 0.87537274 1.        ]","[0.01178657 0.03785506 0.05781789 0.08903637 0.11096363 0.14138572
 0.147279   0.13628882 0.12184762 0.14573932]",0.23456693546487106,0.39579165256928683,1
72,random-forest,"[0.         0.00637    0.06891    0.1919     0.3277     0.3887
 0.5235     0.6293     0.7983     0.84889999 0.93010001 1.        ]","[0.00100876 0.00807008 0.02702416 0.05468543 0.03557207 0.14345633
 0.14924343 0.29742501 0.0902575  0.13331564 0.0599416 ]",0.41292237880087723,0.3154324025814117,1
73,bayesian-blocks,"[0.      0.01825 0.1035  0.1045  0.1695  0.2515  0.3295  0.3865  0.3875
 0.4005  0.4755  0.5565  0.5935  0.6285  0.6305  0.6475  0.7705  0.7825
 0.7865  0.8695  0.9495  0.9785  0.9965  0.999  ]","[0.0029201  0.01215822 0.         0.01194585 0.02978497 0.03397929
 0.03557207 0.         0.01470666 0.06636581 0.10002655 0.06753385
 0.0440669  0.01555615 0.01422883 0.23265198 0.01645872 0.
 0.141545   0.11606053 0.03047518 0.01343244 0.        ]",0.0,0.0,1
