ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
40,random-forest,"[0.         0.03425    0.05343333 0.07801667 0.09665    0.16183333
 0.21033333 1.        ]","[0.00626493 0.03498805 0.08579772 0.14048314 0.38662065 0.0873374
 0.2585081 ]",0.5557316608926935,0.32757880450567933,1
41,equal-width,"[0.         0.14285714 0.28571429 0.42857143 0.57142857 0.71428571
 0.85714286 1.        ]","[0.60546854 0.21656491 0.11807805 0.02718344 0.01975046 0.00891956
 0.00403504]",0.7155417881691106,0.21395907484386867,1
42,equal-width-data,[0.    0.15  0.29  0.429 0.568 0.707 0.847 1.   ],"[0.60546854 0.21656491 0.11807805 0.02564375 0.02017521 0.00945049
 0.00461906]",0.7253193691641451,0.21858949400974959,1
43,equal-frequency,[0.    0.078 0.097 0.112 0.136 0.195 0.32  1.   ],"[0.1270507  0.14048314 0.183382   0.11653836 0.14494293 0.13915583
 0.14844704]",0.562907918236919,0.33257987081876317,1
44,kbins,[0.     0.1502 0.2895 0.4288 0.5681 0.7074 0.8467 0.986 ],"[0.63334218 0.18869127 0.11807805 0.02564375 0.02017521 0.00945049
 0.00456597]",0.7244544763195805,0.22224873059448824,1
45,kbins-quantile,[0.    0.078 0.097 0.112 0.136 0.195 0.32  0.986],"[0.1270507  0.14048314 0.183382   0.11653836 0.14494293 0.13915583
 0.14839395]",0.5619885202253652,0.33696108918322465,1
46,decision-tree,[0.      0.04655 0.05005 0.05015 0.09355 0.1615  0.1695  1.     ],"[0.01937882 0.02187417 0.         0.22628086 0.38662065 0.
 0.3458455 ]",0.742472142383183,0.322135100727006,1
47,kmeans,"[0.         0.07266226 0.11708101 0.1910594  0.29169138 0.39193685
 0.59695189 1.        ]","[0.1270507  0.32386514 0.26148128 0.11940536 0.09620388 0.04236793
 0.0296257 ]",0.5320521651195049,0.28885506429975627,1
48,random-forest,"[0.         0.0204     0.04997857 0.06557857 0.08936428 0.10235714
 0.17678571 0.2395     1.        ]","[0.00201752 0.0173613  0.0606318  0.10634457 0.17504646 0.31414919
 0.09248739 0.23196177]",0.5043522162223233,0.3185547576633253,1
49,equal-width,[0.    0.125 0.25  0.375 0.5   0.625 0.75  0.875 1.   ],"[0.52391824 0.25457924 0.13761614 0.03907619 0.01969737 0.01454739
 0.00711441 0.00345102]",0.6737466160937748,0.15231734689991072,1
50,equal-width-data,[0.    0.133 0.255 0.377 0.498 0.62  0.742 0.864 1.   ],"[0.56745421 0.22086541 0.127794   0.03907619 0.01767985 0.01656491
 0.00674277 0.00382267]",0.6720057750858118,0.1579493105154034,1
51,equal-frequency,[0.     0.0745 0.0929 0.107  0.122  0.153  0.221  0.334  1.    ],"[0.1270507  0.14048314 0.0938678  0.16251659 0.10942394 0.12014866
 0.12195381 0.12455535]",0.5155793355939762,0.32432853440341725,1
52,kbins,"[0.        0.1327875 0.254675  0.3765625 0.49845   0.6203375 0.742225
 0.8641125 0.986    ]","[0.56745421 0.22086541 0.127794   0.03907619 0.01969737 0.01454739
 0.00674277 0.00376958]",0.6737040965954997,0.16115163391740073,1
53,kbins-quantile,[0.     0.0745 0.0929 0.107  0.122  0.153  0.221  0.334  0.986 ],"[0.1270507  0.14048314 0.0938678  0.16251659 0.10942394 0.12014866
 0.12195381 0.12450226]",0.5147346057108769,0.3286559020574985,1
54,decision-tree,[0.      0.04655 0.05005 0.05015 0.09355 0.09365 0.1615  0.1695  1.     ],"[0.01937882 0.02187417 0.         0.22628086 0.         0.38662065
 0.         0.3458455 ]",0.742472142383183,0.3207802303988232,1
55,kmeans,"[0.         0.07313306 0.11659904 0.18297457 0.26576464 0.35246746
 0.47516165 0.63752632 1.        ]","[0.1270507  0.32386514 0.24465092 0.10522963 0.09652243 0.05399522
 0.02495354 0.02373241]",0.4894627058348161,0.25355481702245475,1
56,random-forest,"[0.         0.02275    0.05003125 0.062325   0.0764     0.0932
 0.10775    0.18925    0.268875   1.        ]","[0.00201752 0.03923547 0.03875763 0.04704008 0.14048314 0.0938678
 0.33416512 0.10522963 0.19920361]",0.49339055738572823,0.313593307566574,1
57,equal-width,"[0.         0.11111111 0.22222222 0.33333333 0.44444444 0.55555556
 0.66666667 0.77777778 0.88888889 1.        ]","[0.45091585 0.30257499 0.12195381 0.06896735 0.01985665 0.01704274
 0.01045925 0.00530926 0.0029201 ]",0.633668388716091,0.09865553793620596,1
58,equal-width-data,[0.    0.119 0.228 0.336 0.444 0.553 0.661 0.769 0.878 1.   ],"[0.45091585 0.30257499 0.12195381 0.06896735 0.01985665 0.01704274
 0.00976905 0.00546854 0.00345102]",0.6339481400634974,0.10468045645712531,1
59,equal-frequency,[0.     0.0718 0.0895 0.102  0.114  0.132  0.17   0.245  0.347  1.    ],"[0.1270507  0.05930449 0.17504646 0.0895142  0.11653836 0.08670029
 0.12434298 0.108309   0.11319352]",0.47832954162480534,0.31608138918174244,1
60,kbins,"[0.         0.11924444 0.22758889 0.33593333 0.44427778 0.55262222
 0.66096667 0.76931111 0.87765556 0.986     ]","[0.45091585 0.30257499 0.12195381 0.06896735 0.01985665 0.01704274
 0.00976905 0.00546854 0.00339793]",0.6357214906093676,0.10794970534293624,1
61,kbins-quantile,[0.     0.0718 0.0895 0.102  0.114  0.132  0.17   0.245  0.347  0.986 ],"[0.1270507  0.05930449 0.17504646 0.0895142  0.11653836 0.08670029
 0.12434298 0.108309   0.11314043]",0.4775543107535878,0.3203562443129694,1
62,decision-tree,"[0.      0.04655 0.05005 0.05015 0.07885 0.09355 0.09365 0.1615  0.1695
 1.     ]","[0.01937882 0.02187417 0.         0.08579772 0.14048314 0.
 0.38662065 0.         0.3458455 ]",0.7055550305505394,0.31982139118269437,1
63,kmeans,"[0.         0.06919321 0.11084667 0.16742762 0.24034116 0.31826684
 0.39159494 0.52099282 0.66366321 1.        ]","[0.08001062 0.37090523 0.20323865 0.12434298 0.07305548 0.07645341
 0.0310592  0.02224582 0.01868861]",0.4241061839109772,0.22215370111539423,1
64,random-forest,"[0.         0.02105    0.04642778 0.05546111 0.07455    0.09249444
 0.10305556 0.1715     0.22738889 0.38394444 1.        ]","[0.00201752 0.0173613  0.02187417 0.08579772 0.14048314 0.0938678
 0.31414919 0.07794001 0.16856915 0.07794001]",0.36877742238258027,0.2931585546164205,1
65,equal-width,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],"[0.26753385 0.44486329 0.13034245 0.08526679 0.02718344 0.01640563
 0.01433501 0.00732679 0.00403504 0.00270772]",0.6028699448316271,0.05053536747008347,1
66,equal-width-data,[0.    0.108 0.206 0.303 0.401 0.498 0.596 0.693 0.791 0.888 1.   ],"[0.36140165 0.36777276 0.11356517 0.08935492 0.0230953  0.0151845
 0.01454739 0.00833555 0.00382267 0.0029201 ]",0.5987963084574788,0.05727131398359553,1
67,equal-frequency,"[0.     0.0698 0.0868 0.0988 0.109  0.122  0.144  0.188  0.264  0.359
 1.    ]","[0.08001062 0.10634457 0.08117866 0.0938678  0.16251659 0.08155031
 0.09009822 0.10522963 0.09652243 0.10268118]",0.4123201872287139,0.308435196546331,1
68,kbins,"[0.      0.10841 0.20592 0.30343 0.40094 0.49845 0.59596 0.69347 0.79098
 0.88849 0.986  ]","[0.36140165 0.36777276 0.11356517 0.08935492 0.0230953  0.0151845
 0.01454739 0.00833555 0.00382267 0.002867  ]",0.6006857873347602,0.0602323707391359,1
69,kbins-quantile,"[0.     0.0698 0.0868 0.0988 0.109  0.122  0.144  0.188  0.264  0.359
 0.986 ]","[0.08001062 0.10634457 0.08117866 0.0938678  0.16251659 0.08155031
 0.09009822 0.10522963 0.09652243 0.10262809]",0.4116156644992167,0.3126624949875726,1
70,decision-tree,"[0.      0.04655 0.05005 0.05015 0.07885 0.09355 0.09365 0.1615  0.1635
 0.1695  1.     ]","[0.01937882 0.02187417 0.         0.08579772 0.14048314 0.
 0.38662065 0.         0.         0.3458455 ]",0.7055550305505394,0.31571403470893566,1
71,kmeans,"[0.         0.06438208 0.10241371 0.14150699 0.20195243 0.27455714
 0.349607   0.44449053 0.58129442 0.71080216 1.        ]","[0.08001062 0.28139103 0.2440669  0.12370587 0.08224051 0.07539156
 0.05760552 0.0245288  0.01810459 0.01295461]",0.38591842917746944,0.18188247032457916,1
72,random-forest,"[0.      0.0229  0.04613 0.05627 0.07269 0.08151 0.09625 0.1183  0.1923
 0.2617  0.3923  1.     ]","[0.00201752 0.0173613  0.02187417 0.08579772 0.05930449 0.08117866
 0.183382   0.26148128 0.08839926 0.12720998 0.07199363]",0.3436888442761029,0.287343718231335,1
73,bayesian-blocks,"[0.      0.02205 0.03425 0.04115 0.05325 0.06175 0.06185 0.07165 0.07195
 0.07975 0.08635 0.1035  0.1125  0.1165  0.1275  0.1365  0.1475  0.1675
 0.1935  0.2325  0.3725  0.3905  0.4205  0.4665  0.7025  0.7745  0.7765
 0.986  ]","[0.00201752 0.00424741 0.01311388 0.02187417 0.03875763 0.
 0.04704008 0.         0.         0.05930449 0.17504646 0.0895142
 0.         0.07300239 0.04353597 0.03801434 0.04868596 0.05824263
 0.05564109 0.14807539 0.01189275 0.01210512 0.00971595 0.036103
 0.00584019 0.         0.00817627]",0.0,0.0,1
