ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
32,random-forest,"[-60.         -24.16100025 -18.12249947  -9.86400032  -8.1335001
  -6.60649991   2.        ]",[0.00552164 0.01491903 0.17589594 0.12386514 0.16644545 0.5133528 ],0.8306063573598181,0.7331534363911509,1
33,equal-width,"[-60.         -48.33333333 -36.66666667 -25.         -13.33333333
  -1.66666667  10.        ]","[0.00000000e+00 1.06185293e-04 4.88452349e-03 6.41890098e-02
 9.26625962e-01 4.19431909e-03]",0.9361287772210762,0.3950183513129688,1
34,equal-width-data,[-60.    -32.043 -25.317 -18.592 -11.866  -5.141   2.   ],[0.00063711 0.00398195 0.01391027 0.09105389 0.60568091 0.28473586],0.9462808115244855,0.6158733996118126,1
35,equal-frequency,[-60.    -10.421  -8.045  -6.555  -5.469  -4.317   2.   ],[0.1653305  0.16756039 0.16766658 0.16835678 0.16033979 0.17074595],0.7672966902443829,0.7698497411110153,1
36,kbins,[-60.     -32.0425 -25.317  -18.5915 -11.866   -5.1405   1.585 ],[0.00063711 0.00398195 0.01391027 0.09105389 0.60568091 0.28468277],0.9462487975154211,0.6161863641867793,1
37,kbins-quantile,[-60.    -10.421  -8.045  -6.555  -5.469  -4.317   1.585],[0.1653305  0.16756039 0.16766658 0.16835678 0.16033979 0.17069286],0.7672607735013752,0.7703585081483004,1
38,decision-tree,"[-60.         -18.90950012 -10.53450012  -8.3045001   -8.30350018
  -6.48099995   2.        ]",[0.01741439 0.14276613 0.14064242 0.         0.21486594 0.48431112],0.8506026123000666,0.7630891698084168,1
39,kmeans,"[-60.         -24.45086667 -15.53232347 -11.36531424  -8.33787063
  -5.95156112   2.        ]",[0.00541545 0.02946642 0.0909477  0.17499336 0.28855853 0.41061853],0.7765202377262087,0.7433566850830322,1
40,random-forest,"[-60.         -24.67450047 -17.63833332 -10.54050016  -9.50349998
  -7.76900005  -6.48400005   2.        ]","[0.00530926 0.0173613  0.13750995 0.05452615 0.14632333 0.15465888
 0.48431112]",0.7668215409355946,0.7024765840689553,1
41,equal-width,[-60. -50. -40. -30. -20. -10.   0.  10.],"[0.00000000e+00 0.00000000e+00 1.48659411e-03 1.27953278e-02
 1.72020175e-01 8.13326254e-01 3.71648527e-04]",0.8470417111931212,0.27695177053092446,1
42,equal-width-data,[-60.    -33.003 -27.239 -21.474 -15.709  -9.944  -4.18    2.   ],"[5.84019113e-04 2.44226175e-03 8.07008229e-03 2.25643748e-02
 1.56994956e-01 6.65357048e-01 1.43987258e-01]",0.8926560387911348,0.53021113684614,1
43,equal-frequency,[-60.    -10.925  -8.553  -7.14   -6.062  -5.155  -4.142   2.   ],"[0.141545   0.14457128 0.14175737 0.14573932 0.14165118 0.14074861
 0.14398726]",0.7073577195082698,0.7566587835127196,1
44,kbins,"[-60.         -33.00328571 -27.23857143 -21.47385714 -15.70914286
  -9.94442857  -4.17971429   1.585     ]","[5.84019113e-04 2.44226175e-03 8.07008229e-03 2.25643748e-02
 1.56994956e-01 6.65357048e-01 1.43934165e-01]",0.8926178857018756,0.5304589772368102,1
45,kbins-quantile,"[-60.         -10.92485714  -8.553       -7.14028571  -6.062
  -5.155       -4.14157143   1.585     ]","[0.141545   0.14457128 0.14175737 0.14573932 0.14165118 0.14074861
 0.14393417]",0.7073195664190108,0.7571398292562308,1
46,decision-tree,"[-60.         -18.90950012 -10.53450012  -8.3045001   -8.30350018
  -6.48099995  -6.43050003   2.        ]","[0.01741439 0.14276613 0.14064242 0.         0.21486594 0.
 0.48431112]",0.8506026123000666,0.7497430859903649,1
47,kmeans,"[-60.         -27.27142754 -18.88528929 -13.43764993 -10.17302919
  -7.73477786  -5.69410334   2.        ]","[0.00302628 0.01470666 0.04884523 0.11398991 0.18046191 0.27804619
 0.36092381]",0.7404385078901298,0.6784834379320688,1
48,random-forest,"[-60.         -26.39999962 -17.89999962 -10.96549988  -9.6500001
  -8.30749989  -6.75249982  -6.41250014   2.        ]","[0.00382267 0.01778604 0.11993629 0.06684364 0.0924343  0.17414388
 0.04072206 0.48431112]",0.7374247422100589,0.6783590023102164,1
49,equal-width,[-60.   -51.25 -42.5  -33.75 -25.   -16.25  -7.5    1.25  10.  ],"[0.00000000e+00 0.00000000e+00 4.77833820e-04 4.51287497e-03
 2.50597292e-02 3.53013008e-01 6.16830369e-01 1.06185293e-04]",0.9983235966830071,0.1747641846457484,1
50,equal-width-data,[-60.    -33.724 -28.68  -23.636 -18.592 -13.547  -8.503  -3.459   2.   ],"[4.77833820e-04 1.80514999e-03 4.19431909e-03 1.20520308e-02
 4.59251394e-02 2.21661800e-01 6.40350411e-01 7.35333156e-02]",0.8078771990997,0.4573271896547144,1
51,equal-frequency,[-60.    -11.363  -9.044  -7.626  -6.555  -5.737  -4.908  -3.988   2.   ],"[0.12582957 0.12397133 0.12205999 0.12869658 0.12285638 0.1198301
 0.13533316 0.12142288]",0.6541327320608397,0.7439347742414693,1
52,kbins,"[-60.       -33.723875 -28.67975  -23.635625 -18.5915   -13.547375
  -8.50325   -3.459125   1.585   ]","[4.77833820e-04 1.80514999e-03 4.19431909e-03 1.20520308e-02
 4.59251394e-02 2.21661800e-01 6.40350411e-01 7.34802230e-02]",0.8078265760503888,0.45754603458981924,1
53,kbins-quantile,"[-60.      -11.36325  -9.044    -7.626    -6.555    -5.73675  -4.908
  -3.988     1.585  ]","[0.12582957 0.12397133 0.12205999 0.12869658 0.12285638 0.1198301
 0.13533316 0.12136979]",0.6540920804999426,0.7443957027343625,1
54,decision-tree,"[-60.         -18.90950012 -10.53450012  -8.3045001   -8.30350018
  -6.48099995  -6.44249988  -6.43050003   2.        ]","[0.01741439 0.14276613 0.14064242 0.         0.21486594 0.
 0.         0.48431112]",0.8506026123000666,0.73702739130558,1
55,kmeans,"[-60.         -28.53221569 -20.29757143 -14.50904099 -11.34187572
  -8.9170338   -6.95623708  -5.23218883   2.        ]","[0.00228298 0.01125564 0.03228033 0.08001062 0.13087337 0.19548713
 0.24666844 0.30114149]",0.6821260564352534,0.6375489863309254,1
56,random-forest,"[-60.         -24.16250038 -18.04374945 -10.83437502  -9.56037509
  -8.39024997  -7.05937511  -6.57300007  -6.30418751   2.        ]","[0.00552164 0.01534377 0.1248739  0.06896735 0.08611627 0.13782851
 0.06190603 0.03089992 0.46854261]",0.7036791601824983,0.6724274050912665,1
57,equal-width,"[-60.         -52.22222222 -44.44444444 -36.66666667 -28.88888889
 -21.11111111 -13.33333333  -5.55555556   2.22222222  10.        ]","[0.00000000e+00 0.00000000e+00 1.06185293e-04 2.01752057e-03
 9.66286169e-03 5.73931510e-02 5.85664985e-01 3.45155296e-01
 0.00000000e+00]",0.9773984332461996,0.08338892233860096,1
58,equal-width-data,"[-60.    -34.284 -29.801 -25.317 -20.833 -16.35  -11.866  -7.382  -2.899
   2.   ]","[3.71648527e-04 1.22113087e-03 3.02628086e-03 7.75152641e-03
 1.67772763e-02 8.04353597e-02 2.96522432e-01 5.60764534e-01
 3.31298115e-02]",0.7444791878661581,0.3927936411201288,1
59,equal-frequency,"[-60.    -11.8    -9.441  -8.045  -7.014  -6.187  -5.469  -4.724  -3.847
   2.   ]","[0.10958322 0.111176   0.11213167 0.10576055 0.12152907 0.10873374
 0.10517653 0.11457393 0.11133528]",0.6115990576880889,0.7313365198505056,1
60,kbins,"[-60.         -34.28433333 -29.80066667 -25.317      -20.83333333
 -16.34966667 -11.866       -7.38233333  -2.89866667   1.585     ]","[3.71648527e-04 1.22113087e-03 3.02628086e-03 7.75152641e-03
 1.67772763e-02 8.04353597e-02 2.96522432e-01 5.60764534e-01
 3.30767189e-02]",0.7444006838420323,0.3929868627496196,1
61,kbins-quantile,"[-60.         -11.79966667  -9.44066667  -8.045       -7.014
  -6.187       -5.469       -4.724       -3.84733333   1.585     ]","[0.11271569 0.10804354 0.11213167 0.10576055 0.12152907 0.10873374
 0.10517653 0.11457393 0.11128219]",0.611557017706267,0.7317697628616342,1
62,decision-tree,"[-60.         -18.90950012 -10.53450012  -8.3045001   -8.30350018
  -6.48099995  -6.44249988  -6.43850017  -6.43050003   2.        ]","[0.01741439 0.14276613 0.14064242 0.         0.21486594 0.
 0.         0.         0.48431112]",0.8506026123000666,0.7249135369256491,1
63,kmeans,"[-60.         -28.65140404 -20.7225661  -15.30472954 -12.31836402
  -9.91084843  -7.93107857  -6.25403178  -4.76172175   2.        ]","[0.00228298 0.01019379 0.02389169 0.05728697 0.09700027 0.1523228
 0.20366339 0.2274489  0.22590921]",0.624754425888756,0.6088879427481718,1
64,random-forest,"[-60.         -24.67450047 -17.71633307 -11.58344444  -9.67399995
  -8.61888901  -7.37772213  -6.59783324  -6.40438877  -5.35872229
   2.        ]","[0.00530926 0.01693655 0.09689408 0.08924874 0.06838333 0.12933369
 0.09445182 0.0151314  0.16925936 0.31505177]",0.6122152735067024,0.6596620986924793,1
65,equal-width,[-60. -53. -46. -39. -32. -25. -18. -11.  -4.   3.  10.],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 6.37111760e-04
 4.35359703e-03 1.58747014e-02 1.16166711e-01 7.30767189e-01
 1.32200690e-01 0.00000000e+00]",0.9475173470067753,0.0,1
66,equal-width-data,"[-60.    -34.733 -30.697 -26.662 -22.627 -18.592 -14.556 -10.521  -6.486
  -2.45    2.   ]","[3.18555880e-04 9.02574993e-04 2.28298381e-03 4.56596761e-03
 1.04592514e-02 2.72896204e-02 1.14361561e-01 3.55508362e-01
 4.66259623e-01 1.80514999e-02]",0.7052726523400985,0.3342625727716829,1
67,equal-frequency,"[-60.    -12.151  -9.785  -8.354  -7.401  -6.555  -5.889  -5.242  -4.575
  -3.741   2.   ]","[0.1003451  0.10161933 0.09885851 0.09307141 0.10666313 0.10602602
 0.09227502 0.10475179 0.09572604 0.10066366]",0.5706279826402861,0.7188216173642874,1
68,kbins,"[-60.     -34.7327 -30.6974 -26.6621 -22.6268 -18.5915 -14.5562 -10.5209
  -6.4856  -2.4503   1.585 ]","[3.18555880e-04 9.02574993e-04 2.28298381e-03 4.56596761e-03
 1.04592514e-02 2.72896204e-02 1.14361561e-01 3.55508362e-01
 4.66259623e-01 1.79984072e-02]",0.7051589706299266,0.33444130899568014,1
69,kbins-quantile,"[-60.     -12.151   -9.785   -8.354   -7.401   -6.555   -5.889   -5.2422
  -4.575   -3.7414   1.585 ]","[0.1003451  0.10161933 0.09885851 0.09307141 0.10666313 0.10602602
 0.09227502 0.10475179 0.09572604 0.10061057]",0.5705840952213636,0.7192364762689754,1
70,decision-tree,"[-60.         -18.90950012 -10.53450012  -8.3045001   -8.30350018
  -6.48099995  -6.47549987  -6.44249988  -6.43850017  -6.43050003
   2.        ]","[0.01741439 0.14276613 0.14064242 0.         0.21486594 0.
 0.         0.         0.         0.48431112]",0.8506026123000666,0.7131800923534997,1
71,kmeans,"[-60.         -29.54155128 -22.20121739 -17.23982011 -13.73292761
 -11.26247954  -9.32795452  -7.651209    -6.12740705  -4.71321601
   2.        ]","[0.00175206 0.00732679 0.01475976 0.03631537 0.06949827 0.09912397
 0.14308468 0.18831962 0.21391027 0.22590921]",0.5842858470103571,0.5584971176750113,1
72,random-forest,"[-60.         -26.39999962 -18.20700016 -12.54129992 -10.45410004
  -9.5573      -8.38749981  -7.04349999  -6.56360006  -6.40139999
  -4.0855999    2.        ]","[0.00382267 0.01624635 0.06886116 0.07640032 0.04937616 0.08611627
 0.13782851 0.06190603 0.0151314  0.35211043 0.13220069]",0.5634305912991696,0.6276721660633502,1
73,bayesian-blocks,"[-60.     -32.0945 -24.19   -20.289  -17.2935 -15.187  -14.081  -14.079
 -12.2445 -12.241  -11.2815 -10.3335 -10.3315  -9.4485  -9.4445  -9.1295
  -9.1265  -8.6775  -8.6765  -8.3545  -8.3535  -8.3045  -8.3035  -8.1395
  -8.0975  -7.9795  -7.978   -7.9065  -7.9055  -7.6235  -7.6205  -7.0505
  -7.0495  -6.6135  -6.6065  -6.4395  -6.4385  -6.3505  -6.3495  -6.3205
  -6.3185  -6.0445  -6.0435  -5.9915  -5.9905  -5.3515  -5.3505  -5.3455
  -5.334   -5.3275  -5.3265  -5.1445  -5.1435  -5.1145  -5.1135  -4.9635
  -4.9565  -4.9395  -4.8845  -4.8795  -4.7245  -4.7215  -4.7065  -4.5895
  -4.5885  -4.207   -4.2055  -4.1175  -3.7195  -3.7125  -3.5325  -3.5315
  -3.4245  -3.4235  -3.1495  -3.1485  -2.655   -2.163   -1.429   -0.738
   1.585 ]","[0.00063711 0.00488452 0.00801699 0.01029997 0.01438811 0.01582161
 0.         0.04210247 0.         0.03350146 0.04013804 0.
 0.05096894 0.         0.02129015 0.         0.03472259 0.
 0.02405097 0.         0.         0.         0.01937882 0.01268914
 0.0100876  0.         0.         0.         0.0288824  0.
 0.06679055 0.         0.04799575 0.         0.02904168 0.
 0.01576852 0.         0.         0.         0.04215556 0.
 0.01576852 0.         0.09556676 0.         0.         0.
 0.         0.         0.0303159  0.         0.         0.
 0.02797982 0.         0.         0.0173082  0.         0.01353862
 0.         0.         0.02951951 0.         0.03806743 0.
 0.01433501 0.0433236  0.         0.01794531 0.         0.00918503
 0.         0.02288293 0.         0.02750199 0.01306079 0.00753916
 0.00185824 0.00063711]",0.0,0.10698640497681855,1
