ID,method,bins,distribution,kl_d,l2_norm,gpt_prompt
30,decision-tree,[0.         0.002095   0.39049999 0.71349999 0.98950002 1.        ],[0.12572339 0.60615875 0.15205734 0.10751261 0.00854792],0.64085314555389,0.9126414952328741,1
31,kmeans,[0.         0.03286745 0.19573362 0.3972699  0.63277402 1.        ],[0.29285904 0.28250597 0.15651712 0.11765331 0.15046456],0.8670478348442145,0.8411297558002684,1
32,random-forest,"[0.00000000e+00 2.68500003e-06 2.09500000e-03 8.45999969e-03
 4.07499999e-01 7.30500013e-01 1.00000000e+00]",[0.12572339 0.         0.         0.61242368 0.15471197 0.10714096],0.6053715296476914,0.40998950206298757,1
33,equal-width,"[0.         0.16666667 0.33333333 0.5        0.66666667 0.83333333
 1.        ]",[0.54165118 0.15301301 0.0910008  0.07671887 0.06795859 0.06965755],0.8094666976423879,0.5345363480312378,1
34,equal-width-data,[0.    0.166 0.332 0.498 0.664 0.83  1.   ],[0.54165118 0.15301301 0.0910008  0.07671887 0.06365808 0.07395806],0.8084690746333193,0.53398499650167,1
35,equal-frequency,[0.      0.00949 0.0482  0.132   0.294   0.597   1.     ],[0.12572339 0.19952217 0.1775949  0.16490576 0.16448102 0.16777276],0.7908236697458697,0.40062892459803423,1
36,kbins,"[0.         0.16600085 0.33200068 0.49800051 0.66400034 0.83000017
 0.996     ]",[0.54165118 0.15301301 0.0910008  0.07671887 0.06795859 0.06886116],0.8065921794477695,0.5356787365216618,1
37,kbins-quantile,[0.      0.00949 0.0482  0.132   0.294   0.597   0.996  ],[0.12572339 0.19952217 0.1775949  0.16490576 0.16448102 0.16697637],0.786862611799441,0.401944842727036,1
38,decision-tree,"[0.         0.002095   0.01015    0.39049999 0.71349999 0.98950002
 1.        ]",[0.12572339 0.08128484 0.5248739  0.15205734 0.10751261 0.00854792],0.7615547042104781,0.5189801798812771,1
39,kmeans,"[0.         0.02716402 0.15869823 0.31778615 0.5030672  0.69606376
 1.        ]",[0.25277409 0.27740908 0.15157951 0.10788426 0.08404566 0.12630741],0.7036308962147503,0.4829006734282948,1
40,random-forest,"[0.00000000e+00 2.48499998e-06 3.84500003e-04 4.06499999e-03
 3.37499995e-02 4.24500003e-01 7.52499998e-01 1.00000000e+00]","[0.12572339 0.         0.         0.16713565 0.45781789 0.14860632
 0.10071675]",0.8283929240635821,0.21746790421771833,1
41,equal-width,"[0.         0.14285714 0.28571429 0.42857143 0.57142857 0.71428571
 0.85714286 1.        ]","[0.51754712 0.14218211 0.0909477  0.07183435 0.06142819 0.05521635
 0.06084417]",0.6696814000034732,0.37872874647494725,1
42,equal-width-data,[0.    0.142 0.285 0.427 0.569 0.711 0.854 1.   ],"[0.51754712 0.14218211 0.0909477  0.06652509 0.06673746 0.05521635
 0.06084417]",0.6680230181233804,0.37895088271887234,1
43,equal-frequency,[0.      0.00663 0.0329  0.0882  0.191   0.366   0.652   1.     ],"[0.12572339 0.16713565 0.12933369 0.15317229 0.13873109 0.14430581
 0.14159809]",0.630417034352822,0.27385107186352553,1
44,kbins,"[0.         0.14228659 0.28457216 0.42685773 0.56914329 0.71142886
 0.85371443 0.996     ]","[0.51754712 0.14218211 0.0909477  0.06652509 0.06673746 0.05521635
 0.06004778]",0.666481209408985,0.38033920734786275,1
45,kbins-quantile,"[0.         0.00663    0.03291429 0.0882     0.191      0.366
 0.652      0.996     ]","[0.12572339 0.16713565 0.12933369 0.15317229 0.13873109 0.14430581
 0.1408017 ]",0.6268322353471978,0.27493790275963703,1
46,decision-tree,"[0.         0.002095   0.01015    0.02635    0.39049999 0.71349999
 0.98950002 1.        ]","[0.12572339 0.08128484 0.04576586 0.47910804 0.15205734 0.10751261
 0.00854792]",0.8634480963659992,0.2641699543014622,1
47,kmeans,"[0.         0.02235751 0.12729946 0.25514474 0.40703538 0.57659366
 0.74576706 1.        ]","[0.25277409 0.23530661 0.14648261 0.10358375 0.08436422 0.07379878
 0.10368994]",0.5446848883242439,0.35114469901507406,1
48,random-forest,"[0.00000000e+00 2.48499998e-06 1.31071428e-03 4.12071426e-03
 1.29785715e-02 3.68785709e-01 4.91642856e-01 7.11214300e-01
 1.00000000e+00]","[0.12572339 0.         0.         0.08128484 0.50708787 0.07156889
 0.09827449 0.11606053]",0.9395267256828651,0.18240119243032515,1
49,equal-width,[0.    0.125 0.25  0.375 0.5   0.625 0.75  0.875 1.   ],"[0.4880807  0.13851872 0.09471728 0.06434829 0.06010088 0.0505442
 0.05001327 0.05367667]",0.5487293080347178,0.272390400181601,1
50,equal-width-data,[0.    0.125 0.249 0.374 0.498 0.623 0.747 0.872 1.   ],"[0.4880807  0.13851872 0.09471728 0.06434829 0.06010088 0.0505442
 0.05001327 0.05367667]",0.5458407253626828,0.2732143607503964,1
51,equal-frequency,[0.      0.00495 0.0241  0.0629  0.132   0.244   0.424   0.697   1.     ],"[0.12572339 0.1270507  0.12811256 0.12195381 0.12375896 0.12407752
 0.12301566 0.12630741]",0.4984285186049303,0.2052277844466136,1
52,kbins,"[0.         0.12450089 0.24900076 0.37350064 0.49800051 0.62250038
 0.74700026 0.87150013 0.996     ]","[0.4880807  0.13851872 0.09471728 0.06434829 0.06010088 0.0505442
 0.05001327 0.05288028]",0.5446530538325945,0.2743391000709894,1
53,kbins-quantile,"[0.        0.0049525 0.0241    0.0629    0.132     0.244     0.424
 0.697     0.996    ]","[0.12572339 0.1270507  0.12811256 0.12195381 0.12375896 0.12407752
 0.12301566 0.12551102]",0.49511354024182763,0.20621976219217308,1
54,decision-tree,"[0.         0.002095   0.01015    0.02635    0.03225    0.39049999
 0.71349999 0.98950002 1.        ]","[0.12572339 0.08128484 0.04576586 0.04008495 0.4390231  0.15205734
 0.10751261 0.00854792]",0.962382161871999,0.10758076742969802,1
55,kmeans,"[0.         0.01388631 0.0817445  0.17583312 0.29203001 0.43229178
 0.59053255 0.75200988 1.        ]","[0.20700823 0.2151845  0.13235997 0.11319352 0.0873374  0.07714362
 0.06705601 0.10071675]",0.4140795501241932,0.25118491164324497,1
56,random-forest,"[0.00000000e+00 2.59500007e-06 6.16812509e-04 3.01249995e-03
 8.02249991e-03 3.23999999e-02 3.82624993e-01 5.86250015e-01
 7.34625001e-01 1.00000000e+00]","[0.12572339 0.         0.         0.         0.16713565 0.43371383
 0.10130077 0.0649854  0.10714096]",0.9672168977933104,0.08764373582343588,1
57,equal-width,"[0.         0.11111111 0.22222222 0.33333333 0.44444444 0.55555556
 0.66666667 0.77777778 0.88888889 1.        ]","[0.47326785 0.13315636 0.08823998 0.06546323 0.05176533 0.05049111
 0.04358906 0.04555349 0.04847359]",0.4446821805427901,0.1903101689751422,1
58,equal-width-data,[0.    0.111 0.221 0.332 0.443 0.553 0.664 0.775 0.885 1.   ],"[0.47326785 0.13315636 0.08823998 0.06546323 0.05176533 0.05049111
 0.04358906 0.04555349 0.04847359]",0.4446821805427901,0.19156178168428795,1
59,equal-frequency,[0.     0.0039 0.0179 0.0482 0.0983 0.176  0.294  0.48   0.727  1.    ],"[0.12572339 0.08128484 0.11823732 0.11446775 0.11483939 0.11319352
 0.10793735 0.1126095  0.11170693]",0.39875069857143064,0.16174591341024758,1
60,kbins,"[0.         0.11066757 0.22133413 0.33200068 0.44266723 0.55333379
 0.66400034 0.77466689 0.88533345 0.996     ]","[0.47326785 0.13315636 0.08823998 0.06546323 0.05176533 0.05049111
 0.04358906 0.04555349 0.0476772 ]",0.4437450803810703,0.19253443432127937,1
61,kbins-quantile,[0.     0.0039 0.0179 0.0482 0.0983 0.176  0.294  0.48   0.727  0.996 ],"[0.12572339 0.08128484 0.11823732 0.11446775 0.11483939 0.11319352
 0.10793735 0.1126095  0.11091054]",0.3956938818626683,0.16268631995129745,1
62,decision-tree,"[0.         0.002095   0.01015    0.01195    0.02635    0.03225
 0.39049999 0.71349999 0.98950002 1.        ]","[0.12572339 0.08128484 0.         0.04576586 0.04008495 0.4390231
 0.15205734 0.10751261 0.00854792]",0.962382161871999,0.028735686755977152,1
63,kmeans,"[0.         0.01564101 0.0911784  0.19057195 0.30088813 0.42420373
 0.55894847 0.68852381 0.8211977  1.        ]","[0.20700823 0.23270507 0.13565171 0.10023892 0.075073   0.06121582
 0.05866737 0.05548182 0.07395806]",0.320063776111406,0.18450146038499426,1
64,random-forest,"[0.00000000e+00 2.67500002e-06 1.38611111e-04 2.09944446e-03
 3.82166666e-03 9.88611103e-03 3.48833332e-01 4.32166671e-01
 6.39277773e-01 7.67388900e-01 1.00000000e+00]","[0.12572339 0.         0.         0.         0.         0.5754181
 0.05394213 0.09445182 0.05367667 0.09678789]",0.9534440295703303,0.0527051865737479,1
65,equal-width,[0.  0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1. ],"[0.4397133  0.13565171 0.10023892 0.05627821 0.05378285 0.0512875
 0.04146536 0.03562517 0.04178391 0.04417308]",0.3580880494525859,0.12267428592321272,1
66,equal-width-data,"[0.     0.0996 0.199  0.299  0.398  0.498  0.598  0.697  0.797  0.896
 1.    ]","[0.4397133  0.13565171 0.09238121 0.06413592 0.05378285 0.04656225
 0.04146536 0.04035041 0.04178391 0.04417308]",0.32610455881317224,0.12422242658212845,1
67,equal-frequency,"[0.      0.00306 0.014   0.0368  0.073   0.132   0.219   0.344   0.532
 0.757   1.     ]","[0.12572339 0.08128484 0.08585081 0.11122909 0.09875232 0.09349615
 0.10480488 0.10029201 0.09784975 0.10071675]",0.2928698781266118,0.12626849280053598,1
68,kbins,"[0.         0.09960092 0.19920082 0.29880071 0.39840061 0.49800051
 0.59760041 0.69720031 0.7968002  0.8964001  0.996     ]","[0.4397133  0.13565171 0.09238121 0.06413592 0.05378285 0.04656225
 0.04146536 0.04035041 0.04178391 0.04337669]",0.3254201195545592,0.12513635584576488,1
69,kbins-quantile,"[0.      0.00306 0.014   0.0368  0.073   0.132   0.219   0.344   0.532
 0.757   0.996  ]","[0.12572339 0.08128484 0.08585081 0.11122909 0.09875232 0.09349615
 0.10480488 0.10029201 0.09784975 0.09992036]",0.2900692446583274,0.12717067430950302,1
70,decision-tree,"[0.         0.002095   0.01015    0.01185    0.01195    0.02635
 0.03225    0.39049999 0.71349999 0.98950002 1.        ]","[0.12572339 0.08128484 0.         0.         0.04576586 0.04008495
 0.4390231  0.15205734 0.10751261 0.00854792]",0.962382161871999,0.02488454665516393,1
71,kmeans,"[0.         0.01284019 0.07271116 0.14604847 0.22941352 0.32585714
 0.43588505 0.5604269  0.68659545 0.81635661 1.        ]","[0.20700823 0.1970799  0.11345899 0.08887709 0.08271834 0.06594107
 0.0621184  0.05335811 0.05134059 0.07809928]",0.19110934308513583,0.13269599170260638,1
72,random-forest,"[0.00000000e+00 2.59500007e-06 1.30799999e-04 1.82899999e-03
 4.01099990e-03 8.24899990e-03 2.64499998e-02 2.85100004e-01
 4.21899998e-01 6.31500018e-01 7.48099989e-01 1.00000000e+00]","[0.12572339 0.         0.         0.         0.         0.1270507
 0.40695514 0.0909477  0.09885851 0.04677462 0.10368994]",0.7919434226657427,0.061533470396792245,1
73,bayesian-blocks,"[0.000e+00 1.815e-05 1.885e-05 5.370e-05 2.205e-04 5.080e-04 1.175e-03
 2.145e-03 3.805e-03 3.815e-03 4.565e-03 5.815e-03 5.825e-03 1.115e-02
 1.145e-02 1.755e-02 2.145e-02 2.155e-02 3.725e-02 5.575e-02 5.585e-02
 6.665e-02 6.895e-02 7.335e-02 8.795e-02 8.805e-02 9.825e-02 9.915e-02
 1.075e-01 1.625e-01 2.505e-01 3.235e-01 4.235e-01 6.195e-01 9.895e-01
 9.960e-01]","[0.12572339 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08128484 0.         0.         0.04576586 0.         0.04008495
 0.0585081  0.         0.02951951 0.         0.02320149 0.01810459
 0.         0.01752057 0.         0.02049376 0.08144412 0.09291213
 0.05457924 0.06153438 0.09126626 0.14950889 0.00775153]",0.0,0.0,1
